lineage_id,scenario_run_id,source_type,source_id,source_file,link_type,recorded_at
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-CONS-002-COMP-9,SR-BL-9E8B3DFB3469FF88-COMP-CONS-002,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.558270
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-CONS-002-PKG-10,SR-BL-9E8B3DFB3469FF88-COMP-CONS-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.558274
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-CONS-002-EP-11,SR-BL-9E8B3DFB3469FF88-COMP-CONS-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.558277
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-BASE-0,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.562726
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-REC-1,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260422,,Contributed To,2026-07-28T14:59:02.562733
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-REC-2,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260423,,Contributed To,2026-07-28T14:59:02.562736
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-REC-3,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260424,,Contributed To,2026-07-28T14:59:02.562740
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-REC-4,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260425,,Contributed To,2026-07-28T14:59:02.562743
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-RECID-5,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260422-OPT1,,Approved By,2026-07-28T14:59:02.562747
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-RECID-6,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260422-OPT2,,Approved By,2026-07-28T14:59:02.562750
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-RECID-7,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260425-OPT1,,Approved By,2026-07-28T14:59:02.562754
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-RECID-8,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260425-OPT2,,Approved By,2026-07-28T14:59:02.562757
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-COMP-9,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.562761
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-PKG-10,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.562765
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-EXP-002-EP-11,SR-BL-9E8B3DFB3469FF88-COMP-EXP-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.562769
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-BASE-0,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.566565
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-REC-1,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260422,,Contributed To,2026-07-28T14:59:02.566571
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-REC-2,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260423,,Contributed To,2026-07-28T14:59:02.566575
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-REC-3,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260424,,Contributed To,2026-07-28T14:59:02.566578
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-REC-4,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260425,,Contributed To,2026-07-28T14:59:02.566581
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-RECID-5,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ICU-20260422-OPT1,,Approved By,2026-07-28T14:59:02.566586
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-RECID-6,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ICU-20260422-OPT2,,Approved By,2026-07-28T14:59:02.566589
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-RECID-7,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ICU-20260425-OPT1,,Approved By,2026-07-28T14:59:02.566592
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-RECID-8,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ICU-20260425-OPT2,,Approved By,2026-07-28T14:59:02.566596
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-COMP-9,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.566599
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-PKG-10,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.566603
LIN-EV-SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002-EP-11,SR-BL-9E8B3DFB3469FF88-COMP-HIGH-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260422,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.566607
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-BASE-002-BASE-0,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.573254
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-BASE-002-REC-1,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260429,,Contributed To,2026-07-28T14:59:02.573260
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-BASE-002-RECID-2,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT1,,Approved By,2026-07-28T14:59:02.573264
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-BASE-002-RECID-3,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT2,,Approved By,2026-07-28T14:59:02.573268
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-BASE-002-COMP-4,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.573271
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-BASE-002-PKG-5,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.573275
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-BASE-002-EP-6,SR-BL-D9E8F1B0F158F311-COMP-BASE-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.573279
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-BASE-0,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.579498
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-REC-1,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260429,,Contributed To,2026-07-28T14:59:02.579504
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-RECID-2,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT1,,Approved By,2026-07-28T14:59:02.579508
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-RECID-3,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT2,,Approved By,2026-07-28T14:59:02.579511
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-COMP-4,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.579515
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-PKG-5,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.579519
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-CONS-002-EP-6,SR-BL-D9E8F1B0F158F311-COMP-CONS-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.579523
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-BASE-0,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.583614
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-REC-1,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260429,,Contributed To,2026-07-28T14:59:02.583620
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-RECID-2,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT1,,Approved By,2026-07-28T14:59:02.583625
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-RECID-3,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT2,,Approved By,2026-07-28T14:59:02.583628
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-COMP-4,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.583632
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-PKG-5,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.583636
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-EXP-002-EP-6,SR-BL-D9E8F1B0F158F311-COMP-EXP-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.583639
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-BASE-0,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.587522
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-REC-1,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260429,,Contributed To,2026-07-28T14:59:02.587528
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-RECID-2,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT1,,Approved By,2026-07-28T14:59:02.587532
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-RECID-3,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,Recommendation,REC-CASE-DEPT-ICU-20260429-OPT2,,Approved By,2026-07-28T14:59:02.587536
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-COMP-4,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.587540
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-PKG-5,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.587544
LIN-EV-SR-BL-D9E8F1B0F158F311-COMP-HIGH-002-EP-6,SR-BL-D9E8F1B0F158F311-COMP-HIGH-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260429,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.587547
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-BASE-0,SR-BL-921DC570492B5F00-COMP-BASE-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.596285
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-REC-1,SR-BL-921DC570492B5F00-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260522,,Contributed To,2026-07-28T14:59:02.596291
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-REC-2,SR-BL-921DC570492B5F00-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260523,,Contributed To,2026-07-28T14:59:02.596296
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-REC-3,SR-BL-921DC570492B5F00-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260524,,Contributed To,2026-07-28T14:59:02.596299
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-REC-4,SR-BL-921DC570492B5F00-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260525,,Contributed To,2026-07-28T14:59:02.596302
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-REC-5,SR-BL-921DC570492B5F00-COMP-BASE-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260526,,Contributed To,2026-07-28T14:59:02.596306
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-6,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260522-OPT1,,Approved By,2026-07-28T14:59:02.596309
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-7,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260522-OPT2,,Approved By,2026-07-28T14:59:02.596313
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-8,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260523-OPT1,,Approved By,2026-07-28T14:59:02.596316
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-9,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260523-OPT2,,Approved By,2026-07-28T14:59:02.596320
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-10,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260524-OPT1,,Approved By,2026-07-28T14:59:02.596323
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-11,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260524-OPT2,,Approved By,2026-07-28T14:59:02.596327
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-12,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260526-OPT1,,Approved By,2026-07-28T14:59:02.596330
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-RECID-13,SR-BL-921DC570492B5F00-COMP-BASE-002,Recommendation,REC-CASE-DEPT-ICU-20260526-OPT2,,Approved By,2026-07-28T14:59:02.596333
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-COMP-14,SR-BL-921DC570492B5F00-COMP-BASE-002,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.596337
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-PKG-15,SR-BL-921DC570492B5F00-COMP-BASE-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.596340
LIN-EV-SR-BL-921DC570492B5F00-COMP-BASE-002-EP-16,SR-BL-921DC570492B5F00-COMP-BASE-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.596344
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-BASE-0,SR-BL-921DC570492B5F00-COMP-CONS-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.600379
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-REC-1,SR-BL-921DC570492B5F00-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260522,,Contributed To,2026-07-28T14:59:02.600384
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-REC-2,SR-BL-921DC570492B5F00-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260523,,Contributed To,2026-07-28T14:59:02.600388
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-REC-3,SR-BL-921DC570492B5F00-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260524,,Contributed To,2026-07-28T14:59:02.600392
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-REC-4,SR-BL-921DC570492B5F00-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260525,,Contributed To,2026-07-28T14:59:02.600395
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-REC-5,SR-BL-921DC570492B5F00-COMP-CONS-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260526,,Contributed To,2026-07-28T14:59:02.600399
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-6,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260522-OPT1,,Approved By,2026-07-28T14:59:02.600403
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-7,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260522-OPT2,,Approved By,2026-07-28T14:59:02.600407
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-8,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260523-OPT1,,Approved By,2026-07-28T14:59:02.600410
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-9,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260523-OPT2,,Approved By,2026-07-28T14:59:02.600414
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-10,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260524-OPT1,,Approved By,2026-07-28T14:59:02.600417
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-11,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260524-OPT2,,Approved By,2026-07-28T14:59:02.600420
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-12,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260526-OPT1,,Approved By,2026-07-28T14:59:02.600423
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-RECID-13,SR-BL-921DC570492B5F00-COMP-CONS-002,Recommendation,REC-CASE-DEPT-ICU-20260526-OPT2,,Approved By,2026-07-28T14:59:02.600426
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-COMP-14,SR-BL-921DC570492B5F00-COMP-CONS-002,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.600430
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-PKG-15,SR-BL-921DC570492B5F00-COMP-CONS-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.600434
LIN-EV-SR-BL-921DC570492B5F00-COMP-CONS-002-EP-16,SR-BL-921DC570492B5F00-COMP-CONS-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.600437
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-BASE-0,SR-BL-921DC570492B5F00-COMP-EXP-002,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:02.604324
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-REC-1,SR-BL-921DC570492B5F00-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260522,,Contributed To,2026-07-28T14:59:02.604330
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-REC-2,SR-BL-921DC570492B5F00-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260523,,Contributed To,2026-07-28T14:59:02.604333
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-REC-3,SR-BL-921DC570492B5F00-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260524,,Contributed To,2026-07-28T14:59:02.604337
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-REC-4,SR-BL-921DC570492B5F00-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260525,,Contributed To,2026-07-28T14:59:02.604340
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-REC-5,SR-BL-921DC570492B5F00-COMP-EXP-002,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-ICU-20260526,,Contributed To,2026-07-28T14:59:02.604343
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-6,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260522-OPT1,,Approved By,2026-07-28T14:59:02.604347
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-7,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260522-OPT2,,Approved By,2026-07-28T14:59:02.604350
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-8,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260523-OPT1,,Approved By,2026-07-28T14:59:02.604354
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-9,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260523-OPT2,,Approved By,2026-07-28T14:59:02.604357
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-10,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260524-OPT1,,Approved By,2026-07-28T14:59:02.604360
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-11,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260524-OPT2,,Approved By,2026-07-28T14:59:02.604363
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-12,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260526-OPT1,,Approved By,2026-07-28T14:59:02.604366
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-RECID-13,SR-BL-921DC570492B5F00-COMP-EXP-002,Recommendation,REC-CASE-DEPT-ICU-20260526-OPT2,,Approved By,2026-07-28T14:59:02.604369
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-COMP-14,SR-BL-921DC570492B5F00-COMP-EXP-002,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:02.604373
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-PKG-15,SR-BL-921DC570492B5F00-COMP-EXP-002,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:02.604376
LIN-EV-SR-BL-921DC570492B5F00-COMP-EXP-002-EP-16,SR-BL-921DC570492B5F00-COMP-EXP-002,Episode,EP-HOSP-001-DEPT-ICU-kpi_002-20260522,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:02.604380
