hospital_risk_summary_id,hospital_id,reporting_date,department_count,assessable_department_count,stable_department_count,monitor_department_count,elevated_department_count,high_department_count,critical_department_count,not_assessable_department_count,highest_department_risk_score,highest_risk_department_id,top_three_department_ids,top_three_dominant_drivers,provisional_risk_department_count,overall_data_availability_rate,maximum_urgency_level,hospital_summary_status,engine_run_id,processed_at
HRS-0E20516155A1,HOSP-001,2026-01-01,8,8,5,3,0,0,0,0,30.1441,DEPT-ADM,DEPT-ADM; DEPT-ICU; DEPT-SURG,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,2,0.6875,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-32159D9F8669,HOSP-001,2026-06-14,8,8,0,1,0,5,2,0,82.6063,DEPT-SURG,DEPT-SURG; DEPT-PEX; DEPT-ICU,Staffing Level; Staff Absenteeism Rate; Bed Occupancy Rate,5,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-CC4BD2C33F27,HOSP-001,2026-06-15,8,8,0,1,1,3,3,0,88.4118,DEPT-DIAG,DEPT-DIAG; DEPT-ED; DEPT-SURG,Staff Absenteeism Rate; Average Patient Waiting Time; Bed Occupancy Rate,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D0BEAFAB4621,HOSP-001,2026-06-16,8,8,0,2,1,0,5,0,97.2538,DEPT-MED,DEPT-MED; DEPT-SURG; DEPT-ED,Staffing Level; Bed Occupancy Rate; Average Patient Waiting Time,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-CCE6E584B4BB,HOSP-001,2026-06-17,8,8,0,3,0,4,1,0,95.0907,DEPT-OPC,DEPT-OPC; DEPT-ED; DEPT-MED,Staffing Level; Staff Absenteeism Rate; Staff Absenteeism Rate,1,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D19B148CDEB1,HOSP-001,2026-06-18,8,8,0,1,2,3,2,0,86.6885,DEPT-DIAG,DEPT-DIAG; DEPT-OPC; DEPT-ADM,Average Patient Waiting Time; Staffing Level; Patient Satisfaction Score,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2BA3AE2FE239,HOSP-001,2026-06-19,8,8,0,1,0,3,4,0,88.7178,DEPT-DIAG,DEPT-DIAG; DEPT-ED; DEPT-ADM,Staffing Level; Average Patient Waiting Time; Patient Satisfaction Score,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-221B0BE92400,HOSP-001,2026-06-20,8,8,0,3,0,4,1,0,82.6913,DEPT-ED,DEPT-ED; DEPT-ADM; DEPT-ICU,Average Patient Waiting Time; Staff Absenteeism Rate; Bed Occupancy Rate,3,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-6ABBD7EDA322,HOSP-001,2026-06-21,8,8,1,1,0,3,3,0,80.584,DEPT-ED,DEPT-ED; DEPT-MED; DEPT-OPC,Average Patient Waiting Time; Bed Occupancy Rate; Average Patient Waiting Time,4,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B74229B6CC86,HOSP-001,2026-06-22,8,8,0,2,0,2,4,0,97.6619,DEPT-PEX,DEPT-PEX; DEPT-OPC; DEPT-ICU,Staffing Level; Staffing Level; Bed Occupancy Rate,5,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F03D8373CE4F,HOSP-001,2026-06-23,8,8,0,0,1,4,3,0,84.2785,DEPT-PEX,DEPT-PEX; DEPT-ICU; DEPT-OPC,Staffing Level; Patient Satisfaction Score; Average Patient Waiting Time,4,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2104ACE03E33,HOSP-001,2026-06-24,8,8,0,0,1,5,2,0,83.337,DEPT-ADM,DEPT-ADM; DEPT-SURG; DEPT-OPC,Staff Absenteeism Rate; Staff Absenteeism Rate; Patient Complaint Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-7B980CDE6743,HOSP-001,2026-06-25,8,8,0,3,0,3,2,0,85.7184,DEPT-ED,DEPT-ED; DEPT-DIAG; DEPT-ICU,Average Patient Waiting Time; Average Patient Waiting Time; Bed Occupancy Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-C399373F17A5,HOSP-001,2026-06-26,8,8,0,2,1,1,4,0,86.3938,DEPT-DIAG,DEPT-DIAG; DEPT-ED; DEPT-MED,Staff Absenteeism Rate; Staff Absenteeism Rate; Bed Occupancy Rate,4,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-DA950A3BFA93,HOSP-001,2026-06-27,8,8,0,1,0,2,5,0,87.4673,DEPT-OPC,DEPT-OPC; DEPT-DIAG; DEPT-ED,Staffing Level; Staff Absenteeism Rate; Average Patient Waiting Time,6,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-987F314EC1D3,HOSP-001,2026-06-28,8,8,1,2,0,2,3,0,87.4673,DEPT-OPC,DEPT-OPC; DEPT-DIAG; DEPT-ICU,Staffing Level; Average Patient Waiting Time; Patient Satisfaction Score,5,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F059486D16C6,HOSP-001,2026-06-29,8,8,0,0,1,4,3,0,91.4052,DEPT-PEX,DEPT-PEX; DEPT-OPC; DEPT-SURG,Staffing Level; Average Patient Waiting Time; Bed Occupancy Rate,4,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-016B07EAB42F,HOSP-001,2026-06-30,8,8,1,2,0,1,4,0,100.0,DEPT-ICU,DEPT-ICU; DEPT-SURG; DEPT-OPC,Staff Absenteeism Rate; Bed Occupancy Rate; Average Patient Waiting Time,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4EDE6ADDF827,HOSP-001,2026-07-01,8,8,0,1,5,2,0,0,72.5105,DEPT-ICU,DEPT-ICU; DEPT-ED; DEPT-OPC,Bed Occupancy Rate; Average Patient Waiting Time; Average Patient Waiting Time,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-918F7B2C8F9F,HOSP-001,2026-07-02,8,8,0,1,0,6,1,0,77.4803,DEPT-ED,DEPT-ED; DEPT-MED; DEPT-DIAG,Patient Satisfaction Score; Staff Absenteeism Rate; Patient Satisfaction Score,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-47DC464A7B9B,HOSP-001,2026-07-03,8,8,0,0,2,4,2,0,91.429,DEPT-ADM,DEPT-ADM; DEPT-SURG; DEPT-PEX,Patient Satisfaction Score; Bed Occupancy Rate; Patient Satisfaction Score,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-3F25196D51CD,HOSP-001,2026-07-04,8,8,0,2,2,3,1,0,94.8702,DEPT-SURG,DEPT-SURG; DEPT-MED; DEPT-PEX,Staff Absenteeism Rate; Bed Occupancy Rate; Staff Absenteeism Rate,4,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-17E36BC479E8,HOSP-001,2026-07-05,8,8,0,1,1,3,3,0,97.6619,DEPT-PEX,DEPT-PEX; DEPT-MED; DEPT-SURG,Staffing Level; Staff Absenteeism Rate; Patient Satisfaction Score,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-02DDE8E7BB1A,HOSP-001,2026-07-06,8,8,0,3,4,1,0,0,69.2819,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-ED,Staffing Level; Patient Satisfaction Score; Average Patient Waiting Time,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-A65DDA4C41FB,HOSP-001,2026-07-07,8,8,1,1,1,2,3,0,90.0344,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-ED,Staffing Level; Patient Satisfaction Score; Staff Absenteeism Rate,5,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-A6EE71DF1D78,HOSP-001,2026-07-08,8,8,0,1,2,3,2,0,87.506,DEPT-OPC,DEPT-OPC; DEPT-PEX; DEPT-ICU,Staffing Level; Staff Absenteeism Rate; Bed Occupancy Rate,3,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B19EDB14ED7C,HOSP-001,2026-07-09,8,8,0,0,1,3,4,0,94.3608,DEPT-MED,DEPT-MED; DEPT-PEX; DEPT-SURG,Staff Absenteeism Rate; Staff Absenteeism Rate; Staffing Level,4,0.5833,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4E506296495A,HOSP-001,2026-07-10,8,8,0,1,1,4,2,0,85.7443,DEPT-PEX,DEPT-PEX; DEPT-DIAG; DEPT-ED,Staffing Level; Average Patient Waiting Time; Average Patient Waiting Time,0,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F1B0AE11AE39,HOSP-001,2026-07-11,8,8,0,1,1,3,3,0,97.6619,DEPT-PEX,DEPT-PEX; DEPT-ICU; DEPT-MED,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F6957365CBB3,HOSP-001,2026-07-12,8,8,0,2,1,3,2,0,80.4104,DEPT-MED,DEPT-MED; DEPT-DIAG; DEPT-ICU,Patient Satisfaction Score; Average Patient Waiting Time; Bed Occupancy Rate,3,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B8430FAE12BC,HOSP-001,2026-07-13,8,8,1,1,4,1,1,0,82.1333,DEPT-ED,DEPT-ED; DEPT-PEX; DEPT-MED,Staffing Level; Staffing Level; Patient Satisfaction Score,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F59B947C8B31,HOSP-001,2026-07-14,8,8,1,2,1,2,2,0,84.3291,DEPT-ICU,DEPT-ICU; DEPT-ED; DEPT-SURG,Bed Occupancy Rate; Staffing Level; Bed Occupancy Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F5BE2DDEC9AA,HOSP-001,2026-07-15,8,8,0,1,3,3,1,0,79.3773,DEPT-ADM,DEPT-ADM; DEPT-ED; DEPT-MED,Staff Absenteeism Rate; Patient Satisfaction Score; Bed Occupancy Rate,5,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-56B0E857D204,HOSP-001,2026-07-16,8,8,0,0,3,3,2,0,79.9419,DEPT-ICU,DEPT-ICU; DEPT-ADM; DEPT-SURG,Patient Satisfaction Score; Staff Absenteeism Rate; Bed Occupancy Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2C26E93FC9FB,HOSP-001,2026-07-17,8,8,0,1,0,5,2,0,85.7443,DEPT-PEX,DEPT-PEX; DEPT-SURG; DEPT-ICU,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,5,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-A8C2BC49D318,HOSP-001,2026-07-18,8,8,0,1,3,4,0,0,69.3844,DEPT-ICU,DEPT-ICU; DEPT-SURG; DEPT-MED,Staff Absenteeism Rate; Bed Occupancy Rate; Bed Occupancy Rate,4,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-89DF0C2350E0,HOSP-001,2026-07-19,8,8,0,0,1,5,2,0,77.4116,DEPT-SURG,DEPT-SURG; DEPT-PEX; DEPT-ADM,Bed Occupancy Rate; Staff Absenteeism Rate; Patient Satisfaction Score,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F57D6463A206,HOSP-001,2026-07-20,8,8,0,4,1,2,1,0,78.1692,DEPT-ICU,DEPT-ICU; DEPT-ED; DEPT-DIAG,Bed Occupancy Rate; Staffing Level; Staff Absenteeism Rate,4,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-01EB78595B5C,HOSP-001,2026-07-21,8,8,0,3,1,2,2,0,82.0692,DEPT-DIAG,DEPT-DIAG; DEPT-SURG; DEPT-ADM,Average Patient Waiting Time; Bed Occupancy Rate; Staffing Level,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-C7B9F05D764A,HOSP-001,2026-07-22,8,8,0,2,0,5,1,0,79.1303,DEPT-DIAG,DEPT-DIAG; DEPT-MED; DEPT-SURG,Average Patient Waiting Time; Bed Occupancy Rate; Bed Occupancy Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-0DCD98313B3F,HOSP-001,2026-07-23,8,8,1,0,2,3,2,0,84.7902,DEPT-MED,DEPT-MED; DEPT-ICU; DEPT-SURG,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-08541AA3D384,HOSP-001,2026-07-24,8,8,0,1,1,3,3,0,80.3002,DEPT-DIAG,DEPT-DIAG; DEPT-ICU; DEPT-SURG,Average Patient Waiting Time; Bed Occupancy Rate; Staff Absenteeism Rate,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2E2DE3BFEA96,HOSP-001,2026-07-25,8,8,0,1,2,3,2,0,94.4948,DEPT-DIAG,DEPT-DIAG; DEPT-ICU; DEPT-SURG,Staffing Level; Patient Satisfaction Score; Bed Occupancy Rate,4,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-EAA9F177FFA9,HOSP-001,2026-07-26,8,8,0,0,1,6,1,0,80.9871,DEPT-DIAG,DEPT-DIAG; DEPT-ICU; DEPT-ADM,Average Patient Waiting Time; Bed Occupancy Rate; Staffing Level,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-39E25FBA5F7D,HOSP-001,2026-07-27,8,8,0,1,2,4,1,0,79.4227,DEPT-MED,DEPT-MED; DEPT-DIAG; DEPT-PEX,Bed Occupancy Rate; Staff Absenteeism Rate; Staffing Level,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-1DDFD1BFC409,HOSP-001,2026-07-28,8,8,0,1,4,2,1,0,89.7568,DEPT-MED,DEPT-MED; DEPT-ICU; DEPT-DIAG,Staffing Level; Bed Occupancy Rate; Patient Satisfaction Score,3,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-6EFFBB16A1B6,HOSP-001,2026-07-29,8,8,0,0,5,1,2,0,80.6391,DEPT-DIAG,DEPT-DIAG; DEPT-ICU; DEPT-PEX,Average Patient Waiting Time; Bed Occupancy Rate; Staff Absenteeism Rate,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4F2ADBFD1E97,HOSP-001,2026-07-30,8,8,1,0,3,3,1,0,77.5882,DEPT-DIAG,DEPT-DIAG; DEPT-SURG; DEPT-ED,Average Patient Waiting Time; Bed Occupancy Rate; Average Patient Waiting Time,4,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4EB545308517,HOSP-001,2026-07-31,8,8,1,0,2,4,1,0,81.2529,DEPT-DIAG,DEPT-DIAG; DEPT-MED; DEPT-ED,Average Patient Waiting Time; Bed Occupancy Rate; Patient Satisfaction Score,5,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-53CA22B3CE4A,HOSP-001,2026-08-01,8,8,4,2,1,0,1,0,77.6314,DEPT-ICU,DEPT-ICU; DEPT-MED; DEPT-SURG,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,4,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8A0741607A34,HOSP-001,2026-08-02,8,8,3,1,1,2,1,0,75.656,DEPT-MED,DEPT-MED; DEPT-SURG; DEPT-OPC,Staff Absenteeism Rate; Staffing Level; Patient Satisfaction Score,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-60577249F396,HOSP-001,2026-08-03,8,8,1,2,5,0,0,0,51.6979,DEPT-SURG,DEPT-SURG; DEPT-MED; DEPT-ED,Patient Satisfaction Score; Staff Absenteeism Rate; Staffing Level,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-7A1E8D340822,HOSP-001,2026-08-04,8,8,3,1,3,1,0,0,56.6116,DEPT-DIAG,DEPT-DIAG; DEPT-ED; DEPT-ICU,Staffing Level; Staffing Level; Bed Occupancy Rate,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-002F94862A05,HOSP-001,2026-08-05,8,8,2,2,2,2,0,0,73.5764,DEPT-PEX,DEPT-PEX; DEPT-DIAG; DEPT-ED,Patient Satisfaction Score; Staffing Level; Patient Satisfaction Score,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4D8562D23A86,HOSP-001,2026-08-06,8,8,4,2,2,0,0,0,54.97,DEPT-PEX,DEPT-PEX; DEPT-DIAG; DEPT-MED,Patient Satisfaction Score; Staffing Level; Staff Absenteeism Rate,2,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-03CC89A264CB,HOSP-001,2026-08-07,8,8,5,2,1,0,0,0,38.6667,DEPT-MED,DEPT-MED; DEPT-ICU; DEPT-DIAG,Bed Occupancy Rate; Bed Occupancy Rate; Staffing Level,3,0.625,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-0E92A8CFEFE0,HOSP-001,2026-08-08,8,8,3,3,2,0,0,0,44.4365,DEPT-OPC,DEPT-OPC; DEPT-MED; DEPT-PEX,Patient Complaint Rate; Staffing Level; Patient Satisfaction Score,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4D7D9CB629C8,HOSP-001,2026-08-09,8,8,1,4,1,2,0,0,56.0806,DEPT-ICU,DEPT-ICU; DEPT-ADM; DEPT-SURG,Patient Satisfaction Score; Patient Satisfaction Score; Bed Occupancy Rate,1,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-67AE9A99CA7B,HOSP-001,2026-08-10,8,8,4,1,2,1,0,0,70.4626,DEPT-DIAG,DEPT-DIAG; DEPT-ICU; DEPT-MED,Staffing Level; Patient Satisfaction Score; Bed Occupancy Rate,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-745ECAAF5337,HOSP-001,2026-08-11,8,8,5,2,1,0,0,0,51.5199,DEPT-PEX,DEPT-PEX; DEPT-DIAG; DEPT-ICU,Patient Satisfaction Score; Staffing Level; Patient Satisfaction Score,1,0.6875,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8D839DB5C012,HOSP-001,2026-08-12,8,8,2,3,1,2,0,0,60.3329,DEPT-PEX,DEPT-PEX; DEPT-ADM; DEPT-SURG,Staffing Level; Patient Satisfaction Score; Bed Occupancy Rate,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-049B107E19BC,HOSP-001,2026-08-13,8,8,3,2,1,2,0,0,59.1173,DEPT-PEX,DEPT-PEX; DEPT-ICU; DEPT-DIAG,Staffing Level; Patient Satisfaction Score; Patient Satisfaction Score,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-965B391BEDF3,HOSP-001,2026-08-14,8,8,2,4,1,1,0,0,57.0556,DEPT-ADM,DEPT-ADM; DEPT-SURG; DEPT-DIAG,Staff Absenteeism Rate; Patient Satisfaction Score; Patient Complaint Rate,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-EA08241CB8BA,HOSP-001,2026-08-15,8,8,3,1,3,0,1,0,76.4382,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-PEX,Staffing Level; Patient Satisfaction Score; Staffing Level,2,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B41F1E7B3397,HOSP-001,2026-08-16,8,8,4,3,0,1,0,0,59.3766,DEPT-PEX,DEPT-PEX; DEPT-ICU; DEPT-OPC,Staffing Level; Bed Occupancy Rate; Staffing Level,1,0.625,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-6FB9A6660F1C,HOSP-001,2026-08-17,8,8,2,3,3,0,0,0,52.0919,DEPT-PEX,DEPT-PEX; DEPT-DIAG; DEPT-MED,Staffing Level; Patient Complaint Rate; Staffing Level,2,0.5833,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2BF26D7C1653,HOSP-001,2026-08-18,8,8,3,1,2,2,0,0,64.6411,DEPT-ICU,DEPT-ICU; DEPT-OPC; DEPT-ED,Staff Absenteeism Rate; Patient Satisfaction Score; Staff Absenteeism Rate,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-A0FE5635D953,HOSP-001,2026-08-19,8,8,3,4,1,0,0,0,37.0549,DEPT-DIAG,DEPT-DIAG; DEPT-SURG; DEPT-OPC,Staff Absenteeism Rate; Bed Occupancy Rate; Staffing Level,2,0.625,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-89B5DE81BA2A,HOSP-001,2026-08-20,8,8,3,2,3,0,0,0,39.7036,DEPT-ICU,DEPT-ICU; DEPT-SURG; DEPT-DIAG,Staff Absenteeism Rate; Bed Occupancy Rate; Patient Satisfaction Score,2,0.6875,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-6F88BBD397C0,HOSP-001,2026-08-21,8,8,3,2,3,0,0,0,37.8384,DEPT-ADM,DEPT-ADM; DEPT-ICU; DEPT-SURG,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,3,0.6042,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-E0E4FB64BA61,HOSP-001,2026-08-22,8,8,3,2,1,1,1,0,79.2135,DEPT-ADM,DEPT-ADM; DEPT-SURG; DEPT-ED,Staffing Level; Staffing Level; Staffing Level,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-EBFA2DD8705D,HOSP-001,2026-08-23,8,8,5,0,3,0,0,0,52.9385,DEPT-OPC,DEPT-OPC; DEPT-PEX; DEPT-ICU,Staffing Level; Patient Satisfaction Score; Bed Occupancy Rate,2,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B9E66E5BD677,HOSP-001,2026-08-24,8,8,3,1,0,4,0,0,60.5594,DEPT-SURG,DEPT-SURG; DEPT-ADM; DEPT-PEX,Staff Absenteeism Rate; Patient Satisfaction Score; Patient Satisfaction Score,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-1CF47BF77A97,HOSP-001,2026-08-25,8,8,2,5,1,0,0,0,35.4456,DEPT-MED,DEPT-MED; DEPT-DIAG; DEPT-ICU,Bed Occupancy Rate; Patient Complaint Rate; Staff Absenteeism Rate,2,0.6875,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2BC4F1570AC4,HOSP-001,2026-08-26,8,8,3,3,1,1,0,0,60.2733,DEPT-ICU,DEPT-ICU; DEPT-OPC; DEPT-DIAG,Patient Satisfaction Score; Staff Absenteeism Rate; Staff Absenteeism Rate,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-FC29A4CA50C2,HOSP-001,2026-08-27,8,8,3,3,1,1,0,0,72.2171,DEPT-SURG,DEPT-SURG; DEPT-PEX; DEPT-ICU,Staff Absenteeism Rate; Patient Satisfaction Score; Staff Absenteeism Rate,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-E9BD8DE3C484,HOSP-001,2026-08-28,8,8,5,0,2,1,0,0,55.7852,DEPT-DIAG,DEPT-DIAG; DEPT-SURG; DEPT-ICU,Patient Satisfaction Score; Staff Absenteeism Rate; Bed Occupancy Rate,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-9A4E48B743EC,HOSP-001,2026-08-29,8,8,2,4,1,1,0,0,73.7015,DEPT-PEX,DEPT-PEX; DEPT-SURG; DEPT-ICU,Staff Absenteeism Rate; Bed Occupancy Rate; Bed Occupancy Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-98B7F61CB5EB,HOSP-001,2026-08-30,8,8,0,3,3,1,1,0,81.375,DEPT-ICU,DEPT-ICU; DEPT-OPC; DEPT-DIAG,Staffing Level; Staffing Level; Patient Complaint Rate,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-5ED9F2682F00,HOSP-001,2026-08-31,8,8,0,5,1,2,0,0,60.9229,DEPT-ICU,DEPT-ICU; DEPT-SURG; DEPT-ED,Staffing Level; Staff Absenteeism Rate; Patient Complaint Rate,3,0.6458,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-953B6B18F4E1,HOSP-001,2026-09-01,8,8,2,3,2,1,0,0,65.3916,DEPT-DIAG,DEPT-DIAG; DEPT-SURG; DEPT-ICU,Staffing Level; Staff Absenteeism Rate; Bed Occupancy Rate,2,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F5CDFD9B18BA,HOSP-001,2026-09-02,8,8,1,2,3,2,0,0,64.2538,DEPT-OPC,DEPT-OPC; DEPT-DIAG; DEPT-ED,Staffing Level; Patient Satisfaction Score; Patient Satisfaction Score,2,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-95F0909D7575,HOSP-001,2026-09-03,8,8,2,2,2,2,0,0,74.3871,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-MED,Staffing Level; Staffing Level; Patient Satisfaction Score,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
