interpretation_id,approval_package_id,scenario_template_id,episode_id,scenario_family,comparator_summary,primary_kpi_effect,supporting_kpi_effects,adverse_effects,displacement_risk,assumption_drivers,management_validation_required,sensitivity_classification,diminishing_return_classification,trade_off_band,management_readiness,interpretation_text
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108,SCEN-STAFF-001,EP-HOSP-001-DEPT-ADM-kpi_001-20260108,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 20.0 (required: 18.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,SCEN-ABS-001,EP-HOSP-001-DEPT-MED-kpi_002-20260701,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 14.80% to 11.84%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 2.96%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,SCEN-ABS-001,EP-HOSP-001-DEPT-MED-kpi_002-20260709,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 25.00% to 20.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 5.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,SCEN-ABS-001,EP-HOSP-001-DEPT-MED-kpi_002-20260802,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000004%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 19.66% to 15.73%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.93%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000004%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,SCEN-ABS-001,EP-HOSP-001-DEPT-MED-kpi_002-20261111,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 15.38% to 12.31%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.08%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (30.0%); Higher Intensity: Increase (30.0%),Staffing coverage adjusted from 70.00% to 100.00%. Adjusted available staff: 12.0 (required: 10.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (30.0%); Higher Intensity: Increase (30.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 15.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Staffing Coverage Adjustment,Baseline: Decrease (-0.9920634920634939%); Conservative: Increase (18.055555555555557%); Expected: Increase (18.055555555555557%); Higher Intensity: Increase (18.055555555555557%),Staffing coverage adjusted from 81.94% to 100.00%. Adjusted available staff: 13.5 (required: 10.5).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.9920634920634939%); Conservative: Increase (18.055555555555557%); Expected: Increase (18.055555555555557%); Higher Intensity: Increase (18.055555555555557%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Staffing Coverage Adjustment,Baseline: Increase (0.030525030525026864%); Conservative: Increase (14.845339845339836%); Expected: Increase (22.25274725274724%); Higher Intensity: Increase (22.25274725274724%),Staffing coverage adjusted from 77.75% to 100.00%. Adjusted available staff: 15.5 (required: 13.5).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.030525030525026864%); Conservative: Increase (14.845339845339836%); Expected: Increase (22.25274725274724%); Higher Intensity: Increase (22.25274725274724%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 10.0 (required: 6.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (14.285714285714278%); Expected: Increase (28.57142857142857%); Higher Intensity: Increase (28.57142857142857%),Staffing coverage adjusted from 71.43% to 100.00%. Adjusted available staff: 15.0 (required: 14.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (14.285714285714278%); Expected: Increase (28.57142857142857%); Higher Intensity: Increase (28.57142857142857%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Staffing Coverage Adjustment,Baseline: Decrease (-0.4620955564351732%); Conservative: Increase (16.51903651903652%); Expected: Increase (16.51903651903652%); Higher Intensity: Increase (16.51903651903652%),Staffing coverage adjusted from 83.48% to 100.00%. Adjusted available staff: 14.8 (required: 11.8).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.4620955564351732%); Conservative: Increase (16.51903651903652%); Expected: Increase (16.51903651903652%); Higher Intensity: Increase (16.51903651903652%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%),Staffing coverage adjusted from 81.82% to 100.00%. Adjusted available staff: 14.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%),Staffing coverage adjusted from 75.00% to 100.00%. Adjusted available staff: 14.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Staffing Coverage Adjustment,Baseline: Increase (2.067801479566185%); Conservative: Increase (18.034188034188034%); Expected: Increase (18.034188034188034%); Higher Intensity: Increase (18.034188034188034%),Staffing coverage adjusted from 81.97% to 100.00%. Adjusted available staff: 14.1 (required: 10.8).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428 (SCEN-STAFF-001): Comparators show Baseline: Increase (2.067801479566185%); Conservative: Increase (18.034188034188034%); Expected: Increase (18.034188034188034%); Higher Intensity: Increase (18.034188034188034%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (27.272727272727266%); Higher Intensity: Increase (27.272727272727266%),Staffing coverage adjusted from 72.73% to 100.00%. Adjusted available staff: 13.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (27.272727272727266%); Higher Intensity: Increase (27.272727272727266%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (14.285714285714292%); Expected: Increase (21.42857142857143%); Higher Intensity: Increase (21.42857142857143%),Staffing coverage adjusted from 78.57% to 100.00%. Adjusted available staff: 16.0 (required: 14.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (14.285714285714292%); Expected: Increase (21.42857142857143%); Higher Intensity: Increase (21.42857142857143%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Staffing Coverage Adjustment,Baseline: Increase (0.9330484330484126%); Conservative: Increase (20.933048433048413%); Expected: Increase (27.599715099715084%); Higher Intensity: Increase (27.599715099715084%),Staffing coverage adjusted from 72.40% to 100.00%. Adjusted available staff: 12.3 (required: 10.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.9330484330484126%); Conservative: Increase (20.933048433048413%); Expected: Increase (27.599715099715084%); Higher Intensity: Increase (27.599715099715084%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Staffing Coverage Adjustment,Baseline: Decrease (-0.10837533393925014%); Conservative: Increase (18.312677297639695%); Expected: Increase (19.628466771323914%); Higher Intensity: Increase (19.628466771323914%),Staffing coverage adjusted from 80.37% to 100.00%. Adjusted available staff: 13.7 (required: 10.9).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.10837533393925014%); Conservative: Increase (18.312677297639695%); Expected: Increase (19.628466771323914%); Higher Intensity: Increase (19.628466771323914%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Staffing Coverage Adjustment,Baseline: Increase (0.02003642987250487%); Conservative: Increase (16.41347905282332%); Expected: Increase (27.888888888888886%); Higher Intensity: Increase (27.888888888888886%),Staffing coverage adjusted from 72.11% to 100.00%. Adjusted available staff: 13.8 (required: 12.2).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.02003642987250487%); Conservative: Increase (16.41347905282332%); Expected: Increase (27.888888888888886%); Higher Intensity: Increase (27.888888888888886%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%),Staffing coverage adjusted from 75.00% to 100.00%. Adjusted available staff: 14.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%),Staffing coverage adjusted from 81.82% to 100.00%. Adjusted available staff: 14.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Staffing Coverage Adjustment,Baseline: Decrease (-0.6150301311591733%); Conservative: Increase (13.901098901098905%); Expected: Increase (13.901098901098905%); Higher Intensity: Increase (13.901098901098905%),Staffing coverage adjusted from 86.10% to 100.00%. Adjusted available staff: 15.6 (required: 12.4).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.6150301311591733%); Conservative: Increase (13.901098901098905%); Expected: Increase (13.901098901098905%); Higher Intensity: Increase (13.901098901098905%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615387%); Expected: Increase (30.769230769230774%); Higher Intensity: Increase (30.769230769230774%),Staffing coverage adjusted from 69.23% to 100.00%. Adjusted available staff: 14.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615387%); Expected: Increase (30.769230769230774%); Higher Intensity: Increase (30.769230769230774%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Staffing Coverage Adjustment,Baseline: Increase (0.23648648648648418%); Conservative: Increase (13.75%); Expected: Increase (13.75%); Higher Intensity: Increase (13.75%),Staffing coverage adjusted from 86.25% to 100.00%. Adjusted available staff: 13.0 (required: 9.2).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.23648648648648418%); Conservative: Increase (13.75%); Expected: Increase (13.75%); Higher Intensity: Increase (13.75%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%),Staffing coverage adjusted from 76.92% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,SCEN-STAFF-001,EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Staffing Coverage Adjustment,Baseline: Decrease (-0.19425019425018775%); Conservative: Increase (17.987567987567985%); Expected: Increase (17.987567987567985%); Higher Intensity: Increase (17.987567987567985%),Staffing coverage adjusted from 82.01% to 100.00%. Adjusted available staff: 14.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.19425019425018775%); Conservative: Increase (17.987567987567985%); Expected: Increase (17.987567987567985%); Higher Intensity: Increase (17.987567987567985%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
