cf_record_id,relationship_id,hospital_id,department_id,source_kpi_id,source_kpi_name,target_kpi_id,target_kpi_name,association_component,cooccurrence_component,temporal_component,trend_component,department_stability_component,time_stability_component,plausibility_component,evidence_quality_component,contradiction_penalty,governance_adjustment,contributing_factor_score_raw,contributing_factor_score_normalized,contributing_factor_classification,contradiction_flag,contradiction_severity,contradiction_summary,contains_provisional_kpi,provisional_relationship_flag,provisional_kpi_list,provisional_contribution_materiality,confidence_level,engine_run_id,processed_at
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,ALL,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,68.99,10.42,0.0,37.45,100.0,50,75.0,100.0,15,1.0,36.61,36.61,Supported Association,True,Material,Opposite direction correlation; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,ALL,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,8.43,3.32,0.0,37.16,33.33,50,50.0,100.0,15,0.92,14.23,13.09,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,ALL,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,15.78,4.28,0.0,37.07,100.0,50,75.0,100.0,5,1.0,35.01,35.01,Supported Association,True,Minor,Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,ALL,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,4.25,2.88,0.0,33.23,33.33,50,75.0,100.0,15,0.92,15.44,14.2,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,ALL,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,4.69,5.6,0.0,35.44,0.0,50,75.0,100.0,15,1.0,12.82,12.82,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,ALL,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,10.34,3.48,0.0,37.1,66.67,50,50.0,100.0,5,0.92,27.97,25.73,Weak Association,True,Minor,Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,ALL,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,20.9,5.02,0.0,36.95,100.0,50,75.0,100.0,5,1.0,36.13,36.13,Supported Association,True,Minor,Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,ALL,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,2.68,3.12,0.0,33.67,33.33,50,50.0,100.0,15,0.92,12.7,11.69,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,ALL,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,5.47,6.44,0.0,35.41,25.0,50,50.0,100.0,15,1.0,13.1,13.1,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,ALL,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,0.0,2.56,0.0,38.61,50.0,50,75.0,0.0,5,0.92,16.75,15.41,No Supported Relationship,True,Minor,Trends frequently move in opposite directions; Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,ALL,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,0.0,1.22,0.0,33.6,50.0,50,75.0,0.0,5,0.92,16.04,14.76,No Supported Relationship,True,Minor,Trends frequently move in opposite directions; Very limited observation count,True,True,kpi_003; kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,ALL,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,8.6,2.42,0.0,35.99,33.33,50,50.0,100.0,15,0.92,14.02,12.89,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,ALL,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,17.09,1.7,0.0,33.71,100.0,50,75.0,100.0,5,0.92,34.54,31.78,Weak Association,True,Minor,Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,ALL,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,24.08,3.76,0.0,36.51,100.0,50,75.0,100.0,5,1.0,36.53,36.53,Supported Association,True,Minor,Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-ALL-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,ALL,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,3.5,2.18,0.0,33.19,0.0,50,75.0,100.0,15,0.92,11.85,10.9,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
