primary_impact_id,scenario_run_id,approval_package_id,episode_id,primary_kpi_id,baseline_primary_kpi_value,scenario_primary_kpi_value,absolute_change,percentage_change,direction_of_change,comparator_type,scenario_family,final_scenario_confidence,impact_classification,effect_direction,evidence_language
PI-SR-BL-01366CC1CEC217CC-COMP-BASE-001,SR-BL-01366CC1CEC217CC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,kpi_001,86.30952380952381,86.66666666666667,0.0,0.3571428571428612,Increase,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-01366CC1CEC217CC-COMP-CONS-001,SR-BL-01366CC1CEC217CC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,kpi_001,86.30952380952381,97.33333333333334,2.0,11.023809523809533,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-01366CC1CEC217CC-COMP-EXP-001,SR-BL-01366CC1CEC217CC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,kpi_001,86.30952380952381,100.0,5.0,13.69047619047619,Increase,Expected,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-01366CC1CEC217CC-COMP-HIGH-001,SR-BL-01366CC1CEC217CC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,kpi_001,86.30952380952381,100.0,9.0,13.69047619047619,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-52FD9B5BD83EAA8D-COMP-BASE-001,SR-BL-52FD9B5BD83EAA8D-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-52FD9B5BD83EAA8D-COMP-CONS-001,SR-BL-52FD9B5BD83EAA8D-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,kpi_001,77.77777777777779,88.88888888888889,2.0,11.1111111111111,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-52FD9B5BD83EAA8D-COMP-EXP-001,SR-BL-52FD9B5BD83EAA8D-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,kpi_001,77.77777777777779,100.0,5.0,22.222222222222214,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-52FD9B5BD83EAA8D-COMP-HIGH-001,SR-BL-52FD9B5BD83EAA8D-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,kpi_001,77.77777777777779,100.0,9.0,22.222222222222214,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-D57F80DD20D95EFE-COMP-BASE-002,SR-BL-D57F80DD20D95EFE-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,kpi_002,23.809523809523807,23.809523809523807,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-D57F80DD20D95EFE-COMP-CONS-002,SR-BL-D57F80DD20D95EFE-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,kpi_002,23.809523809523807,21.428571428571427,-2.3809523809523796,-9.999999999999995,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-D57F80DD20D95EFE-COMP-EXP-002,SR-BL-D57F80DD20D95EFE-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,kpi_002,23.809523809523807,19.047619047619047,-4.761904761904759,-19.99999999999999,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-D57F80DD20D95EFE-COMP-HIGH-002,SR-BL-D57F80DD20D95EFE-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,kpi_002,23.809523809523807,15.476190476190474,-8.333333333333332,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-52281CFFFCC24D02-COMP-BASE-002,SR-BL-52281CFFFCC24D02-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-52281CFFFCC24D02-COMP-CONS-002,SR-BL-52281CFFFCC24D02-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-52281CFFFCC24D02-COMP-EXP-002,SR-BL-52281CFFFCC24D02-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-52281CFFFCC24D02-COMP-HIGH-002,SR-BL-52281CFFFCC24D02-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-38423A73DD807845-COMP-BASE-002,SR-BL-38423A73DD807845-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-38423A73DD807845-COMP-CONS-002,SR-BL-38423A73DD807845-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-38423A73DD807845-COMP-EXP-002,SR-BL-38423A73DD807845-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-38423A73DD807845-COMP-HIGH-002,SR-BL-38423A73DD807845-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-00E8F7240048C2FF-COMP-BASE-002,SR-BL-00E8F7240048C2FF-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,kpi_002,22.22222222222222,22.22222222222222,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-00E8F7240048C2FF-COMP-CONS-002,SR-BL-00E8F7240048C2FF-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,kpi_002,22.22222222222222,20.0,-2.2222222222222214,-9.999999999999996,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-00E8F7240048C2FF-COMP-EXP-002,SR-BL-00E8F7240048C2FF-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,kpi_002,22.22222222222222,17.77777777777778,-4.444444444444443,-19.999999999999993,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-00E8F7240048C2FF-COMP-HIGH-002,SR-BL-00E8F7240048C2FF-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,kpi_002,22.22222222222222,14.444444444444445,-7.777777777777777,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-C4AEEC540CB8E385-COMP-BASE-002,SR-BL-C4AEEC540CB8E385-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,kpi_002,20.869565217391305,20.869565217391305,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-C4AEEC540CB8E385-COMP-CONS-002,SR-BL-C4AEEC540CB8E385-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,kpi_002,20.869565217391305,18.782608695652176,-2.086956521739129,-9.999999999999993,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-C4AEEC540CB8E385-COMP-EXP-002,SR-BL-C4AEEC540CB8E385-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,kpi_002,20.869565217391305,16.695652173913043,-4.173913043478262,-20.000000000000004,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,kpi_002,20.869565217391305,13.565217391304348,-7.304347826086957,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-1BF29AF1D39F69C4-COMP-BASE-002,SR-BL-1BF29AF1D39F69C4-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,kpi_002,15.789473684210526,15.789473684210526,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,kpi_002,15.789473684210526,14.210526315789473,-1.578947368421053,-10.000000000000004,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,kpi_002,15.789473684210526,12.631578947368421,-3.1578947368421044,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,kpi_002,15.789473684210526,10.263157894736842,-5.526315789473683,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-4B7B4E3F76390408-COMP-BASE-002,SR-BL-4B7B4E3F76390408-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,kpi_002,20.833333333333336,20.833333333333336,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-4B7B4E3F76390408-COMP-CONS-002,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,kpi_002,20.833333333333336,18.750000000000004,-2.083333333333332,-9.999999999999993,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-4B7B4E3F76390408-COMP-EXP-002,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,kpi_002,20.833333333333336,16.666666666666668,-4.166666666666668,-20.000000000000004,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-4B7B4E3F76390408-COMP-HIGH-002,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,kpi_002,20.833333333333336,13.541666666666668,-7.291666666666668,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-6D36E4CD902A03C3-COMP-BASE-002,SR-BL-6D36E4CD902A03C3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-6D36E4CD902A03C3-COMP-CONS-002,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-6D36E4CD902A03C3-COMP-EXP-002,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-231E7FD07C8E239E-COMP-BASE-002,SR-BL-231E7FD07C8E239E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,kpi_002,22.22222222222222,22.22222222222222,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-231E7FD07C8E239E-COMP-CONS-002,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,kpi_002,22.22222222222222,20.0,-2.2222222222222214,-9.999999999999996,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-231E7FD07C8E239E-COMP-EXP-002,SR-BL-231E7FD07C8E239E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,kpi_002,22.22222222222222,17.77777777777778,-4.444444444444443,-19.999999999999993,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-231E7FD07C8E239E-COMP-HIGH-002,SR-BL-231E7FD07C8E239E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,kpi_002,22.22222222222222,14.444444444444445,-7.777777777777777,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-38833579398C04FA-COMP-BASE-002,SR-BL-38833579398C04FA-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,kpi_002,25.0,25.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-38833579398C04FA-COMP-CONS-002,SR-BL-38833579398C04FA-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,kpi_002,25.0,22.5,-2.5,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-38833579398C04FA-COMP-EXP-002,SR-BL-38833579398C04FA-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,kpi_002,25.0,20.0,-5.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-38833579398C04FA-COMP-HIGH-002,SR-BL-38833579398C04FA-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,kpi_002,25.0,16.25,-8.75,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-41656BD47109AE63-COMP-BASE-002,SR-BL-41656BD47109AE63-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,kpi_002,25.0,25.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-41656BD47109AE63-COMP-CONS-002,SR-BL-41656BD47109AE63-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,kpi_002,25.0,22.5,-2.5,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-41656BD47109AE63-COMP-EXP-002,SR-BL-41656BD47109AE63-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,kpi_002,25.0,20.0,-5.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-41656BD47109AE63-COMP-HIGH-002,SR-BL-41656BD47109AE63-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,kpi_002,25.0,16.25,-8.75,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002,SR-BL-8A4D8FC38A2271AD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,kpi_002,14.797619047619047,14.797619047619047,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-8A4D8FC38A2271AD-COMP-CONS-002,SR-BL-8A4D8FC38A2271AD-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,kpi_002,14.797619047619047,13.317857142857143,-1.4797619047619044,-9.999999999999998,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-8A4D8FC38A2271AD-COMP-EXP-002,SR-BL-8A4D8FC38A2271AD-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,kpi_002,14.797619047619047,11.838095238095239,-2.959523809523809,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-8A4D8FC38A2271AD-COMP-HIGH-002,SR-BL-8A4D8FC38A2271AD-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,kpi_002,14.797619047619047,9.61845238095238,-5.179166666666667,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-0B956423BE705304-COMP-BASE-002,SR-BL-0B956423BE705304-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EP-HOSP-001-DEPT-MED-kpi_002-20260709,kpi_002,25.0,25.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-0B956423BE705304-COMP-CONS-002,SR-BL-0B956423BE705304-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EP-HOSP-001-DEPT-MED-kpi_002-20260709,kpi_002,25.0,22.5,-2.5,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-0B956423BE705304-COMP-EXP-002,SR-BL-0B956423BE705304-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EP-HOSP-001-DEPT-MED-kpi_002-20260709,kpi_002,25.0,20.0,-5.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-0B956423BE705304-COMP-HIGH-002,SR-BL-0B956423BE705304-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EP-HOSP-001-DEPT-MED-kpi_002-20260709,kpi_002,25.0,16.25,-8.75,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-46A2F0023A1595AC-COMP-BASE-002,SR-BL-46A2F0023A1595AC-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EP-HOSP-001-DEPT-MED-kpi_002-20260802,kpi_002,19.659442724458202,19.659442724458202,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-46A2F0023A1595AC-COMP-CONS-002,SR-BL-46A2F0023A1595AC-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EP-HOSP-001-DEPT-MED-kpi_002-20260802,kpi_002,19.659442724458202,17.69349845201238,-1.965944272445821,-10.000000000000004,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-46A2F0023A1595AC-COMP-EXP-002,SR-BL-46A2F0023A1595AC-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EP-HOSP-001-DEPT-MED-kpi_002-20260802,kpi_002,19.659442724458202,15.727554179566562,-3.93188854489164,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-46A2F0023A1595AC-COMP-HIGH-002,SR-BL-46A2F0023A1595AC-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EP-HOSP-001-DEPT-MED-kpi_002-20260802,kpi_002,19.659442724458202,12.778637770897832,-6.88080495356037,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-67782FB8BA6FCCAD-COMP-BASE-002,SR-BL-67782FB8BA6FCCAD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EP-HOSP-001-DEPT-MED-kpi_002-20261111,kpi_002,15.384615384615383,15.384615384615383,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-67782FB8BA6FCCAD-COMP-CONS-002,SR-BL-67782FB8BA6FCCAD-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EP-HOSP-001-DEPT-MED-kpi_002-20261111,kpi_002,15.384615384615383,13.846153846153845,-1.5384615384615383,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-67782FB8BA6FCCAD-COMP-EXP-002,SR-BL-67782FB8BA6FCCAD-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EP-HOSP-001-DEPT-MED-kpi_002-20261111,kpi_002,15.384615384615383,12.307692307692307,-3.0769230769230766,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-67782FB8BA6FCCAD-COMP-HIGH-002,SR-BL-67782FB8BA6FCCAD-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EP-HOSP-001-DEPT-MED-kpi_002-20261111,kpi_002,15.384615384615383,10.0,-5.384615384615383,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-CCE9DACA8394BB1B-COMP-BASE-001,SR-BL-CCE9DACA8394BB1B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,EP-HOSP-001-DEPT-OPC-kpi_001-20260107,kpi_001,70.0,70.0,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-CCE9DACA8394BB1B-COMP-CONS-001,SR-BL-CCE9DACA8394BB1B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,EP-HOSP-001-DEPT-OPC-kpi_001-20260107,kpi_001,70.0,90.0,2.0,20.0,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
