watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,trend_direction,operational_trend_interpretation,trend_confidence,sustained_movement_flag,statistical_signal_flag,source_trend_record_id,engine_run_id,processed_at
WCH-2ABD0189AD164EA4,IKPI-kpi_001-HOSP-001-DEPT-MED-20260408,HOSP-001,DEPT-MED,2026-04-08,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260408-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-34932B2ECA3941DA,IKPI-kpi_001-HOSP-001-DEPT-MED-20260409,HOSP-001,DEPT-MED,2026-04-09,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260409-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5653808543724A2F,IKPI-kpi_001-HOSP-001-DEPT-MED-20260410,HOSP-001,DEPT-MED,2026-04-10,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260410-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3C0E4325A159446D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260411,HOSP-001,DEPT-MED,2026-04-11,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260411-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-99EDC1C696B746A8,IKPI-kpi_001-HOSP-001-DEPT-MED-20260412,HOSP-001,DEPT-MED,2026-04-12,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260412-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-292599F932E34F35,IKPI-kpi_001-HOSP-001-DEPT-MED-20260413,HOSP-001,DEPT-MED,2026-04-13,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260413-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-279FCA3EB1364985,IKPI-kpi_001-HOSP-001-DEPT-MED-20260414,HOSP-001,DEPT-MED,2026-04-14,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260414-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-15C05AF773484BCF,IKPI-kpi_001-HOSP-001-DEPT-MED-20260415,HOSP-001,DEPT-MED,2026-04-15,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260415-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C609B696B6FE4EAE,IKPI-kpi_001-HOSP-001-DEPT-MED-20260416,HOSP-001,DEPT-MED,2026-04-16,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260416-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FDDB7A9CCA4B4D16,IKPI-kpi_001-HOSP-001-DEPT-MED-20260417,HOSP-001,DEPT-MED,2026-04-17,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260417-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8D973D161D074D55,IKPI-kpi_001-HOSP-001-DEPT-MED-20260418,HOSP-001,DEPT-MED,2026-04-18,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260418-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D9F70D59E7E041FB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260419,HOSP-001,DEPT-MED,2026-04-19,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260419-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F7166B17558B4CDA,IKPI-kpi_001-HOSP-001-DEPT-MED-20260420,HOSP-001,DEPT-MED,2026-04-20,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260420-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CEF53A08925F43B6,IKPI-kpi_001-HOSP-001-DEPT-MED-20260421,HOSP-001,DEPT-MED,2026-04-21,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260421-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A65308197A2B4E44,IKPI-kpi_001-HOSP-001-DEPT-MED-20260422,HOSP-001,DEPT-MED,2026-04-22,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260422-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C321427DA1824D8E,IKPI-kpi_001-HOSP-001-DEPT-MED-20260423,HOSP-001,DEPT-MED,2026-04-23,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260423-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F8DB9C58172F437F,IKPI-kpi_001-HOSP-001-DEPT-MED-20260424,HOSP-001,DEPT-MED,2026-04-24,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260424-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F9040002495449AB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260425,HOSP-001,DEPT-MED,2026-04-25,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260425-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-15E288D530604B77,IKPI-kpi_001-HOSP-001-DEPT-MED-20260426,HOSP-001,DEPT-MED,2026-04-26,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260426-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D6A1664E4F384A01,IKPI-kpi_001-HOSP-001-DEPT-MED-20260427,HOSP-001,DEPT-MED,2026-04-27,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260427-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0AB1082E1E574C0B,IKPI-kpi_001-HOSP-001-DEPT-MED-20260428,HOSP-001,DEPT-MED,2026-04-28,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260428-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-03686B9C6D5C4C2A,IKPI-kpi_001-HOSP-001-DEPT-MED-20260429,HOSP-001,DEPT-MED,2026-04-29,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260429-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CBDC6C6EAE8B45D4,IKPI-kpi_001-HOSP-001-DEPT-MED-20260430,HOSP-001,DEPT-MED,2026-04-30,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260430-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-55C991810C6546E1,IKPI-kpi_001-HOSP-001-DEPT-MED-20260501,HOSP-001,DEPT-MED,2026-05-01,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260501-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-40B2CF524856438E,IKPI-kpi_001-HOSP-001-DEPT-MED-20260502,HOSP-001,DEPT-MED,2026-05-02,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260502-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A555357052CF48FC,IKPI-kpi_001-HOSP-001-DEPT-MED-20260503,HOSP-001,DEPT-MED,2026-05-03,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260503-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6E12E2EB50C14790,IKPI-kpi_001-HOSP-001-DEPT-MED-20260504,HOSP-001,DEPT-MED,2026-05-04,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260504-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-14D0BC8DBDDD4DF4,IKPI-kpi_001-HOSP-001-DEPT-MED-20260505,HOSP-001,DEPT-MED,2026-05-05,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260505-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-20BEDB82361347BB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260506,HOSP-001,DEPT-MED,2026-05-06,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260506-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-086DAB7B8CED4D66,IKPI-kpi_001-HOSP-001-DEPT-MED-20260507,HOSP-001,DEPT-MED,2026-05-07,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260507-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6997B52B802A4FA0,IKPI-kpi_001-HOSP-001-DEPT-MED-20260508,HOSP-001,DEPT-MED,2026-05-08,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260508-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8842E044674D47BF,IKPI-kpi_001-HOSP-001-DEPT-MED-20260509,HOSP-001,DEPT-MED,2026-05-09,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260509-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8C00767A85CC47B3,IKPI-kpi_001-HOSP-001-DEPT-MED-20260510,HOSP-001,DEPT-MED,2026-05-10,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260510-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-92D264E0CEFD4145,IKPI-kpi_001-HOSP-001-DEPT-MED-20260511,HOSP-001,DEPT-MED,2026-05-11,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260511-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EB32CC1CCF0F4B45,IKPI-kpi_001-HOSP-001-DEPT-MED-20260512,HOSP-001,DEPT-MED,2026-05-12,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260512-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F2AD1B19540A4B16,IKPI-kpi_001-HOSP-001-DEPT-MED-20260513,HOSP-001,DEPT-MED,2026-05-13,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260513-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9743F88FF7E445BD,IKPI-kpi_001-HOSP-001-DEPT-MED-20260514,HOSP-001,DEPT-MED,2026-05-14,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260514-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CDD62C0696C74A7C,IKPI-kpi_001-HOSP-001-DEPT-MED-20260515,HOSP-001,DEPT-MED,2026-05-15,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260515-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B79FA379944D4C39,IKPI-kpi_001-HOSP-001-DEPT-MED-20260516,HOSP-001,DEPT-MED,2026-05-16,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260516-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-81F16F0577F24AB0,IKPI-kpi_001-HOSP-001-DEPT-MED-20260517,HOSP-001,DEPT-MED,2026-05-17,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260517-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C468C017C07B412D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260518,HOSP-001,DEPT-MED,2026-05-18,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260518-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EC22C2C8F6C34675,IKPI-kpi_001-HOSP-001-DEPT-MED-20260519,HOSP-001,DEPT-MED,2026-05-19,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260519-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-92E24D1131CE46B7,IKPI-kpi_001-HOSP-001-DEPT-MED-20260520,HOSP-001,DEPT-MED,2026-05-20,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260520-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-27EE704C748C497F,IKPI-kpi_001-HOSP-001-DEPT-MED-20260521,HOSP-001,DEPT-MED,2026-05-21,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260521-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C5BC098909A84A1B,IKPI-kpi_001-HOSP-001-DEPT-MED-20260522,HOSP-001,DEPT-MED,2026-05-22,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260522-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9958384D035B47D9,IKPI-kpi_001-HOSP-001-DEPT-MED-20260523,HOSP-001,DEPT-MED,2026-05-23,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260523-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6B6ADFC121AA4D12,IKPI-kpi_001-HOSP-001-DEPT-MED-20260524,HOSP-001,DEPT-MED,2026-05-24,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260524-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6B01E6E4F3484A8C,IKPI-kpi_001-HOSP-001-DEPT-MED-20260525,HOSP-001,DEPT-MED,2026-05-25,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260525-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AEA3261688F746EC,IKPI-kpi_001-HOSP-001-DEPT-MED-20260526,HOSP-001,DEPT-MED,2026-05-26,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260526-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B3782B8318834E4F,IKPI-kpi_001-HOSP-001-DEPT-MED-20260527,HOSP-001,DEPT-MED,2026-05-27,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260527-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-130B4A5978D34527,IKPI-kpi_001-HOSP-001-DEPT-MED-20260528,HOSP-001,DEPT-MED,2026-05-28,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260528-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D627388EE7E74371,IKPI-kpi_001-HOSP-001-DEPT-MED-20260529,HOSP-001,DEPT-MED,2026-05-29,kpi_001,Sustained Increase,Improving,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260529-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-19F0B23F691C464D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260530,HOSP-001,DEPT-MED,2026-05-30,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260530-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-99AC410154A8420B,IKPI-kpi_001-HOSP-001-DEPT-MED-20260531,HOSP-001,DEPT-MED,2026-05-31,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260531-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A71CF12E204F417F,IKPI-kpi_001-HOSP-001-DEPT-MED-20260601,HOSP-001,DEPT-MED,2026-06-01,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260601-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C1151D90FAA64F03,IKPI-kpi_001-HOSP-001-DEPT-MED-20260602,HOSP-001,DEPT-MED,2026-06-02,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260602-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EFE1604187C24B99,IKPI-kpi_001-HOSP-001-DEPT-MED-20260603,HOSP-001,DEPT-MED,2026-06-03,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260603-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-84D8D62DE82A4077,IKPI-kpi_001-HOSP-001-DEPT-MED-20260604,HOSP-001,DEPT-MED,2026-06-04,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260604-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D2F3710117794A46,IKPI-kpi_001-HOSP-001-DEPT-MED-20260605,HOSP-001,DEPT-MED,2026-06-05,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260605-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4FEDE7E933664BEF,IKPI-kpi_001-HOSP-001-DEPT-MED-20260606,HOSP-001,DEPT-MED,2026-06-06,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260606-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F4CACCB9AF3340FD,IKPI-kpi_001-HOSP-001-DEPT-MED-20260607,HOSP-001,DEPT-MED,2026-06-07,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260607-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3F4A32063F42435C,IKPI-kpi_001-HOSP-001-DEPT-MED-20260608,HOSP-001,DEPT-MED,2026-06-08,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260608-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2BECC75CC0964223,IKPI-kpi_001-HOSP-001-DEPT-MED-20260609,HOSP-001,DEPT-MED,2026-06-09,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260609-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FD066D906DD04F57,IKPI-kpi_001-HOSP-001-DEPT-MED-20260610,HOSP-001,DEPT-MED,2026-06-10,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260610-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4CA8FF89EFEA46A3,IKPI-kpi_001-HOSP-001-DEPT-MED-20260611,HOSP-001,DEPT-MED,2026-06-11,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260611-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FFB68BAE8B414C48,IKPI-kpi_001-HOSP-001-DEPT-MED-20260612,HOSP-001,DEPT-MED,2026-06-12,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260612-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8D16BC7B9440471A,IKPI-kpi_001-HOSP-001-DEPT-MED-20260613,HOSP-001,DEPT-MED,2026-06-13,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260613-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8CFE7741613A4767,IKPI-kpi_001-HOSP-001-DEPT-MED-20260614,HOSP-001,DEPT-MED,2026-06-14,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260614-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-66619274D7DA4DCB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260615,HOSP-001,DEPT-MED,2026-06-15,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260615-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AA9EDEDC314F47C6,IKPI-kpi_001-HOSP-001-DEPT-MED-20260616,HOSP-001,DEPT-MED,2026-06-16,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260616-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A966889E5AE24E87,IKPI-kpi_001-HOSP-001-DEPT-MED-20260617,HOSP-001,DEPT-MED,2026-06-17,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260617-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BFA7E748CCE64DA8,IKPI-kpi_001-HOSP-001-DEPT-MED-20260618,HOSP-001,DEPT-MED,2026-06-18,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260618-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B95804475B124C8C,IKPI-kpi_001-HOSP-001-DEPT-MED-20260619,HOSP-001,DEPT-MED,2026-06-19,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260619-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EE7796CD235647E5,IKPI-kpi_001-HOSP-001-DEPT-MED-20260620,HOSP-001,DEPT-MED,2026-06-20,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260620-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-54241D7B805F4589,IKPI-kpi_001-HOSP-001-DEPT-MED-20260621,HOSP-001,DEPT-MED,2026-06-21,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260621-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8AD7F2DE3D7E4685,IKPI-kpi_001-HOSP-001-DEPT-MED-20260622,HOSP-001,DEPT-MED,2026-06-22,kpi_001,Sustained Increase,Improving,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260622-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-29B657E3D69D41B8,IKPI-kpi_001-HOSP-001-DEPT-MED-20260623,HOSP-001,DEPT-MED,2026-06-23,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260623-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1D3952998FBD49B5,IKPI-kpi_001-HOSP-001-DEPT-MED-20260624,HOSP-001,DEPT-MED,2026-06-24,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260624-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8B1290B52FFD4AFF,IKPI-kpi_001-HOSP-001-DEPT-MED-20260625,HOSP-001,DEPT-MED,2026-06-25,kpi_001,Sustained Decrease,Deteriorating,Medium,False,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260625-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6844DC51D4F04D6E,IKPI-kpi_001-HOSP-001-DEPT-MED-20260626,HOSP-001,DEPT-MED,2026-06-26,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260626-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-54620F90B28E46BC,IKPI-kpi_001-HOSP-001-DEPT-MED-20260627,HOSP-001,DEPT-MED,2026-06-27,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260627-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-694C85E598284D34,IKPI-kpi_001-HOSP-001-DEPT-MED-20260628,HOSP-001,DEPT-MED,2026-06-28,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260628-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-212031A356A84A22,IKPI-kpi_001-HOSP-001-DEPT-MED-20260629,HOSP-001,DEPT-MED,2026-06-29,kpi_001,Sustained Decrease,Deteriorating,Medium,True,True,TSIG-kpi_001-HOSP-001-DEPT-MED-20260629-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
