summary_id,hospital_id,department_id,reporting_date,department_risk_score,priority_tier,urgency_level,dominant_kpi_id,strongest_associated_kpi_id,strongest_cf_hypothesis,contributing_factor_score,supporting_relationship_count,contradictory_relationship_count,relationship_confidence,provisional_relationship_flag,evidence_pack_id,human_validation_required,engine_run_id,processed_at
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260705,HOSP-001,DEPT-ED,2026-07-05,69.5253,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260705,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260705,HOSP-001,DEPT-DIAG,2026-07-05,67.836,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260705,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260705,HOSP-001,DEPT-OPC,2026-07-05,59.7248,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260705,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260705,HOSP-001,DEPT-ADM,2026-07-05,47.9446,Elevated,Prompt Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260705,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260706,HOSP-001,DEPT-OPC,2026-07-06,69.2819,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260706,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260706,HOSP-001,DEPT-SURG,2026-07-06,51.1981,Elevated,Prompt Review,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260706,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260706,HOSP-001,DEPT-ED,2026-07-06,48.6099,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260706,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260706,HOSP-001,DEPT-DIAG,2026-07-06,40.0381,Elevated,Review Soon,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260706,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260706,HOSP-001,DEPT-ADM,2026-07-06,39.3043,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260706,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260707,HOSP-001,DEPT-OPC,2026-07-07,90.0344,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260707,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260707,HOSP-001,DEPT-SURG,2026-07-07,82.6063,Critical,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260707,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260707,HOSP-001,DEPT-ED,2026-07-07,75.9757,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260707,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260707,HOSP-001,DEPT-MED,2026-07-07,69.5974,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260707,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260707,HOSP-001,DEPT-DIAG,2026-07-07,59.8929,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260707,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260707,HOSP-001,DEPT-ICU,2026-07-07,43.9731,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260707,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260708,HOSP-001,DEPT-OPC,2026-07-08,87.506,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260708,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260708,HOSP-001,DEPT-PEX,2026-07-08,84.8267,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260708,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260708,HOSP-001,DEPT-ICU,2026-07-08,72.7221,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260708,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260708,HOSP-001,DEPT-ED,2026-07-08,72.3796,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260708,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260708,HOSP-001,DEPT-SURG,2026-07-08,70.5352,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260708,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260708,HOSP-001,DEPT-DIAG,2026-07-08,52.5367,Elevated,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260708,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260708,HOSP-001,DEPT-ADM,2026-07-08,40.654,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260708,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260709,HOSP-001,DEPT-MED,2026-07-09,94.3608,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260709,HOSP-001,DEPT-PEX,2026-07-09,90.9583,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260709,HOSP-001,DEPT-SURG,2026-07-09,84.1656,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260709,HOSP-001,DEPT-ICU,2026-07-09,80.4536,Critical,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260709,HOSP-001,DEPT-ED,2026-07-09,71.1277,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260709,HOSP-001,DEPT-OPC,2026-07-09,57.5183,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260709,HOSP-001,DEPT-ADM,2026-07-09,56.5461,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260709,HOSP-001,DEPT-DIAG,2026-07-09,50.626,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260709,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260710,HOSP-001,DEPT-PEX,2026-07-10,85.7443,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260710,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260710,HOSP-001,DEPT-DIAG,2026-07-10,75.8268,Critical,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260710,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260710,HOSP-001,DEPT-ED,2026-07-10,68.7209,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260710,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260710,HOSP-001,DEPT-ADM,2026-07-10,56.5461,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260710,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260710,HOSP-001,DEPT-MED,2026-07-10,55.2344,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260710,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260710,HOSP-001,DEPT-OPC,2026-07-10,57.1271,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260710,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260710,HOSP-001,DEPT-SURG,2026-07-10,52.7116,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260710,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260711,HOSP-001,DEPT-PEX,2026-07-11,97.6619,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260711,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260711,HOSP-001,DEPT-ICU,2026-07-11,80.0573,Critical,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260711,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260711,HOSP-001,DEPT-MED,2026-07-11,75.1771,Critical,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260711,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260711,HOSP-001,DEPT-DIAG,2026-07-11,60.7599,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260711,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260711,HOSP-001,DEPT-OPC,2026-07-11,57.4879,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260711,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260711,HOSP-001,DEPT-SURG,2026-07-11,59.8231,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260711,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260711,HOSP-001,DEPT-ED,2026-07-11,48.9674,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260711,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260712,HOSP-001,DEPT-MED,2026-07-12,80.4104,Critical,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260712,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260712,HOSP-001,DEPT-DIAG,2026-07-12,79.116,Critical,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260712,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260712,HOSP-001,DEPT-ICU,2026-07-12,67.3591,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260712,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260712,HOSP-001,DEPT-OPC,2026-07-12,64.9007,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260712,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260712,HOSP-001,DEPT-ED,2026-07-12,63.4086,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260712,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260712,HOSP-001,DEPT-SURG,2026-07-12,46.7171,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260712,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260713,HOSP-001,DEPT-ED,2026-07-13,82.1333,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260713,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260713,HOSP-001,DEPT-PEX,2026-07-13,60.5683,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260713,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260713,HOSP-001,DEPT-MED,2026-07-13,53.3168,Elevated,Prompt Review,kpi_006,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260713,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260713,HOSP-001,DEPT-DIAG,2026-07-13,52.3639,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260713,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260713,HOSP-001,DEPT-SURG,2026-07-13,41.6971,Elevated,Review Soon,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260713,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260713,HOSP-001,DEPT-OPC,2026-07-13,39.5305,Elevated,Review Soon,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260713,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260714,HOSP-001,DEPT-ICU,2026-07-14,84.3291,Critical,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260714,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260714,HOSP-001,DEPT-ED,2026-07-14,83.2068,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260714,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260714,HOSP-001,DEPT-SURG,2026-07-14,70.2998,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260714,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260714,HOSP-001,DEPT-DIAG,2026-07-14,55.251,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260714,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260714,HOSP-001,DEPT-OPC,2026-07-14,38.9,Elevated,Review Soon,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260714,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260715,HOSP-001,DEPT-ADM,2026-07-15,79.3773,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260715,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260715,HOSP-001,DEPT-ED,2026-07-15,74.7074,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260715,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260715,HOSP-001,DEPT-MED,2026-07-15,65.3838,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260715,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260715,HOSP-001,DEPT-OPC,2026-07-15,58.4944,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260715,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260715,HOSP-001,DEPT-DIAG,2026-07-15,51.3947,Elevated,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260715,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260715,HOSP-001,DEPT-ICU,2026-07-15,36.8079,Elevated,Prompt Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260715,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260715,HOSP-001,DEPT-SURG,2026-07-15,35.2795,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260715,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260716,HOSP-001,DEPT-ICU,2026-07-16,79.9419,Critical,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260716,HOSP-001,DEPT-ADM,2026-07-16,79.8094,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260716,HOSP-001,DEPT-SURG,2026-07-16,70.083,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260716,HOSP-001,DEPT-MED,2026-07-16,70.0763,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260716,HOSP-001,DEPT-DIAG,2026-07-16,60.319,High,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260716,HOSP-001,DEPT-OPC,2026-07-16,53.1999,Elevated,Immediate Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260716,HOSP-001,DEPT-PEX,2026-07-16,54.9074,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260716,HOSP-001,DEPT-ED,2026-07-16,52.6502,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260716,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260717,HOSP-001,DEPT-PEX,2026-07-17,85.7443,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260717,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260717,HOSP-001,DEPT-SURG,2026-07-17,81.8368,Critical,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260717,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260717,HOSP-001,DEPT-ICU,2026-07-17,71.0856,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260717,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260717,HOSP-001,DEPT-MED,2026-07-17,67.5286,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260717,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
