relationship_record_id,relationship_id,hospital_id,department_id,analysis_period_start,analysis_period_end,source_kpi_id,source_kpi_name,target_kpi_id,target_kpi_name,grain,possible_observation_count,paired_observation_count,paired_availability_rate,sufficiency_status,pearson_correlation,spearman_correlation,pearson_pvalue,spearman_pvalue,raw_relationship_direction,raw_relationship_strength,adversity_correlation,adversity_relationship_direction,adversity_relationship_strength,direction_agreement_rate,both_assessable_count,both_green_count,either_amber_count,both_amber_or_worse_count,either_red_or_worse_count,both_red_or_worse_count,adverse_cooccurrence_rate,conditional_adverse_rate,reverse_conditional_adverse_rate,trend_agreement_rate,both_deteriorating_count,opposing_trend_count,engine_run_id,processed_at,issue_flag,confidence_level
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,department,365,298,0.8164,Sufficient,-0.0421,-0.0349,0.468925,0.548597,None Detected,No Relationship,-0.0421,None Detected,No Relationship,0.2997,365,188,57,8,68,3,0.0219,0.0976,0.1702,0.3483,246,484,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,department,365,365,1.0,Sufficient,0.1456,0.1456,0.005305,0.005333,None Detected,No Relationship,0.1107,None Detected,No Relationship,0.4258,365,0,41,21,77,9,0.0575,0.2333,0.3043,0.3741,353,651,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,41,0,49,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,41,0,49,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,department,365,298,0.8164,Sufficient,0.0185,0.0307,0.750573,0.597294,None Detected,No Relationship,-0.0185,None Detected,No Relationship,0.3468,365,188,55,10,75,6,0.0274,0.1111,0.2128,0.3513,227,498,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,37,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,37,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,department,365,298,0.8164,Sufficient,-0.1691,-0.1583,0.003406,0.006176,None Detected,Weak,0.0883,None Detected,No Relationship,0.3502,365,0,15,11,63,6,0.0301,0.1594,0.234,0.3595,277,508,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,0,0,0.0,,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,15,0,32,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,15,0,32,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,hospital,2920,2920,1.0,Sufficient,-0.6899,-0.6569,0.0,0.0,Negative,Strong,0.6899,Positive,Strong,0.1744,23360,15466,4393,1218,4030,370,0.0521,0.2773,0.2581,0.3745,20860,38941,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,hospital,2920,1095,0.375,Sufficient,-0.1495,-0.143,1e-06,2e-06,None Detected,No Relationship,0.0843,None Detected,No Relationship,0.4122,23360,0,2336,388,2895,137,0.0166,0.0883,0.2091,0.3716,8352,16270,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,hospital,2920,1095,0.375,Sufficient,-0.1578,-0.1472,0.0,1e-06,None Detected,Weak,0.1578,None Detected,Weak,0.4516,23360,5870,3080,501,2794,142,0.0214,0.1141,0.2873,0.3707,8753,16579,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,hospital,2920,984,0.337,Sufficient,-0.0425,-0.0511,0.183338,0.109359,None Detected,No Relationship,0.0425,None Detected,No Relationship,0.3255,23360,5049,3116,337,2768,80,0.0144,0.0767,0.2026,0.3323,4303,10522,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,hospital,2920,2383,0.8161,Sufficient,0.0469,0.0437,0.021944,0.032756,None Detected,No Relationship,0.0469,None Detected,No Relationship,0.3589,23360,13033,3448,653,3729,175,0.028,0.1487,0.2109,0.3544,15637,32728,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,hospital,2920,1095,0.375,Sufficient,0.1666,0.1407,0.0,3e-06,None Detected,Weak,0.1034,None Detected,No Relationship,0.4378,23360,0,2376,407,3157,163,0.0174,0.0862,0.2193,0.371,8237,15589,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,hospital,2920,1095,0.375,Sufficient,0.209,0.205,0.0,0.0,Positive,Weak,0.209,Positive,Weak,0.4059,23360,5832,3136,586,3043,181,0.0251,0.1242,0.336,0.3695,8578,15958,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,hospital,2920,984,0.337,Sufficient,0.0268,0.028,0.400947,0.379876,None Detected,No Relationship,0.0268,None Detected,No Relationship,0.2899,23360,4968,3147,365,3052,84,0.0156,0.0773,0.2194,0.3367,4326,10052,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,hospital,2920,2383,0.8161,Sufficient,-0.0547,-0.049,0.007609,0.016688,None Detected,No Relationship,0.0547,None Detected,No Relationship,0.3489,23360,12831,3483,753,3964,228,0.0322,0.1595,0.2432,0.3541,15409,31350,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,hospital,2920,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,23360,0,864,298,1681,175,0.0128,0.1606,0.1709,0.3861,3927,5654,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,hospital,2920,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,23360,0,872,143,1720,48,0.0061,0.077,0.0859,0.336,1878,3815,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,hospital,2920,874,0.2993,Sufficient,-0.1969,-0.1959,0.0,0.0,None Detected,Weak,0.086,None Detected,No Relationship,0.3837,23360,0,1248,283,2705,119,0.0121,0.1525,0.0914,0.3599,6671,12104,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,hospital,2920,984,0.337,Sufficient,0.1709,0.1398,0.0,1.1e-05,None Detected,Weak,0.1709,None Detected,Weak,0.353,23360,1925,1678,198,1619,53,0.0085,0.1135,0.119,0.3371,2029,3790,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,hospital,2920,905,0.3099,Sufficient,-0.2408,-0.2246,0.0,0.0,Negative,Weak,0.2408,Positive,Weak,0.417,23360,4996,2022,439,2591,137,0.0188,0.2517,0.1418,0.3651,7315,11619,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-ALL-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,ALL,2026-01-01,2026-12-31,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,hospital,2920,905,0.3099,Sufficient,-0.035,-0.0199,0.29294,0.54907,None Detected,No Relationship,0.035,None Detected,No Relationship,0.2832,23360,4335,2060,254,2565,75,0.0109,0.1526,0.082,0.3319,3576,7548,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
