exclusion_id,kpi_id,hospital_id,department_id,reporting_date,reason_code,reason_description,source_record_id,calculation_run_id,_source_domain,integration_exclusion_id,source_exclusion_id,exclusion_origin,integration_run_id
EXC-34AE262C,kpi_004,HOSP-001,DEPT-ICU,2026-09-20,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-8902BAE4,EXC-34AE262C,source_engine,SIX-KPI-8EC2F4190438
EXC-6DF87D9D,kpi_004,HOSP-001,DEPT-ICU,2026-09-21,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E3C7CEAE,EXC-6DF87D9D,source_engine,SIX-KPI-8EC2F4190438
EXC-401B8864,kpi_004,HOSP-001,DEPT-ICU,2026-09-22,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-707086C6,EXC-401B8864,source_engine,SIX-KPI-8EC2F4190438
EXC-3E109552,kpi_004,HOSP-001,DEPT-ICU,2026-09-23,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-54AAAD3F,EXC-3E109552,source_engine,SIX-KPI-8EC2F4190438
EXC-C0F04DD6,kpi_004,HOSP-001,DEPT-ICU,2026-09-24,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9CC03D16,EXC-C0F04DD6,source_engine,SIX-KPI-8EC2F4190438
EXC-CCE39920,kpi_004,HOSP-001,DEPT-ICU,2026-09-25,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-8F0AC782,EXC-CCE39920,source_engine,SIX-KPI-8EC2F4190438
EXC-10617581,kpi_004,HOSP-001,DEPT-ICU,2026-09-26,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E7E00D42,EXC-10617581,source_engine,SIX-KPI-8EC2F4190438
EXC-9936DCB1,kpi_004,HOSP-001,DEPT-ICU,2026-09-27,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-BFB0600D,EXC-9936DCB1,source_engine,SIX-KPI-8EC2F4190438
EXC-5F64C1A3,kpi_004,HOSP-001,DEPT-ICU,2026-09-28,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-74FCD787,EXC-5F64C1A3,source_engine,SIX-KPI-8EC2F4190438
EXC-6F7C473F,kpi_004,HOSP-001,DEPT-ICU,2026-09-29,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-4BAD4EF6,EXC-6F7C473F,source_engine,SIX-KPI-8EC2F4190438
EXC-86DB3627,kpi_004,HOSP-001,DEPT-ICU,2026-09-30,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7676C966,EXC-86DB3627,source_engine,SIX-KPI-8EC2F4190438
EXC-74B1926A,kpi_004,HOSP-001,DEPT-ICU,2026-10-01,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-1A28AA6C,EXC-74B1926A,source_engine,SIX-KPI-8EC2F4190438
EXC-A817D818,kpi_004,HOSP-001,DEPT-ICU,2026-10-02,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-BD031691,EXC-A817D818,source_engine,SIX-KPI-8EC2F4190438
EXC-6F0D5951,kpi_004,HOSP-001,DEPT-ICU,2026-10-03,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-DA9BE04A,EXC-6F0D5951,source_engine,SIX-KPI-8EC2F4190438
EXC-57876BEE,kpi_004,HOSP-001,DEPT-ICU,2026-10-04,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E0755E53,EXC-57876BEE,source_engine,SIX-KPI-8EC2F4190438
EXC-CE7498A7,kpi_004,HOSP-001,DEPT-ICU,2026-10-05,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-40E8B274,EXC-CE7498A7,source_engine,SIX-KPI-8EC2F4190438
EXC-BC16B907,kpi_004,HOSP-001,DEPT-ICU,2026-10-06,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0A2A022C,EXC-BC16B907,source_engine,SIX-KPI-8EC2F4190438
EXC-D9A2A2BA,kpi_004,HOSP-001,DEPT-ICU,2026-10-07,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-719B3630,EXC-D9A2A2BA,source_engine,SIX-KPI-8EC2F4190438
EXC-2B61D4EB,kpi_004,HOSP-001,DEPT-ICU,2026-10-08,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C39DFFAF,EXC-2B61D4EB,source_engine,SIX-KPI-8EC2F4190438
EXC-2C1015EB,kpi_004,HOSP-001,DEPT-ICU,2026-10-09,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-67F3AF6A,EXC-2C1015EB,source_engine,SIX-KPI-8EC2F4190438
EXC-943EB497,kpi_004,HOSP-001,DEPT-ICU,2026-10-10,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-521476A3,EXC-943EB497,source_engine,SIX-KPI-8EC2F4190438
EXC-57B7D05D,kpi_004,HOSP-001,DEPT-ICU,2026-10-11,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0D90A2E9,EXC-57B7D05D,source_engine,SIX-KPI-8EC2F4190438
EXC-E391A3A9,kpi_004,HOSP-001,DEPT-ICU,2026-10-12,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-3A1A3701,EXC-E391A3A9,source_engine,SIX-KPI-8EC2F4190438
EXC-7A4E36F2,kpi_004,HOSP-001,DEPT-ICU,2026-10-13,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-31AAC6D9,EXC-7A4E36F2,source_engine,SIX-KPI-8EC2F4190438
EXC-3BEACCBB,kpi_004,HOSP-001,DEPT-ICU,2026-10-14,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-CF9AD9E8,EXC-3BEACCBB,source_engine,SIX-KPI-8EC2F4190438
EXC-FAF8AED2,kpi_004,HOSP-001,DEPT-ICU,2026-10-15,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-6C900D41,EXC-FAF8AED2,source_engine,SIX-KPI-8EC2F4190438
EXC-339DC017,kpi_004,HOSP-001,DEPT-ICU,2026-10-16,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-8E13A8F6,EXC-339DC017,source_engine,SIX-KPI-8EC2F4190438
EXC-5737E385,kpi_004,HOSP-001,DEPT-ICU,2026-10-17,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-89879D37,EXC-5737E385,source_engine,SIX-KPI-8EC2F4190438
EXC-70BAB4DB,kpi_004,HOSP-001,DEPT-ICU,2026-10-18,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0E34372B,EXC-70BAB4DB,source_engine,SIX-KPI-8EC2F4190438
EXC-822BAECF,kpi_004,HOSP-001,DEPT-ICU,2026-10-19,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C02375E0,EXC-822BAECF,source_engine,SIX-KPI-8EC2F4190438
EXC-50E71C81,kpi_004,HOSP-001,DEPT-ICU,2026-10-20,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-AF313199,EXC-50E71C81,source_engine,SIX-KPI-8EC2F4190438
EXC-AACEED4D,kpi_004,HOSP-001,DEPT-ICU,2026-10-21,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-5754763A,EXC-AACEED4D,source_engine,SIX-KPI-8EC2F4190438
EXC-6DCB6E6B,kpi_004,HOSP-001,DEPT-ICU,2026-10-22,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-41DE5F49,EXC-6DCB6E6B,source_engine,SIX-KPI-8EC2F4190438
EXC-82BB9C08,kpi_004,HOSP-001,DEPT-ICU,2026-10-23,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-2970087D,EXC-82BB9C08,source_engine,SIX-KPI-8EC2F4190438
EXC-B5F5ED5E,kpi_004,HOSP-001,DEPT-ICU,2026-10-24,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-01CC2634,EXC-B5F5ED5E,source_engine,SIX-KPI-8EC2F4190438
EXC-52DECFDD,kpi_004,HOSP-001,DEPT-ICU,2026-10-25,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F31DC96C,EXC-52DECFDD,source_engine,SIX-KPI-8EC2F4190438
EXC-96C6A4AD,kpi_004,HOSP-001,DEPT-ICU,2026-10-26,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C94A4203,EXC-96C6A4AD,source_engine,SIX-KPI-8EC2F4190438
EXC-6ECC7678,kpi_004,HOSP-001,DEPT-ICU,2026-10-27,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-CC5E8BE0,EXC-6ECC7678,source_engine,SIX-KPI-8EC2F4190438
EXC-E2F6B680,kpi_004,HOSP-001,DEPT-ICU,2026-10-28,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-D764D68D,EXC-E2F6B680,source_engine,SIX-KPI-8EC2F4190438
EXC-1D6124CB,kpi_004,HOSP-001,DEPT-ICU,2026-10-29,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-B8350E77,EXC-1D6124CB,source_engine,SIX-KPI-8EC2F4190438
EXC-43BF1089,kpi_004,HOSP-001,DEPT-ICU,2026-10-30,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0FB9882F,EXC-43BF1089,source_engine,SIX-KPI-8EC2F4190438
EXC-B8159071,kpi_004,HOSP-001,DEPT-ICU,2026-10-31,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-6AE87D55,EXC-B8159071,source_engine,SIX-KPI-8EC2F4190438
EXC-061554B0,kpi_004,HOSP-001,DEPT-ICU,2026-11-01,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-ED967C13,EXC-061554B0,source_engine,SIX-KPI-8EC2F4190438
EXC-885FCB77,kpi_004,HOSP-001,DEPT-ICU,2026-11-02,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-D0226647,EXC-885FCB77,source_engine,SIX-KPI-8EC2F4190438
EXC-B291AE76,kpi_004,HOSP-001,DEPT-ICU,2026-11-03,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9B5B1E7E,EXC-B291AE76,source_engine,SIX-KPI-8EC2F4190438
EXC-11DAEF9D,kpi_004,HOSP-001,DEPT-ICU,2026-11-04,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7812FD29,EXC-11DAEF9D,source_engine,SIX-KPI-8EC2F4190438
EXC-A22BDE07,kpi_004,HOSP-001,DEPT-ICU,2026-11-05,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F8DAE416,EXC-A22BDE07,source_engine,SIX-KPI-8EC2F4190438
EXC-B6F43A4B,kpi_004,HOSP-001,DEPT-ICU,2026-11-06,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E954216E,EXC-B6F43A4B,source_engine,SIX-KPI-8EC2F4190438
EXC-9C3A0279,kpi_004,HOSP-001,DEPT-ICU,2026-11-07,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-1ED2A88C,EXC-9C3A0279,source_engine,SIX-KPI-8EC2F4190438
EXC-9D452052,kpi_004,HOSP-001,DEPT-ICU,2026-11-08,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-4DC90770,EXC-9D452052,source_engine,SIX-KPI-8EC2F4190438
EXC-1F330157,kpi_004,HOSP-001,DEPT-ICU,2026-11-09,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-2471F9CF,EXC-1F330157,source_engine,SIX-KPI-8EC2F4190438
EXC-3E5C923C,kpi_004,HOSP-001,DEPT-ICU,2026-11-10,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-10D8FBA4,EXC-3E5C923C,source_engine,SIX-KPI-8EC2F4190438
EXC-4D7E362F,kpi_004,HOSP-001,DEPT-ICU,2026-11-11,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-2E205ED7,EXC-4D7E362F,source_engine,SIX-KPI-8EC2F4190438
EXC-BD02FE17,kpi_004,HOSP-001,DEPT-ICU,2026-11-12,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-38A904D1,EXC-BD02FE17,source_engine,SIX-KPI-8EC2F4190438
EXC-0151E037,kpi_004,HOSP-001,DEPT-ICU,2026-11-13,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-D9BD1ACD,EXC-0151E037,source_engine,SIX-KPI-8EC2F4190438
EXC-42FBA55F,kpi_004,HOSP-001,DEPT-ICU,2026-11-14,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-60B09E39,EXC-42FBA55F,source_engine,SIX-KPI-8EC2F4190438
EXC-CAB1014A,kpi_004,HOSP-001,DEPT-ICU,2026-11-15,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9CDC0F15,EXC-CAB1014A,source_engine,SIX-KPI-8EC2F4190438
EXC-8B34C73A,kpi_004,HOSP-001,DEPT-ICU,2026-11-16,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-D0FC2640,EXC-8B34C73A,source_engine,SIX-KPI-8EC2F4190438
EXC-74642C02,kpi_004,HOSP-001,DEPT-ICU,2026-11-17,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-D87CF8CD,EXC-74642C02,source_engine,SIX-KPI-8EC2F4190438
EXC-07B4BB18,kpi_004,HOSP-001,DEPT-ICU,2026-11-18,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E11C1225,EXC-07B4BB18,source_engine,SIX-KPI-8EC2F4190438
EXC-74C9A3E1,kpi_004,HOSP-001,DEPT-ICU,2026-11-19,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-5FDB8413,EXC-74C9A3E1,source_engine,SIX-KPI-8EC2F4190438
EXC-EDAA6FD5,kpi_004,HOSP-001,DEPT-ICU,2026-11-20,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0889380A,EXC-EDAA6FD5,source_engine,SIX-KPI-8EC2F4190438
EXC-52EFA950,kpi_004,HOSP-001,DEPT-ICU,2026-11-21,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E86E963C,EXC-52EFA950,source_engine,SIX-KPI-8EC2F4190438
EXC-BC53D4EB,kpi_004,HOSP-001,DEPT-ICU,2026-11-22,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-4F6709B0,EXC-BC53D4EB,source_engine,SIX-KPI-8EC2F4190438
EXC-9B4EC9D9,kpi_004,HOSP-001,DEPT-ICU,2026-11-23,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F87FFC02,EXC-9B4EC9D9,source_engine,SIX-KPI-8EC2F4190438
EXC-94A4BBB6,kpi_004,HOSP-001,DEPT-ICU,2026-11-24,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-ECDE93C8,EXC-94A4BBB6,source_engine,SIX-KPI-8EC2F4190438
EXC-EFBDFAE1,kpi_004,HOSP-001,DEPT-ICU,2026-11-25,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-2C467B09,EXC-EFBDFAE1,source_engine,SIX-KPI-8EC2F4190438
EXC-5D334FB1,kpi_004,HOSP-001,DEPT-ICU,2026-11-26,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-285F8E9A,EXC-5D334FB1,source_engine,SIX-KPI-8EC2F4190438
EXC-0EDCD0D7,kpi_004,HOSP-001,DEPT-ICU,2026-11-27,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C2A234C3,EXC-0EDCD0D7,source_engine,SIX-KPI-8EC2F4190438
EXC-6EE2A1F1,kpi_004,HOSP-001,DEPT-ICU,2026-11-28,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-6C997012,EXC-6EE2A1F1,source_engine,SIX-KPI-8EC2F4190438
EXC-88B8B71B,kpi_004,HOSP-001,DEPT-ICU,2026-11-29,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-AC74603B,EXC-88B8B71B,source_engine,SIX-KPI-8EC2F4190438
EXC-D974BEE2,kpi_004,HOSP-001,DEPT-ICU,2026-11-30,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-A600E09D,EXC-D974BEE2,source_engine,SIX-KPI-8EC2F4190438
EXC-71594472,kpi_004,HOSP-001,DEPT-ICU,2026-12-01,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F71045D5,EXC-71594472,source_engine,SIX-KPI-8EC2F4190438
EXC-372EF646,kpi_004,HOSP-001,DEPT-ICU,2026-12-02,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-6AFBBCB4,EXC-372EF646,source_engine,SIX-KPI-8EC2F4190438
EXC-8F7BDBEC,kpi_004,HOSP-001,DEPT-ICU,2026-12-03,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-2DE79C0F,EXC-8F7BDBEC,source_engine,SIX-KPI-8EC2F4190438
EXC-02E005AC,kpi_004,HOSP-001,DEPT-ICU,2026-12-04,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C35913E0,EXC-02E005AC,source_engine,SIX-KPI-8EC2F4190438
EXC-35310DE9,kpi_004,HOSP-001,DEPT-ICU,2026-12-05,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-96848AF2,EXC-35310DE9,source_engine,SIX-KPI-8EC2F4190438
EXC-D88E9B94,kpi_004,HOSP-001,DEPT-ICU,2026-12-06,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C738F6AA,EXC-D88E9B94,source_engine,SIX-KPI-8EC2F4190438
EXC-22236F38,kpi_004,HOSP-001,DEPT-ICU,2026-12-07,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9DF5FFA5,EXC-22236F38,source_engine,SIX-KPI-8EC2F4190438
EXC-CC310877,kpi_004,HOSP-001,DEPT-ICU,2026-12-08,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E40C24E9,EXC-CC310877,source_engine,SIX-KPI-8EC2F4190438
EXC-6362F178,kpi_004,HOSP-001,DEPT-ICU,2026-12-09,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7933ED0A,EXC-6362F178,source_engine,SIX-KPI-8EC2F4190438
EXC-2080EF10,kpi_004,HOSP-001,DEPT-ICU,2026-12-10,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-A88981E6,EXC-2080EF10,source_engine,SIX-KPI-8EC2F4190438
EXC-0AA18314,kpi_004,HOSP-001,DEPT-ICU,2026-12-11,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-4F02BEEC,EXC-0AA18314,source_engine,SIX-KPI-8EC2F4190438
EXC-250ED3FB,kpi_004,HOSP-001,DEPT-ICU,2026-12-12,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-17E8931B,EXC-250ED3FB,source_engine,SIX-KPI-8EC2F4190438
EXC-6777504E,kpi_004,HOSP-001,DEPT-ICU,2026-12-13,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C54AAB47,EXC-6777504E,source_engine,SIX-KPI-8EC2F4190438
EXC-9474440B,kpi_004,HOSP-001,DEPT-ICU,2026-12-14,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-6EB8EEAC,EXC-9474440B,source_engine,SIX-KPI-8EC2F4190438
EXC-293A1B6E,kpi_004,HOSP-001,DEPT-ICU,2026-12-15,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-69117E24,EXC-293A1B6E,source_engine,SIX-KPI-8EC2F4190438
EXC-AFD1F423,kpi_004,HOSP-001,DEPT-ICU,2026-12-16,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-78E251AC,EXC-AFD1F423,source_engine,SIX-KPI-8EC2F4190438
EXC-E63FA873,kpi_004,HOSP-001,DEPT-ICU,2026-12-17,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0EEB77E0,EXC-E63FA873,source_engine,SIX-KPI-8EC2F4190438
EXC-9C5F3AD3,kpi_004,HOSP-001,DEPT-ICU,2026-12-18,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-8C8086C3,EXC-9C5F3AD3,source_engine,SIX-KPI-8EC2F4190438
EXC-DADBA83F,kpi_004,HOSP-001,DEPT-ICU,2026-12-19,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9AEEC6CF,EXC-DADBA83F,source_engine,SIX-KPI-8EC2F4190438
EXC-99E45820,kpi_004,HOSP-001,DEPT-ICU,2026-12-20,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7485CE8C,EXC-99E45820,source_engine,SIX-KPI-8EC2F4190438
EXC-48A709CE,kpi_004,HOSP-001,DEPT-ICU,2026-12-21,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-71252B35,EXC-48A709CE,source_engine,SIX-KPI-8EC2F4190438
EXC-EA942009,kpi_004,HOSP-001,DEPT-ICU,2026-12-22,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-531273BA,EXC-EA942009,source_engine,SIX-KPI-8EC2F4190438
EXC-1EFF1B22,kpi_004,HOSP-001,DEPT-ICU,2026-12-23,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-88D373A1,EXC-1EFF1B22,source_engine,SIX-KPI-8EC2F4190438
EXC-22F0C8CC,kpi_004,HOSP-001,DEPT-ICU,2026-12-24,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-56B16060,EXC-22F0C8CC,source_engine,SIX-KPI-8EC2F4190438
EXC-9A154953,kpi_004,HOSP-001,DEPT-ICU,2026-12-25,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-3EC9B55B,EXC-9A154953,source_engine,SIX-KPI-8EC2F4190438
EXC-5BAA7387,kpi_004,HOSP-001,DEPT-ICU,2026-12-26,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-CF416686,EXC-5BAA7387,source_engine,SIX-KPI-8EC2F4190438
EXC-6BB03927,kpi_004,HOSP-001,DEPT-ICU,2026-12-27,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-8C0FA7C1,EXC-6BB03927,source_engine,SIX-KPI-8EC2F4190438
EXC-EC3057ED,kpi_004,HOSP-001,DEPT-ICU,2026-12-28,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-ED4F236F,EXC-EC3057ED,source_engine,SIX-KPI-8EC2F4190438
EXC-E18A1BC6,kpi_004,HOSP-001,DEPT-ICU,2026-12-29,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-A7DB7108,EXC-E18A1BC6,source_engine,SIX-KPI-8EC2F4190438
EXC-65B45F7A,kpi_004,HOSP-001,DEPT-ICU,2026-12-30,ELIGIBILITY,Waiting time unavailable: Insufficient Data,,PF-KPI-4E7933DFEF21,patient_flow,IEXC-A3AAE5C1,EXC-65B45F7A,source_engine,SIX-KPI-8EC2F4190438
