analytical_record_id,kpi_id,evidence_type,source_dataset,source_field,source_value,evidence_role,source_record_id,calculation_run_id
AKPI-kpi_006-HOSP-001-DEPT-MED-20260623,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,4.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260623,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260623,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260623,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260624,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260624,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260624,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260624,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260624,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260624,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,8.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260624,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260624,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,3.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260624,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260624,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260624,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260625,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260625,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260625,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260625,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260625,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260625,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,14.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260625,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260625,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,4.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260625,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260625,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260625,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260626,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260626,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260626,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260626,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260626,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260626,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,2.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260626,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260626,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260626,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260626,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260626,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260627,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260627,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260627,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260627,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260627,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260627,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,4.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260627,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260627,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260627,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260627,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260627,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260628,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260628,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260628,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260628,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260628,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260628,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,10.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260628,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260628,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,3.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260628,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260628,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260628,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260629,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260629,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260629,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260629,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260629,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260629,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,2.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260629,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260629,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260629,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260629,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260629,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260630,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260630,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260630,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260630,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260630,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260630,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,6.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260630,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260630,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260630,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260630,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260630,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260701,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260701,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260701,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260701,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260701,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260701,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,3.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260701,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260701,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260701,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260701,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260701,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260702,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260702,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260702,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260702,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260702,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260702,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,3.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260702,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260702,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260702,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260702,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260702,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260703,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260703,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260703,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260703,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260703,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260703,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,5.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260703,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260703,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260703,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260703,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260703,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260704,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260704,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260704,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260704,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260704,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260704,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260704,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260704,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,0.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260704,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260704,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260704,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260705,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260705,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260705,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260705,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260705,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260705,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,2.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260705,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260705,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260705,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260705,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260705,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260706,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260706,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260706,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260706,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260706,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260706,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,8.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260706,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260706,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260706,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260706,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260706,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260707,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260707,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260707,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260707,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260707,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260707,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,12.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260707,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260707,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,4.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260707,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260707,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260707,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260708,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260708,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260708,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260708,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260708,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260708,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,6.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260708,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260708,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260708,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260708,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260708,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260709,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260709,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260709,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260709,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260709,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260709,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260709,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260709,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260709,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260709,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260709,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260710,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260710,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260710,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260710,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260710,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260710,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,2.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260710,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260710,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260710,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260710,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260710,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260711,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260711,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260711,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260711,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260711,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260711,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,2.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260711,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260711,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260711,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260711,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260711,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260712,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-MED-20260712,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260712,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,0.0,exposure_denominator,OPD-HOSP-001-DEPT-MED-20260712,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-MED-20260712,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260712,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,7.0,weighted_score_numerator,OPD-HOSP-001-DEPT-MED-20260712,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260712,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,3.0,valid_response_denominator,OPD-HOSP-001-DEPT-MED-20260712,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260712,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-MED-20260712,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
