scenario_run_id,primary_kpi_id,baseline_value,scenario_value,absolute_change,percentage_change,direction_of_change,affected_supporting_kpis,supporting_kpi_result_status
SR-BL-2B8E77A51DD9F7B0-,kpi_002,14.126542317331792,,,,Uncertain,[],
SR-BL-59FD21FD8B502BCF-COMP-BASE-002,kpi_002,14.126542317331792,14.126542317331792,0.0,0.0,No Change,[],
SR-BL-59FD21FD8B502BCF-COMP-CONS-002,kpi_002,14.126542317331792,12.713888085598613,-1.4126542317331783,-9.999999999999993,Decrease,[],
SR-BL-59FD21FD8B502BCF-COMP-EXP-002,kpi_002,14.126542317331792,11.301233853865433,-2.8253084634663583,-20.0,Decrease,[],
SR-BL-59FD21FD8B502BCF-COMP-HIGH-002,kpi_002,14.126542317331792,9.182252506265664,-4.9442898110661275,-35.0,Decrease,[],
SR-BL-FFD01A551344BB79-,kpi_002,14.126542317331792,,,,Uncertain,[],
SR-BL-1F42C988A814040A-,kpi_002,19.97549019607843,,,,Uncertain,[],
SR-BL-8C041C02619F296B-COMP-BASE-002,kpi_002,19.97549019607843,19.97549019607843,0.0,0.0,No Change,[],
SR-BL-8C041C02619F296B-COMP-CONS-002,kpi_002,19.97549019607843,17.977941176470587,-1.9975490196078418,-9.999999999999995,Decrease,[],
SR-BL-8C041C02619F296B-COMP-EXP-002,kpi_002,19.97549019607843,15.980392156862743,-3.9950980392156854,-20.0,Decrease,[],
SR-BL-8C041C02619F296B-COMP-HIGH-002,kpi_002,19.97549019607843,12.984068627450979,-6.99142156862745,-35.0,Decrease,[],
SR-BL-3DC09806F41E82C6-,kpi_002,19.97549019607843,,,,Uncertain,[],
SR-BL-D09A25D8C0A189ED-,kpi_002,23.07692307692308,,,,Uncertain,[],
SR-BL-8D58E766E0F8149A-COMP-BASE-002,kpi_002,23.07692307692308,23.07692307692308,0.0,0.0,No Change,[],
SR-BL-8D58E766E0F8149A-COMP-CONS-002,kpi_002,23.07692307692308,20.769230769230774,-2.3076923076923066,-9.999999999999993,Decrease,[],
SR-BL-8D58E766E0F8149A-COMP-EXP-002,kpi_002,23.07692307692308,18.461538461538463,-4.615384615384617,-20.000000000000004,Decrease,[],
SR-BL-8D58E766E0F8149A-COMP-HIGH-002,kpi_002,23.07692307692308,15.000000000000002,-8.076923076923078,-35.0,Decrease,[],
SR-BL-E118A1F43C69E4BE-,kpi_002,23.07692307692308,,,,Uncertain,[],
SR-BL-707EBF88B2D26DA1-,kpi_002,16.666666666666668,,,,Uncertain,[],
SR-BL-ED1B6F966DDBF9A5-COMP-BASE-002,kpi_002,16.666666666666668,16.666666666666668,0.0,0.0,No Change,[],
SR-BL-ED1B6F966DDBF9A5-COMP-CONS-002,kpi_002,16.666666666666668,15.000000000000002,-1.666666666666666,-9.999999999999996,Decrease,[],
SR-BL-ED1B6F966DDBF9A5-COMP-EXP-002,kpi_002,16.666666666666668,13.333333333333336,-3.333333333333332,-19.999999999999993,Decrease,[],
SR-BL-ED1B6F966DDBF9A5-COMP-HIGH-002,kpi_002,16.666666666666668,10.833333333333334,-5.833333333333334,-35.0,Decrease,[],
SR-BL-39B9F087F8FA26C0-,kpi_002,16.666666666666668,,,,Uncertain,[],
SR-BL-1D34095728C9D2C6-,kpi_002,18.181818181818183,,,,Uncertain,[],
SR-BL-1716810432B0A219-COMP-BASE-002,kpi_002,18.181818181818183,18.181818181818183,0.0,0.0,No Change,[],
SR-BL-1716810432B0A219-COMP-CONS-002,kpi_002,18.181818181818183,16.363636363636367,-1.8181818181818166,-9.999999999999991,Decrease,[],
SR-BL-1716810432B0A219-COMP-EXP-002,kpi_002,18.181818181818183,14.545454545454547,-3.6363636363636367,-20.0,Decrease,[],
SR-BL-1716810432B0A219-COMP-HIGH-002,kpi_002,18.181818181818183,11.81818181818182,-6.363636363636363,-35.0,Decrease,[],
SR-BL-2A54ABE70D21BFC4-,kpi_002,18.181818181818183,,,,Uncertain,[],
SR-BL-F375D035E51DC134-,kpi_002,27.27272727272727,,,,Uncertain,[],
SR-BL-9DA71EA6F095DE3C-COMP-BASE-002,kpi_002,27.27272727272727,27.27272727272727,0.0,0.0,No Change,[],
SR-BL-9DA71EA6F095DE3C-COMP-CONS-002,kpi_002,27.27272727272727,24.545454545454543,-2.7272727272727266,-10.0,Decrease,[],
SR-BL-9DA71EA6F095DE3C-COMP-EXP-002,kpi_002,27.27272727272727,21.818181818181817,-5.454545454545453,-20.0,Decrease,[],
SR-BL-9DA71EA6F095DE3C-COMP-HIGH-002,kpi_002,27.27272727272727,17.727272727272727,-9.545454545454543,-35.0,Decrease,[],
SR-BL-666B78F12D3295AE-,kpi_002,27.27272727272727,,,,Uncertain,[],
SR-BL-4965C436F52CDB57-,kpi_002,15.384615384615383,,,,Uncertain,[],
SR-BL-6E42DB4834A8870A-COMP-BASE-002,kpi_002,15.384615384615383,15.384615384615383,0.0,0.0,No Change,[],
SR-BL-6E42DB4834A8870A-COMP-CONS-002,kpi_002,15.384615384615383,13.846153846153845,-1.5384615384615383,-10.0,Decrease,[],
SR-BL-6E42DB4834A8870A-COMP-EXP-002,kpi_002,15.384615384615383,12.307692307692307,-3.0769230769230766,-20.0,Decrease,[],
SR-BL-6E42DB4834A8870A-COMP-HIGH-002,kpi_002,15.384615384615383,10.0,-5.384615384615383,-34.99999999999999,Decrease,[],
SR-BL-1E6FAC0A48C70764-,kpi_002,15.384615384615383,,,,Uncertain,[],
SR-BL-0BA83B3219FC5FD7--MON,kpi_003,,,,,Uncertain,[],
SR-BL-247276FEE00F6463--MON,kpi_003,,,,,Uncertain,[],
SR-BL-D9D30FA2D2AE2613--MON,kpi_003,,,,,Uncertain,[],
SR-BL-F76646C45D134A3E--MON,kpi_003,,,,,Uncertain,[],
SR-BL-5471399BF364BA0D--MON,kpi_003,,,,,Uncertain,[],
SR-BL-4DE09AFDB2E3B40A--MON,kpi_003,,,,,Uncertain,[],
SR-BL-79C3DE5C6D95D846--MON,kpi_003,,,,,Uncertain,[],
SR-BL-BA2FB076BE15920C--MON,kpi_003,,,,,Uncertain,[],
SR-BL-F93D911BA7D15F4F--MON,kpi_003,,,,,Uncertain,[],
SR-BL-7CE17C85605A55E1--MON,kpi_003,,,,,Uncertain,[],
SR-BL-1F6148CF2A6AE72D--MON,kpi_003,,,,,Uncertain,[],
SR-BL-D84274F5BD8393E0--MON,kpi_003,,,,,Uncertain,[],
SR-BL-BB2EA73A805EC8B3--MON,kpi_003,,,,,Uncertain,[],
SR-BL-1D0E550DED076088--MON,kpi_003,,,,,Uncertain,[],
SR-BL-BE14797D180B7523--MON,kpi_003,,,,,Uncertain,[],
SR-BL-529CFB2B212FD343--MON,kpi_003,,,,,Uncertain,[],
SR-BL-572B46A2EF8DA520--MON,kpi_003,,,,,Uncertain,[],
SR-BL-333F605A43C43E71--MON,kpi_003,,,,,Uncertain,[],
SR-BL-77D0DCA48BC99ECB--MON,kpi_003,,,,,Uncertain,[],
SR-BL-B4A873EEABD33557--MON,kpi_003,,,,,Uncertain,[],
SR-BL-5BB84731BF0E89A6--MON,kpi_003,,,,,Uncertain,[],
SR-BL-E01754D950DF4AB9--MON,kpi_003,,,,,Uncertain,[],
SR-BL-F908F7C92F5D877F--MON,kpi_003,,,,,Uncertain,[],
SR-BL-CBA0387CC7CDA9CA--MON,kpi_003,,,,,Uncertain,[],
SR-BL-1D6A37012984A6BD--MON,kpi_003,,,,,Uncertain,[],
SR-BL-4F96DDBFB4BA7FA2--MON,kpi_003,,,,,Uncertain,[],
SR-BL-55372511E5149375--MON,kpi_003,,,,,Uncertain,[],
SR-BL-7DB59892EB894050--MON,kpi_003,,,,,Uncertain,[],
SR-BL-4DE8853930D7EFA9--MON,kpi_003,,,,,Uncertain,[],
SR-BL-D013C23E421CDD5D--MON,kpi_003,,,,,Uncertain,[],
SR-BL-6B6CF52B5B8CED62--MON,kpi_003,,,,,Uncertain,[],
SR-BL-4CF9CF8B16E89105--MON,kpi_003,,,,,Uncertain,[],
SR-BL-ECC498F20004D7CD--MON,kpi_003,,,,,Uncertain,[],
SR-BL-33A4D87478684A8D--MON,kpi_003,,,,,Uncertain,[],
SR-BL-0E4BD0AE3E26BA69--MON,kpi_003,,,,,Uncertain,[],
SR-BL-2345E47A438C7408--MON,kpi_003,,,,,Uncertain,[],
SR-BL-2273C5FCC7E90597--MON,kpi_003,,,,,Uncertain,[],
SR-BL-7D55EEA0B49A0985--MON,kpi_003,,,,,Uncertain,[],
SR-BL-1456C26010D03CD4--MON,kpi_003,,,,,Uncertain,[],
SR-BL-6420333A201BAA47--MON,kpi_003,,,,,Uncertain,[],
SR-BL-DF91F1F1CB085CA7--MON,kpi_003,,,,,Uncertain,[],
SR-BL-97FA47E872283C7B--MON,kpi_003,,,,,Uncertain,[],
SR-BL-BC1A454076D32914--MON,kpi_003,,,,,Uncertain,[],
SR-BL-A3B5F1775DDDC6FA--MON,kpi_003,,,,,Uncertain,[],
SR-BL-AC5F3DC2D943A938--MON,kpi_003,,,,,Uncertain,[],
SR-BL-3B6D71567A01E739--MON,kpi_003,,,,,Uncertain,[],
SR-BL-0CAEDD41EBEA6EFE--MON,kpi_003,,,,,Uncertain,[],
SR-BL-315E7D45D2E623DC--MON,kpi_003,,,,,Uncertain,[],
SR-BL-C612A2A585EB2CFF--MON,kpi_003,,,,,Uncertain,[],
SR-BL-8565080F81F6E188--MON,kpi_003,,,,,Uncertain,[],
SR-BL-C295E3A33E33CABD--MON,kpi_003,,,,,Uncertain,[],
SR-BL-057AA08B27CC6B1A--MON,kpi_003,,,,,Uncertain,[],
SR-BL-4DB916849DC6B547--MON,kpi_003,,,,,Uncertain,[],
SR-BL-788AADD19476E77B--MON,kpi_003,,,,,Uncertain,[],
SR-BL-BE1D9F1520DEBF8E--MON,kpi_003,,,,,Uncertain,[],
SR-BL-9556AA65E5FBE0AE--MON,kpi_003,,,,,Uncertain,[],
SR-BL-7D7B14231A2FB81C--MON,kpi_003,,,,,Uncertain,[],
SR-BL-EB74C73E16CEDBCC--MON,kpi_003,,,,,Uncertain,[],
SR-BL-46F71FF090209EC1--MON,kpi_003,,,,,Uncertain,[],
SR-BL-A1CB86D16691BB41--MON,kpi_003,,,,,Uncertain,[],
SR-BL-CB216287B48AD5AD--MON,kpi_003,,,,,Uncertain,[],
SR-BL-9DE5CA929CF07125--MON,kpi_003,,,,,Uncertain,[],
SR-BL-8A4F6DCB0592B06F--MON,kpi_003,,,,,Uncertain,[],
SR-BL-0D9B81D67708927B--MON,kpi_003,,,,,Uncertain,[],
SR-BL-D06D6173ED2338F4--MON,kpi_003,,,,,Uncertain,[],
SR-BL-1862FFF2CD80620B--MON,kpi_003,,,,,Uncertain,[],
SR-BL-17066017C165019A--MON,kpi_006,,,,,Uncertain,[],
SR-BL-600C02AEBF28B08D--MON,kpi_006,,,,,Uncertain,[],
SR-BL-F449D040574035CF--MON,kpi_006,,,,,Uncertain,[],
SR-BL-F3F11AA4C7F562B1--MON,kpi_006,,,,,Uncertain,[],
SR-BL-C666258C751230C7--MON,kpi_006,,,,,Uncertain,[],
SR-BL-3814E91DE2769898--MON,kpi_006,,,,,Uncertain,[],
SR-BL-32114E4B5FE591CE--MON,kpi_006,,,,,Uncertain,[],
SR-BL-0CF19AB3015138F7--MON,kpi_006,,,,,Uncertain,[],
SR-BL-9BB203E3F323E02C--MON,kpi_006,,,,,Uncertain,[],
SR-BL-F751C90A730F4F84--MON,kpi_006,,,,,Uncertain,[],
SR-BL-5215C0202620154B--MON,kpi_006,,,,,Uncertain,[],
SR-BL-7CBC0FF8D1BD5921--MON,kpi_006,,,,,Uncertain,[],
SR-BL-9246CAF8FD25DFB4--MON,kpi_006,,,,,Uncertain,[],
SR-BL-8C3E2D8827CC8C84--MON,kpi_006,,,,,Uncertain,[],
SR-BL-5FE2B070743539CA--MON,kpi_006,,,,,Uncertain,[],
SR-BL-3DF7402E946AE1A0--MON,kpi_006,,,,,Uncertain,[],
SR-BL-820C436FCBC59CE2--MON,kpi_006,,,,,Uncertain,[],
SR-BL-40007EFDA601F8D0--MON,kpi_006,,,,,Uncertain,[],
SR-BL-C60C9901445460DA--MON,kpi_006,,,,,Uncertain,[],
SR-BL-FF83633A91939DB0--MON,kpi_006,,,,,Uncertain,[],
SR-BL-832476B2BBE8FDF6--MON,kpi_006,,,,,Uncertain,[],
SR-BL-540E0804AAB99BF6--MON,kpi_006,,,,,Uncertain,[],
SR-BL-FE8C3F51556487FB--MON,kpi_006,,,,,Uncertain,[],
SR-BL-FFEC16E1604431C7--MON,kpi_006,,,,,Uncertain,[],
SR-BL-9601669B0E7BF5D6--MON,kpi_006,,,,,Uncertain,[],
SR-BL-3723E6C73450A1E4--MON,kpi_006,,,,,Uncertain,[],
SR-BL-9BA872164EC51AF8--MON,kpi_006,,,,,Uncertain,[],
SR-BL-2569DB4E92EC6EB6--MON,kpi_006,,,,,Uncertain,[],
SR-BL-636BDA0BD5C4E696--MON,kpi_006,,,,,Uncertain,[],
SR-BL-49C3E7D7102B3CC3--MON,kpi_006,,,,,Uncertain,[],
SR-BL-6F0492A876F347D5--MON,kpi_006,,,,,Uncertain,[],
SR-BL-4B81A6D92E3B974F--MON,kpi_006,,,,,Uncertain,[],
SR-BL-8A467F55B62CBBBC--MON,kpi_006,,,,,Uncertain,[],
SR-BL-3DF6014D76F01BBC--MON,kpi_006,,,,,Uncertain,[],
SR-BL-CA210D09FB1B6FD6--MON,kpi_006,,,,,Uncertain,[],
SR-BL-0CEC894F0FCF58FC--MON,kpi_006,,,,,Uncertain,[],
SR-BL-D2B05D2DACEA416E--MON,kpi_006,,,,,Uncertain,[],
SR-BL-7A30E9C018F8F29F--MON,kpi_006,,,,,Uncertain,[],
SR-BL-F7F82BC3D0A83931--MON,kpi_006,,,,,Uncertain,[],
SR-BL-ADAE3A8DD2425BFB--MON,kpi_006,,,,,Uncertain,[],
SR-BL-B42B9394424E6852--MON,kpi_006,,,,,Uncertain,[],
SR-BL-53DDBC2FB657BFD3--MON,kpi_006,,,,,Uncertain,[],
SR-BL-9B6A1F4988C53FFC--MON,kpi_006,,,,,Uncertain,[],
SR-BL-A92F6FE2EABA14FB--MON,kpi_006,,,,,Uncertain,[],
SR-BL-D5F48E34D9FD4548--MON,kpi_006,,,,,Uncertain,[],
SR-BL-B5D38D1A0370C883--MON,kpi_006,,,,,Uncertain,[],
SR-BL-5CD977DC1A655C83--MON,kpi_006,,,,,Uncertain,[],
SR-BL-EFC3FA39D9C619C5--MON,kpi_006,,,,,Uncertain,[],
SR-BL-260296C085E543B4-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-EAA08A205B779039-COMP-BASE-001,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,[],
SR-BL-EAA08A205B779039-COMP-CONS-001,kpi_001,83.33333333333334,94.44444444444444,2.0,11.1111111111111,Increase,[],
SR-BL-EAA08A205B779039-COMP-EXP-001,kpi_001,83.33333333333334,100.0,5.0,16.666666666666657,Increase,[],
SR-BL-EAA08A205B779039-COMP-HIGH-001,kpi_001,83.33333333333334,100.0,9.0,16.666666666666657,Increase,[],
SR-BL-38A48F2EF776EC75-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-82406D4AC3DE25E5-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-D4DCAB2419572533-COMP-BASE-001,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,[],
SR-BL-D4DCAB2419572533-COMP-CONS-001,kpi_001,83.33333333333334,91.66666666666666,2.0,8.333333333333314,Increase,[],
SR-BL-D4DCAB2419572533-COMP-EXP-001,kpi_001,83.33333333333334,100.0,5.0,16.666666666666657,Increase,[],
SR-BL-D4DCAB2419572533-COMP-HIGH-001,kpi_001,83.33333333333334,100.0,9.0,16.666666666666657,Increase,[],
SR-BL-D929AF88920F4842-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-223141FED50542A6-,kpi_001,80.46218487394958,,,,Uncertain,[],
SR-BL-2868AD907B99788E-COMP-BASE-001,kpi_001,80.46218487394958,80.64516129032258,0.0,0.18297641637299478,Increase,[],
SR-BL-2868AD907B99788E-COMP-CONS-001,kpi_001,80.46218487394958,93.54838709677419,2.0,13.08620222282461,Increase,[],
SR-BL-2868AD907B99788E-COMP-EXP-001,kpi_001,80.46218487394958,100.0,5.0,19.53781512605042,Increase,[],
SR-BL-2868AD907B99788E-COMP-HIGH-001,kpi_001,80.46218487394958,100.0,9.0,19.53781512605042,Increase,[],
SR-BL-CD3F09CE8E4D73AD-,kpi_001,80.46218487394958,,,,Uncertain,[],
SR-BL-02109FBA4BF72DB2-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-992093454AB2494C-COMP-BASE-001,kpi_001,82.35294117647058,82.35294117647058,0.0,0.0,No Change,[],
SR-BL-992093454AB2494C-COMP-CONS-001,kpi_001,82.35294117647058,94.11764705882352,2.0,11.764705882352942,Increase,[],
SR-BL-992093454AB2494C-COMP-EXP-001,kpi_001,82.35294117647058,100.0,5.0,17.64705882352942,Increase,[],
SR-BL-992093454AB2494C-COMP-HIGH-001,kpi_001,82.35294117647058,100.0,9.0,17.64705882352942,Increase,[],
SR-BL-35BF4626ACA016F4-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-94287900EFEAE55A-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-D8F9C80165FA63EB-COMP-BASE-001,kpi_001,75.0,75.0,0.0,0.0,No Change,[],
SR-BL-D8F9C80165FA63EB-COMP-CONS-001,kpi_001,75.0,87.5,2.0,12.5,Increase,[],
SR-BL-D8F9C80165FA63EB-COMP-EXP-001,kpi_001,75.0,100.0,5.0,25.0,Increase,[],
SR-BL-D8F9C80165FA63EB-COMP-HIGH-001,kpi_001,75.0,100.0,9.0,25.0,Increase,[],
SR-BL-7B1213F4C4B0A58C-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-BC494695FC3A109B-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-18D7AB87AEDF1495-COMP-BASE-001,kpi_001,82.35294117647058,82.35294117647058,0.0,0.0,No Change,[],
SR-BL-18D7AB87AEDF1495-COMP-CONS-001,kpi_001,82.35294117647058,94.11764705882352,2.0,11.764705882352942,Increase,[],
SR-BL-18D7AB87AEDF1495-COMP-EXP-001,kpi_001,82.35294117647058,100.0,5.0,17.64705882352942,Increase,[],
SR-BL-18D7AB87AEDF1495-COMP-HIGH-001,kpi_001,82.35294117647058,100.0,9.0,17.64705882352942,Increase,[],
SR-BL-42BBDCD158C145B0-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-407C49FDAD7D6D08-,kpi_001,77.77777777777779,,,,Uncertain,[],
SR-BL-0A7D75F9FD5346F1-COMP-BASE-001,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,[],
SR-BL-0A7D75F9FD5346F1-COMP-CONS-001,kpi_001,77.77777777777779,88.88888888888889,2.0,11.1111111111111,Increase,[],
SR-BL-0A7D75F9FD5346F1-COMP-EXP-001,kpi_001,77.77777777777779,100.0,5.0,22.222222222222214,Increase,[],
SR-BL-0A7D75F9FD5346F1-COMP-HIGH-001,kpi_001,77.77777777777779,100.0,9.0,22.222222222222214,Increase,[],
SR-BL-3C11EEC70E8F2E91-,kpi_001,77.77777777777779,,,,Uncertain,[],
SR-BL-F664C41FA4846DC2-,kpi_001,82.38968633705475,,,,Uncertain,[],
SR-BL-629E7ED2FD407BE5-COMP-BASE-001,kpi_001,82.38968633705475,81.1320754716981,0.0,-1.2576108653566536,Decrease,[],
SR-BL-629E7ED2FD407BE5-COMP-CONS-001,kpi_001,82.38968633705475,92.45283018867924,2.0000000000000018,10.063143851624488,Increase,[],
SR-BL-629E7ED2FD407BE5-COMP-EXP-001,kpi_001,82.38968633705475,100.0,5.000000000000002,17.610313662945245,Increase,[],
SR-BL-629E7ED2FD407BE5-COMP-HIGH-001,kpi_001,82.38968633705475,100.0,9.000000000000002,17.610313662945245,Increase,[],
SR-BL-9502BE52A65B5A83-,kpi_001,82.38968633705475,,,,Uncertain,[],
SR-BL-1C64985F10FF801D-,kpi_001,57.89473684210527,,,,Uncertain,[],
SR-BL-4081D05CA37DA6DE-COMP-BASE-001,kpi_001,57.89473684210527,57.89473684210527,0.0,0.0,No Change,[],
SR-BL-4081D05CA37DA6DE-COMP-CONS-001,kpi_001,57.89473684210527,68.42105263157895,2.0,10.526315789473678,Increase,[],
SR-BL-4081D05CA37DA6DE-COMP-EXP-001,kpi_001,57.89473684210527,84.21052631578947,5.0,26.315789473684198,Increase,[],
SR-BL-4081D05CA37DA6DE-COMP-HIGH-001,kpi_001,57.89473684210527,100.0,9.0,42.10526315789473,Increase,[],
SR-BL-63E31527ED95139A-,kpi_001,57.89473684210527,,,,Uncertain,[],
SR-BL-1C741A36DF48FCC0-,kpi_001,77.52100840336135,,,,Uncertain,[],
SR-BL-0EF21274DE2FCB48-COMP-BASE-001,kpi_001,77.52100840336135,77.41935483870968,0.0,-0.10165356465167008,Decrease,[],
SR-BL-0EF21274DE2FCB48-COMP-CONS-001,kpi_001,77.52100840336135,90.32258064516128,2.0,12.801572241799931,Increase,[],
SR-BL-0EF21274DE2FCB48-COMP-EXP-001,kpi_001,77.52100840336135,100.0,5.0,22.47899159663865,Increase,[],
SR-BL-0EF21274DE2FCB48-COMP-HIGH-001,kpi_001,77.52100840336135,100.0,9.0,22.47899159663865,Increase,[],
SR-BL-F9F8F29A5DB5F071-,kpi_001,77.52100840336135,,,,Uncertain,[],
SR-BL-340430A36DAC4D79-,kpi_001,61.53846153846154,,,,Uncertain,[],
SR-BL-D973511CFAB1075F-COMP-BASE-001,kpi_001,61.53846153846154,61.53846153846154,0.0,0.0,No Change,[],
SR-BL-D973511CFAB1075F-COMP-CONS-001,kpi_001,61.53846153846154,76.92307692307693,2.0,15.384615384615394,Increase,[],
SR-BL-D973511CFAB1075F-COMP-EXP-001,kpi_001,61.53846153846154,100.0,5.0,38.46153846153846,Increase,[],
SR-BL-D973511CFAB1075F-COMP-HIGH-001,kpi_001,61.53846153846154,100.0,9.0,38.46153846153846,Increase,[],
SR-BL-698CF22CD7157B5C-,kpi_001,61.53846153846154,,,,Uncertain,[],
SR-BL-9351C11809AF5072-,kpi_001,85.51645658263305,,,,Uncertain,[],
SR-BL-E595F877B4C96388-COMP-BASE-001,kpi_001,85.51645658263305,85.38461538461539,0.0,-0.1318411980176677,Decrease,[],
SR-BL-E595F877B4C96388-COMP-CONS-001,kpi_001,85.51645658263305,97.6923076923077,2.0,12.175851109674639,Increase,[],
SR-BL-E595F877B4C96388-COMP-EXP-001,kpi_001,85.51645658263305,100.0,5.0,14.483543417366946,Increase,[],
SR-BL-E595F877B4C96388-COMP-HIGH-001,kpi_001,85.51645658263305,100.0,9.0,14.483543417366946,Increase,[],
SR-BL-7DA7B534A30B70A6-,kpi_001,85.51645658263305,,,,Uncertain,[],
SR-BL-885A5783268F445D-,kpi_001,78.94736842105263,,,,Uncertain,[],
SR-BL-6EF675B332A91905-COMP-BASE-001,kpi_001,78.94736842105263,78.94736842105263,0.0,0.0,No Change,[],
SR-BL-6EF675B332A91905-COMP-CONS-001,kpi_001,78.94736842105263,89.47368421052632,2.0,10.526315789473685,Increase,[],
SR-BL-6EF675B332A91905-COMP-EXP-001,kpi_001,78.94736842105263,100.0,5.0,21.05263157894737,Increase,[],
SR-BL-6EF675B332A91905-COMP-HIGH-001,kpi_001,78.94736842105263,100.0,9.0,21.05263157894737,Increase,[],
SR-BL-58E750E653E2040B-,kpi_001,78.94736842105263,,,,Uncertain,[],
SR-BL-5CE514AE00B30918-,kpi_001,72.22222222222221,,,,Uncertain,[],
SR-BL-182D2A1944A6583F-COMP-BASE-001,kpi_001,72.22222222222221,72.22222222222221,0.0,0.0,No Change,[],
SR-BL-182D2A1944A6583F-COMP-CONS-001,kpi_001,72.22222222222221,83.33333333333334,2.0,11.111111111111128,Increase,[],
SR-BL-182D2A1944A6583F-COMP-EXP-001,kpi_001,72.22222222222221,100.0,5.0,27.777777777777786,Increase,[],
SR-BL-182D2A1944A6583F-COMP-HIGH-001,kpi_001,72.22222222222221,100.0,9.0,27.777777777777786,Increase,[],
SR-BL-9F92685A3ABC3B4F-,kpi_001,72.22222222222221,,,,Uncertain,[],
SR-BL-1DEDEA33AE2993A4-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-BCC7FED40A63B4D9-COMP-BASE-001,kpi_001,82.35294117647058,82.35294117647058,0.0,0.0,No Change,[],
SR-BL-BCC7FED40A63B4D9-COMP-CONS-001,kpi_001,82.35294117647058,94.11764705882352,2.0,11.764705882352942,Increase,[],
SR-BL-BCC7FED40A63B4D9-COMP-EXP-001,kpi_001,82.35294117647058,100.0,5.0,17.64705882352942,Increase,[],
SR-BL-BCC7FED40A63B4D9-COMP-HIGH-001,kpi_001,82.35294117647058,100.0,9.0,17.64705882352942,Increase,[],
SR-BL-1FA2B76435E2F370-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-CFEE8B54F0EA1697-,kpi_001,86.30952380952381,,,,Uncertain,[],
SR-BL-01366CC1CEC217CC-COMP-BASE-001,kpi_001,86.30952380952381,86.66666666666667,0.0,0.3571428571428612,Increase,[],
SR-BL-01366CC1CEC217CC-COMP-CONS-001,kpi_001,86.30952380952381,97.33333333333334,2.0,11.023809523809533,Increase,[],
SR-BL-01366CC1CEC217CC-COMP-EXP-001,kpi_001,86.30952380952381,100.0,5.0,13.69047619047619,Increase,[],
SR-BL-01366CC1CEC217CC-COMP-HIGH-001,kpi_001,86.30952380952381,100.0,9.0,13.69047619047619,Increase,[],
SR-BL-3865FF8F0FA8BEBB-,kpi_001,86.30952380952381,,,,Uncertain,[],
SR-BL-68C1C94081BD2583-,kpi_001,77.77777777777779,,,,Uncertain,[],
SR-BL-52FD9B5BD83EAA8D-COMP-BASE-001,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,[],
SR-BL-52FD9B5BD83EAA8D-COMP-CONS-001,kpi_001,77.77777777777779,88.88888888888889,2.0,11.1111111111111,Increase,[],
SR-BL-52FD9B5BD83EAA8D-COMP-EXP-001,kpi_001,77.77777777777779,100.0,5.0,22.222222222222214,Increase,[],
SR-BL-52FD9B5BD83EAA8D-COMP-HIGH-001,kpi_001,77.77777777777779,100.0,9.0,22.222222222222214,Increase,[],
SR-BL-4953AE5BDFCF090A-,kpi_001,77.77777777777779,,,,Uncertain,[],
SR-BL-E461F5F10FBD8096-,kpi_002,23.809523809523807,,,,Uncertain,[],
SR-BL-D57F80DD20D95EFE-COMP-BASE-002,kpi_002,23.809523809523807,23.809523809523807,0.0,0.0,No Change,[],
SR-BL-D57F80DD20D95EFE-COMP-CONS-002,kpi_002,23.809523809523807,21.428571428571427,-2.3809523809523796,-9.999999999999995,Decrease,[],
SR-BL-D57F80DD20D95EFE-COMP-EXP-002,kpi_002,23.809523809523807,19.047619047619047,-4.761904761904759,-19.99999999999999,Decrease,[],
SR-BL-D57F80DD20D95EFE-COMP-HIGH-002,kpi_002,23.809523809523807,15.476190476190474,-8.333333333333332,-35.0,Decrease,[],
SR-BL-7D20BB09C14CCAFF-,kpi_002,23.809523809523807,,,,Uncertain,[],
SR-BL-5889ACA5B5B3A10C-,kpi_002,20.0,,,,Uncertain,[],
SR-BL-52281CFFFCC24D02-COMP-BASE-002,kpi_002,20.0,20.0,0.0,0.0,No Change,[],
SR-BL-52281CFFFCC24D02-COMP-CONS-002,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,[],
SR-BL-52281CFFFCC24D02-COMP-EXP-002,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,[],
