diminishing_return_id,approval_package_id,scenario_template_id,diminishing_return_classification,diminishing_return_rationale,incremental_effect_ratios_json
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 8.333333333333314, ""intensity_step"": 1, ""incremental_effect_ratio"": 8.333333333333314}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 8.333333333333343, ""intensity_step"": 1, ""incremental_effect_ratio"": 8.333333333333343}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 12.903225806451616, ""intensity_step"": 1, ""incremental_effect_ratio"": 12.903225806451616}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 6.451612903225808, ""intensity_step"": 1, ""incremental_effect_ratio"": 6.451612903225808}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 11.764705882352942, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.764705882352942}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 5.882352941176478, ""intensity_step"": 1, ""incremental_effect_ratio"": 5.882352941176478}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 12.5, ""intensity_step"": 1, ""incremental_effect_ratio"": 12.5}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 12.5, ""intensity_step"": 1, ""incremental_effect_ratio"": 12.5}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 11.764705882352942, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.764705882352942}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 5.882352941176478, ""intensity_step"": 1, ""incremental_effect_ratio"": 5.882352941176478}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 11.1111111111111, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.1111111111111}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 11.111111111111114, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.111111111111114}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 11.320754716981142, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.320754716981142}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.547169811320757, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.547169811320757}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,SCEN-STAFF-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 10.526315789473678, ""intensity_step"": 1, ""incremental_effect_ratio"": 10.526315789473678}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 15.78947368421052, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.78947368421052}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 15.789473684210535, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.789473684210535}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 12.903225806451601, ""intensity_step"": 1, ""incremental_effect_ratio"": 12.903225806451601}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 9.677419354838719, ""intensity_step"": 1, ""incremental_effect_ratio"": 9.677419354838719}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.384615384615394, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.384615384615394}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 23.076923076923066, ""intensity_step"": 1, ""incremental_effect_ratio"": 23.076923076923066}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 12.307692307692307, ""intensity_step"": 1, ""incremental_effect_ratio"": 12.307692307692307}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 2.3076923076923066, ""intensity_step"": 1, ""incremental_effect_ratio"": 2.3076923076923066}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 10.526315789473685, ""intensity_step"": 1, ""incremental_effect_ratio"": 10.526315789473685}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 10.526315789473685, ""intensity_step"": 1, ""incremental_effect_ratio"": 10.526315789473685}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 11.111111111111128, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.111111111111128}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 16.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.666666666666657}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 11.764705882352942, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.764705882352942}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 5.882352941176478, ""intensity_step"": 1, ""incremental_effect_ratio"": 5.882352941176478}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 10.666666666666671, ""intensity_step"": 1, ""incremental_effect_ratio"": 10.666666666666671}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 2.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 2.666666666666657}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 11.1111111111111, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.1111111111111}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 11.111111111111114, ""intensity_step"": 1, ""incremental_effect_ratio"": 11.111111111111114}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999995, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999995}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999995, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999995}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.00000000000001, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.00000000000001}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999996}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999996}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000007, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000007}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999993}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.00000000000001, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.00000000000001}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999996}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.000000000000004, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.000000000000004}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999993}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999996}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999993}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.00000000000001, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.00000000000001}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999996}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999996}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999996}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000007, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000007}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000004, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000004}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.000000000000004, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.000000000000004}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999996}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999993}]"
DR-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999993}]"
DR-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 20.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 20.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.666666666666657}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 19.04761904761905, ""intensity_step"": 1, ""incremental_effect_ratio"": 19.04761904761905}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.81481481481481, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.81481481481481}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.407407407407405, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.407407407407405}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.666666666666657}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
