reporting_date,hospital_id,department_id,department_risk_score_normalized,department_priority_tier,urgency_level,rank_within_hospital,dominant_kpi_id,dominant_kpi_name,dominant_driver_reason,secondary_driver_1,secondary_driver_2,assessable_kpi_count,provisional_risk_flag,confidence_level,evidence_pack_id,engine_run_id,processed_at
2026-07-29,HOSP-001,DEPT-OPC,39.6806,Elevated,Review Soon,7,kpi_004,Average Patient Waiting Time,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_005,kpi_006,5,True,Moderate,DEP-EP-38ED3BA01339,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-29,HOSP-001,DEPT-MED,37.5167,Elevated,Review Soon,8,kpi_006,Patient Satisfaction Score,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_002,4,False,Moderate,DEP-EP-2B558EC46556,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-DIAG,77.5882,Critical,Immediate Review,1,kpi_004,Average Patient Waiting Time,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_005,kpi_002,4,True,Moderate,DEP-EP-333F129ABD2E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-SURG,71.3664,High,Immediate Review,2,kpi_003,Bed Occupancy Rate,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,kpi_002,kpi_006,4,True,Moderate,DEP-EP-7AF7B49E5B41,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-ED,70.5824,High,Immediate Review,3,kpi_004,Average Patient Waiting Time,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_005,5,False,Moderate,DEP-EP-395ABC6440A6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-ICU,59.93,High,Immediate Review,4,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_003,4,False,Moderate,DEP-EP-7C2D7EAC1DAA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-PEX,53.7157,Elevated,Prompt Review,5,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_006,3,False,High,DEP-EP-FD76A26827E3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-MED,39.9773,Elevated,Review Soon,6,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_002,4,True,Moderate,DEP-EP-58C17B65F4EB,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-OPC,39.6806,Elevated,Review Soon,7,kpi_004,Average Patient Waiting Time,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_005,kpi_006,5,True,Moderate,DEP-EP-2C756AC427B7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-30,HOSP-001,DEPT-ADM,10.279,Stable,Routine Monitoring,8,kpi_002,Staff Absenteeism Rate,watch=Low,kpi_001,,2,False,High,DEP-EP-19981EB8797E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-DIAG,81.2529,Critical,Immediate Review,1,kpi_004,Average Patient Waiting Time,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_006,kpi_005,5,True,Moderate,DEP-EP-B3934AE8070E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-MED,67.5796,High,Immediate Review,2,kpi_003,Bed Occupancy Rate,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,kpi_001,kpi_002,4,True,Moderate,DEP-EP-3C4CE3FBADD0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-ED,66.5015,High,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_004,kpi_005,5,True,Moderate,DEP-EP-EA9D750F393E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-ICU,62.5727,High,Immediate Review,4,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_002,4,False,Moderate,DEP-EP-9E2CD3D27F3A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-SURG,58.5211,High,Immediate Review,5,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_003,kpi_002,4,True,Moderate,DEP-EP-8841380FB3E3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-PEX,41.524,Elevated,Review Soon,6,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_006,3,False,High,DEP-EP-3227C66AC17C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-OPC,39.6806,Elevated,Review Soon,7,kpi_004,Average Patient Waiting Time,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_005,kpi_006,5,True,Moderate,DEP-EP-10D3028FBEF8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-07-31,HOSP-001,DEPT-ADM,9.981,Stable,Routine Monitoring,8,kpi_001,Staffing Level,watch=Low,kpi_002,kpi_006,3,False,High,DEP-EP-64A761BFD32D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-ICU,77.6314,Critical,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_003,kpi_002,4,True,Moderate,DEP-EP-3C5265A39242,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-MED,40.7739,Elevated,Review Soon,2,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_002,3,True,Moderate,DEP-EP-FF858A52BC40,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-SURG,32.9943,Monitor,Review Soon,3,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_001,4,True,Moderate,DEP-EP-195D60565B9D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-DIAG,20.9306,Monitor,Routine Monitoring,4,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_006,kpi_005,5,False,Moderate,DEP-EP-077F91FAE7B9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-OPC,13.1484,Stable,Routine Monitoring,5,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_005,kpi_004,5,False,Moderate,DEP-EP-CF7427A14F0E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-PEX,11.1728,Stable,Routine Monitoring,6,kpi_001,Staffing Level,watch=Low,kpi_002,,2,False,High,DEP-EP-B1A0EC02473F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-ED,11.156,Stable,Routine Monitoring,7,kpi_005,Patient Complaint Rate,watch=Low; trend=deteriorating,kpi_006,kpi_004,5,True,Moderate,DEP-EP-AA452280C528,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-01,HOSP-001,DEPT-ADM,9.981,Stable,Routine Monitoring,8,kpi_001,Staffing Level,watch=Low,kpi_002,kpi_006,3,False,High,DEP-EP-299076A735E3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-MED,75.656,Critical,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_003,kpi_001,4,True,Moderate,DEP-EP-FEA8B1D9401F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-SURG,62.8178,High,Immediate Review,2,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High,kpi_003,kpi_002,4,True,Moderate,DEP-EP-EDEDC6C9F400,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-OPC,61.0573,High,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,5,False,Moderate,DEP-EP-A48BF11F12C2,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-DIAG,39.1536,Elevated,Review Soon,4,kpi_005,Patient Complaint Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_006,kpi_001,5,True,Moderate,DEP-EP-3EAED40C0597,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-ICU,19.1576,Monitor,Prompt Review,5,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_001,kpi_006,4,False,Moderate,DEP-EP-AEA30F84CD0D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-ED,11.5135,Stable,Routine Monitoring,6,kpi_005,Patient Complaint Rate,watch=Low; trend=deteriorating,kpi_006,kpi_001,5,True,Moderate,DEP-EP-1AE6CF761071,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-PEX,11.1728,Stable,Routine Monitoring,7,kpi_001,Staffing Level,watch=Low,kpi_002,,2,False,High,DEP-EP-B61F7028ED0C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-02,HOSP-001,DEPT-ADM,6.1077,Stable,Routine Monitoring,8,kpi_002,Staff Absenteeism Rate,No current adverse indicators,kpi_006,kpi_001,3,False,High,DEP-EP-05B89028D631,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-SURG,51.6979,Elevated,Immediate Review,1,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_003,4,False,Moderate,DEP-EP-27CDB9BE8EBF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-MED,49.3047,Elevated,Prompt Review,2,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-6534EFAD62FC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-ED,36.7393,Elevated,Review Soon,3,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_005,kpi_006,5,False,Moderate,DEP-EP-2D7B6EABF968,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-ADM,35.157,Elevated,Review Soon,4,kpi_006,Patient Satisfaction Score,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_002,3,False,High,DEP-EP-73482287D34D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-PEX,35.157,Elevated,Review Soon,5,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_002,3,False,High,DEP-EP-D60CD2CA2790,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-ICU,22.2234,Monitor,Prompt Review,6,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_001,kpi_003,3,False,Moderate,DEP-EP-43CAD05BC5A5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-OPC,18.3409,Monitor,Routine Monitoring,7,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_004,kpi_005,5,False,Moderate,DEP-EP-0BF01CA12F48,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-03,HOSP-001,DEPT-DIAG,11.871,Stable,Routine Monitoring,8,kpi_005,Patient Complaint Rate,watch=Low; trend=deteriorating,kpi_006,kpi_001,5,True,Moderate,DEP-EP-76C4A5795E6A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-DIAG,56.6116,High,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High,kpi_005,kpi_002,5,True,Moderate,DEP-EP-202B019E0470,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-ICU,37.6664,Elevated,Prompt Review,2,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_002,4,True,Moderate,DEP-EP-998DF8686D5E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-ED,44.5272,Elevated,Review Soon,3,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_004,3,False,High,DEP-EP-90D225FF5E05,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-MED,36.17,Elevated,Review Soon,4,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,4,True,Moderate,DEP-EP-93553C8FB2ED,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-OPC,33.4984,Monitor,Review Soon,5,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_004,5,False,Moderate,DEP-EP-D62B3C2A413E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-SURG,13.5712,Stable,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_003,kpi_001,3,False,Moderate,DEP-EP-DF3A47538A3F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-PEX,9.6831,Stable,Routine Monitoring,7,kpi_006,Patient Satisfaction Score,watch=Low,kpi_002,kpi_001,3,False,High,DEP-EP-596D8382A725,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-04,HOSP-001,DEPT-ADM,6.1077,Stable,Routine Monitoring,8,kpi_001,Staffing Level,No current adverse indicators,kpi_006,kpi_002,3,False,High,DEP-EP-5920441F59CC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-PEX,73.5764,High,Immediate Review,1,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_001,kpi_002,3,False,High,DEP-EP-30BB144587B5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-DIAG,56.9692,High,Immediate Review,2,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High,kpi_005,kpi_002,5,True,Moderate,DEP-EP-C62F34DB94D3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-ED,51.5475,Elevated,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_001,kpi_004,5,False,Moderate,DEP-EP-DF0CA155D403,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-OPC,47.2632,Elevated,Prompt Review,4,kpi_006,Patient Satisfaction Score,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_004,kpi_001,5,False,Moderate,DEP-EP-D56F98B1BCFA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-ICU,34.5119,Monitor,Prompt Review,5,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,3,True,Moderate,DEP-EP-54BB3D9DAA0E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-MED,19.9672,Monitor,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-C6A5F70DFF26,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-SURG,12.658,Stable,Routine Monitoring,7,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_003,kpi_002,4,False,Moderate,DEP-EP-A17A2B7D00C6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-05,HOSP-001,DEPT-ADM,6.1077,Stable,Routine Monitoring,8,kpi_001,Staffing Level,No current adverse indicators,kpi_006,kpi_002,3,False,High,DEP-EP-43BA783C5B80,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-PEX,54.97,Elevated,Immediate Review,1,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_001,kpi_002,3,False,High,DEP-EP-EB231C632EA4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-DIAG,49.0657,Elevated,Prompt Review,2,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_005,kpi_004,5,True,Moderate,DEP-EP-35CB02D9B6B0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-ICU,15.4117,Monitor,Prompt Review,3,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_003,kpi_006,4,False,Moderate,DEP-EP-9E7005D2741C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-MED,20.7962,Monitor,Routine Monitoring,4,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-DD4A7C917B27,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-OPC,12.3148,Stable,Routine Monitoring,5,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_001,kpi_004,5,False,Moderate,DEP-EP-244792397A5E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-ADM,9.3851,Stable,Routine Monitoring,6,kpi_006,Patient Satisfaction Score,watch=Low,kpi_002,kpi_001,3,False,High,DEP-EP-8B3C13D4355C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-SURG,9.365,Stable,Routine Monitoring,7,kpi_003,Bed Occupancy Rate,watch=Low,kpi_006,kpi_002,4,True,Moderate,DEP-EP-5BFAB7BFC685,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-06,HOSP-001,DEPT-ED,5.6051,Stable,Routine Monitoring,8,kpi_001,Staffing Level,No current adverse indicators,kpi_006,kpi_002,5,False,Moderate,DEP-EP-2330996D8115,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-MED,38.6667,Elevated,Review Soon,1,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,3,True,Moderate,DEP-EP-7E2372DD3DB6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-ICU,34.3026,Monitor,Prompt Review,2,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,4,True,Moderate,DEP-EP-E17632257A64,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-DIAG,19.4912,Monitor,Routine Monitoring,3,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_004,kpi_002,3,False,High,DEP-EP-3B8CB4F69642,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-PEX,12.6386,Stable,Routine Monitoring,4,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-6EB3732D79FB,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-OPC,12.3148,Stable,Routine Monitoring,5,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_002,kpi_004,5,False,Moderate,DEP-EP-F1C1A95CC7A3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-SURG,12.0398,Stable,Routine Monitoring,6,kpi_003,Bed Occupancy Rate,watch=Low,kpi_006,kpi_002,4,True,Moderate,DEP-EP-F0711B138369,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-ADM,9.981,Stable,Routine Monitoring,7,kpi_006,Patient Satisfaction Score,watch=Low,kpi_001,kpi_002,3,False,High,DEP-EP-9F82A45BF953,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-07,HOSP-001,DEPT-ED,9.0017,Stable,Routine Monitoring,8,kpi_001,Staffing Level,watch=Low,kpi_004,kpi_006,5,False,Moderate,DEP-EP-2EFE63470EC1,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-OPC,44.4365,Elevated,Immediate Review,1,kpi_005,Patient Complaint Rate,threshold=Red; breach=Provisional Breach; watch=High,kpi_006,kpi_004,5,True,Moderate,DEP-EP-0668F3BF47D7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-MED,40.3709,Elevated,Review Soon,2,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_003,4,False,Moderate,DEP-EP-2F9B16A180ED,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-ICU,18.987,Monitor,Prompt Review,3,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_003,kpi_006,4,False,Moderate,DEP-EP-0453F3657F64,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-PEX,19.7892,Monitor,Routine Monitoring,4,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-A8603206463B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-DIAG,19.1078,Monitor,Routine Monitoring,5,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_004,kpi_002,5,False,Moderate,DEP-EP-99A67E9E23B9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-ADM,10.5769,Stable,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Low,kpi_006,kpi_001,3,False,High,DEP-EP-7D18DD7BF9F0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-SURG,9.8961,Stable,Routine Monitoring,7,kpi_003,Bed Occupancy Rate,No current adverse indicators,kpi_001,kpi_002,3,True,Moderate,DEP-EP-10E8104994E1,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-08,HOSP-001,DEPT-ED,6.3202,Stable,Routine Monitoring,8,kpi_001,Staffing Level,No current adverse indicators,kpi_002,kpi_004,5,False,Moderate,DEP-EP-613A94F066F1,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-ICU,56.0806,High,Immediate Review,1,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_003,4,False,Moderate,DEP-EP-FC42E49ABADD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-ADM,55.8638,High,Immediate Review,2,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_001,kpi_002,3,False,High,DEP-EP-F9CB1E4E6A78,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-SURG,36.3901,Elevated,Review Soon,3,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_002,4,True,Moderate,DEP-EP-0445D659074E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-OPC,33.8559,Monitor,Review Soon,4,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_002,5,False,Moderate,DEP-EP-5E8722AB7A9C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-MED,22.163,Monitor,Routine Monitoring,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_003,4,False,Moderate,DEP-EP-33F88B31EAEF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-PEX,19.7892,Monitor,Routine Monitoring,6,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-11C93C9666B0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-DIAG,19.1078,Monitor,Routine Monitoring,7,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_004,kpi_002,5,False,Moderate,DEP-EP-898F0AB88F94,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-09,HOSP-001,DEPT-ED,5.9626,Stable,Routine Monitoring,8,kpi_001,Staffing Level,No current adverse indicators,kpi_004,kpi_006,5,False,Moderate,DEP-EP-3F195781C5EB,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-10,HOSP-001,DEPT-DIAG,70.4626,High,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,4,True,Moderate,DEP-EP-95326ADD6729,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-10,HOSP-001,DEPT-ICU,52.0584,Elevated,Immediate Review,2,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_003,4,False,Moderate,DEP-EP-E096AE73A6D5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-10,HOSP-001,DEPT-MED,35.2761,Elevated,Review Soon,3,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,4,True,Moderate,DEP-EP-01583AA4FB36,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-08-10,HOSP-001,DEPT-OPC,18.3927,Monitor,Routine Monitoring,4,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_002,kpi_004,5,False,Moderate,DEP-EP-DB36D0D5D223,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
