watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,evidence_record_id,source_kpi_record_id,source_threshold_record_id,engine_run_id,processed_at
WCH-4BED88B957ED4784,IKPI-kpi_001-HOSP-001-DEPT-MED-20260718,HOSP-001,DEPT-MED,2026-07-18,kpi_001,EVD-7FB56FCE3A3A4509,AKPI-kpi_001-HOSP-001-DEPT-MED-20260718,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-88335C2456844B7A,IKPI-kpi_001-HOSP-001-DEPT-MED-20260719,HOSP-001,DEPT-MED,2026-07-19,kpi_001,EVD-A91E8B1AF3D94662,AKPI-kpi_001-HOSP-001-DEPT-MED-20260719,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-81DD3DA2DF4D4061,IKPI-kpi_001-HOSP-001-DEPT-MED-20260720,HOSP-001,DEPT-MED,2026-07-20,kpi_001,EVD-E340EC99897645C4,AKPI-kpi_001-HOSP-001-DEPT-MED-20260720,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5B2751CE0F144D9C,IKPI-kpi_001-HOSP-001-DEPT-MED-20260721,HOSP-001,DEPT-MED,2026-07-21,kpi_001,EVD-DC91936C9C7C4349,AKPI-kpi_001-HOSP-001-DEPT-MED-20260721,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6273EA9685D84D21,IKPI-kpi_001-HOSP-001-DEPT-MED-20260722,HOSP-001,DEPT-MED,2026-07-22,kpi_001,EVD-496D0E79871642A4,AKPI-kpi_001-HOSP-001-DEPT-MED-20260722,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7B3BBA4136C44AFB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260723,HOSP-001,DEPT-MED,2026-07-23,kpi_001,EVD-FF88537B6481457C,AKPI-kpi_001-HOSP-001-DEPT-MED-20260723,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BAC2BF2D58C04332,IKPI-kpi_001-HOSP-001-DEPT-MED-20260724,HOSP-001,DEPT-MED,2026-07-24,kpi_001,EVD-E13FE036FA8A4CF4,AKPI-kpi_001-HOSP-001-DEPT-MED-20260724,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-80D6A02BECF64F74,IKPI-kpi_001-HOSP-001-DEPT-MED-20260725,HOSP-001,DEPT-MED,2026-07-25,kpi_001,EVD-B4E610ECCDC6401E,AKPI-kpi_001-HOSP-001-DEPT-MED-20260725,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EE810FAA1FE44CB6,IKPI-kpi_001-HOSP-001-DEPT-MED-20260726,HOSP-001,DEPT-MED,2026-07-26,kpi_001,EVD-1EA17A1670524405,AKPI-kpi_001-HOSP-001-DEPT-MED-20260726,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A55B875D8D08497B,IKPI-kpi_001-HOSP-001-DEPT-MED-20260727,HOSP-001,DEPT-MED,2026-07-27,kpi_001,EVD-AA3CBD2DD3854CB6,AKPI-kpi_001-HOSP-001-DEPT-MED-20260727,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E943ECC88D234DA4,IKPI-kpi_001-HOSP-001-DEPT-MED-20260728,HOSP-001,DEPT-MED,2026-07-28,kpi_001,EVD-DF03299B0EDA4C15,AKPI-kpi_001-HOSP-001-DEPT-MED-20260728,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4F714EE0120D47AB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260729,HOSP-001,DEPT-MED,2026-07-29,kpi_001,EVD-D0E3578C6E9E4796,AKPI-kpi_001-HOSP-001-DEPT-MED-20260729,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-64FCA64433A14276,IKPI-kpi_001-HOSP-001-DEPT-MED-20260730,HOSP-001,DEPT-MED,2026-07-30,kpi_001,EVD-244864DF70F441CD,AKPI-kpi_001-HOSP-001-DEPT-MED-20260730,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E1017E04FE3D425D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260731,HOSP-001,DEPT-MED,2026-07-31,kpi_001,EVD-4671582FD3244923,AKPI-kpi_001-HOSP-001-DEPT-MED-20260731,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9C6814AD2AD94164,IKPI-kpi_001-HOSP-001-DEPT-MED-20260801,HOSP-001,DEPT-MED,2026-08-01,kpi_001,EVD-DDA192B42D624CA3,AKPI-kpi_001-HOSP-001-DEPT-MED-20260801,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-11196649292E47EA,IKPI-kpi_001-HOSP-001-DEPT-MED-20260802,HOSP-001,DEPT-MED,2026-08-02,kpi_001,EVD-86FD2E06713C44AC,AKPI-kpi_001-HOSP-001-DEPT-MED-20260802,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3824A5498F674BE2,IKPI-kpi_001-HOSP-001-DEPT-MED-20260803,HOSP-001,DEPT-MED,2026-08-03,kpi_001,EVD-0531CC402C8B4755,AKPI-kpi_001-HOSP-001-DEPT-MED-20260803,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E78108E234A746C0,IKPI-kpi_001-HOSP-001-DEPT-MED-20260804,HOSP-001,DEPT-MED,2026-08-04,kpi_001,EVD-51FFAC551F7D4424,AKPI-kpi_001-HOSP-001-DEPT-MED-20260804,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5E6E629DAA864CD5,IKPI-kpi_001-HOSP-001-DEPT-MED-20260805,HOSP-001,DEPT-MED,2026-08-05,kpi_001,EVD-904C0F1CAAF54F56,AKPI-kpi_001-HOSP-001-DEPT-MED-20260805,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5759277FB8374687,IKPI-kpi_001-HOSP-001-DEPT-MED-20260806,HOSP-001,DEPT-MED,2026-08-06,kpi_001,EVD-C6C973498EBA4FFA,AKPI-kpi_001-HOSP-001-DEPT-MED-20260806,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-47C44A1890ED4F4D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260807,HOSP-001,DEPT-MED,2026-08-07,kpi_001,EVD-11B23B1DEED94299,AKPI-kpi_001-HOSP-001-DEPT-MED-20260807,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AF91F87F1B3145AA,IKPI-kpi_001-HOSP-001-DEPT-MED-20260808,HOSP-001,DEPT-MED,2026-08-08,kpi_001,EVD-DF10F6C938F346F6,AKPI-kpi_001-HOSP-001-DEPT-MED-20260808,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EF0E9677E7344E1D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260809,HOSP-001,DEPT-MED,2026-08-09,kpi_001,EVD-8222332435714A36,AKPI-kpi_001-HOSP-001-DEPT-MED-20260809,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A56D127A573A4780,IKPI-kpi_001-HOSP-001-DEPT-MED-20260810,HOSP-001,DEPT-MED,2026-08-10,kpi_001,EVD-5A34A4A6739B46D5,AKPI-kpi_001-HOSP-001-DEPT-MED-20260810,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D37A1C76A7F443AA,IKPI-kpi_001-HOSP-001-DEPT-MED-20260811,HOSP-001,DEPT-MED,2026-08-11,kpi_001,EVD-4562C9D9F5624F14,AKPI-kpi_001-HOSP-001-DEPT-MED-20260811,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-71C219AD39AA4153,IKPI-kpi_001-HOSP-001-DEPT-MED-20260812,HOSP-001,DEPT-MED,2026-08-12,kpi_001,EVD-868B511CA9AE407F,AKPI-kpi_001-HOSP-001-DEPT-MED-20260812,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3218A442E79F4820,IKPI-kpi_001-HOSP-001-DEPT-MED-20260813,HOSP-001,DEPT-MED,2026-08-13,kpi_001,EVD-04876D510A7E4B1E,AKPI-kpi_001-HOSP-001-DEPT-MED-20260813,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-ECFA49C78D264BDD,IKPI-kpi_001-HOSP-001-DEPT-MED-20260814,HOSP-001,DEPT-MED,2026-08-14,kpi_001,EVD-999EF0099B8744EB,AKPI-kpi_001-HOSP-001-DEPT-MED-20260814,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DD760C6A6E144B22,IKPI-kpi_001-HOSP-001-DEPT-MED-20260815,HOSP-001,DEPT-MED,2026-08-15,kpi_001,EVD-07B6C654D309496C,AKPI-kpi_001-HOSP-001-DEPT-MED-20260815,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E10DA6516C0B491D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260816,HOSP-001,DEPT-MED,2026-08-16,kpi_001,EVD-8CC8FA21C0134B40,AKPI-kpi_001-HOSP-001-DEPT-MED-20260816,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-821CC13C4A174D32,IKPI-kpi_001-HOSP-001-DEPT-MED-20260817,HOSP-001,DEPT-MED,2026-08-17,kpi_001,EVD-9B64186ACE0C4235,AKPI-kpi_001-HOSP-001-DEPT-MED-20260817,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E571E309DABF480D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260818,HOSP-001,DEPT-MED,2026-08-18,kpi_001,EVD-3681F934D60B4798,AKPI-kpi_001-HOSP-001-DEPT-MED-20260818,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2F89D37351754908,IKPI-kpi_001-HOSP-001-DEPT-MED-20260819,HOSP-001,DEPT-MED,2026-08-19,kpi_001,EVD-6EC7395B0DB64943,AKPI-kpi_001-HOSP-001-DEPT-MED-20260819,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-86B8EBCADFA4478D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260820,HOSP-001,DEPT-MED,2026-08-20,kpi_001,EVD-286B28CB02904BFF,AKPI-kpi_001-HOSP-001-DEPT-MED-20260820,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D578A0D05F8E4D38,IKPI-kpi_001-HOSP-001-DEPT-MED-20260821,HOSP-001,DEPT-MED,2026-08-21,kpi_001,EVD-E0A5C4D7C2CF4E7D,AKPI-kpi_001-HOSP-001-DEPT-MED-20260821,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-305C996DEB844584,IKPI-kpi_001-HOSP-001-DEPT-MED-20260822,HOSP-001,DEPT-MED,2026-08-22,kpi_001,EVD-79487073718A435C,AKPI-kpi_001-HOSP-001-DEPT-MED-20260822,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-67D97CE64A3E4E33,IKPI-kpi_001-HOSP-001-DEPT-MED-20260823,HOSP-001,DEPT-MED,2026-08-23,kpi_001,EVD-8792CE30A80C4869,AKPI-kpi_001-HOSP-001-DEPT-MED-20260823,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2BACF4D507824D29,IKPI-kpi_001-HOSP-001-DEPT-MED-20260824,HOSP-001,DEPT-MED,2026-08-24,kpi_001,EVD-0A98691E38734843,AKPI-kpi_001-HOSP-001-DEPT-MED-20260824,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8B04B27039CD4F95,IKPI-kpi_001-HOSP-001-DEPT-MED-20260825,HOSP-001,DEPT-MED,2026-08-25,kpi_001,EVD-79F478874DCE4224,AKPI-kpi_001-HOSP-001-DEPT-MED-20260825,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0428110EBE764F96,IKPI-kpi_001-HOSP-001-DEPT-MED-20260826,HOSP-001,DEPT-MED,2026-08-26,kpi_001,EVD-5AF8578600C5491E,AKPI-kpi_001-HOSP-001-DEPT-MED-20260826,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0A1DD63A451E4065,IKPI-kpi_001-HOSP-001-DEPT-MED-20260827,HOSP-001,DEPT-MED,2026-08-27,kpi_001,EVD-5A865E39BA1240E2,AKPI-kpi_001-HOSP-001-DEPT-MED-20260827,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FE649ADBDCDE4CBB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260828,HOSP-001,DEPT-MED,2026-08-28,kpi_001,EVD-F872CC6112A645C3,AKPI-kpi_001-HOSP-001-DEPT-MED-20260828,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6A16E2B5B56D44CC,IKPI-kpi_001-HOSP-001-DEPT-MED-20260829,HOSP-001,DEPT-MED,2026-08-29,kpi_001,EVD-FBAF4B48914D43D0,AKPI-kpi_001-HOSP-001-DEPT-MED-20260829,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B27C286F47244591,IKPI-kpi_001-HOSP-001-DEPT-MED-20260830,HOSP-001,DEPT-MED,2026-08-30,kpi_001,EVD-6FC54AA019704BDD,AKPI-kpi_001-HOSP-001-DEPT-MED-20260830,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-113999CEDE504051,IKPI-kpi_001-HOSP-001-DEPT-MED-20260831,HOSP-001,DEPT-MED,2026-08-31,kpi_001,EVD-EEC7C589885C4CB4,AKPI-kpi_001-HOSP-001-DEPT-MED-20260831,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A2DA7E9E820543BE,IKPI-kpi_001-HOSP-001-DEPT-MED-20260901,HOSP-001,DEPT-MED,2026-09-01,kpi_001,EVD-D7353B43C4C14C91,AKPI-kpi_001-HOSP-001-DEPT-MED-20260901,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EF2929AFEFF04ECF,IKPI-kpi_001-HOSP-001-DEPT-MED-20260902,HOSP-001,DEPT-MED,2026-09-02,kpi_001,EVD-C8F956470C9D4402,AKPI-kpi_001-HOSP-001-DEPT-MED-20260902,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E015082227904285,IKPI-kpi_001-HOSP-001-DEPT-MED-20260903,HOSP-001,DEPT-MED,2026-09-03,kpi_001,EVD-033B7DC0D14648C9,AKPI-kpi_001-HOSP-001-DEPT-MED-20260903,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EBADE9355D2A4275,IKPI-kpi_001-HOSP-001-DEPT-MED-20260904,HOSP-001,DEPT-MED,2026-09-04,kpi_001,EVD-AC8A794E9ACD47F2,AKPI-kpi_001-HOSP-001-DEPT-MED-20260904,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-93D1B03782F44979,IKPI-kpi_001-HOSP-001-DEPT-MED-20260905,HOSP-001,DEPT-MED,2026-09-05,kpi_001,EVD-E2EAC772CA124D11,AKPI-kpi_001-HOSP-001-DEPT-MED-20260905,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F2EC73D6529F4538,IKPI-kpi_001-HOSP-001-DEPT-MED-20260906,HOSP-001,DEPT-MED,2026-09-06,kpi_001,EVD-5BDB98067B424763,AKPI-kpi_001-HOSP-001-DEPT-MED-20260906,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C7D529E402C34D3E,IKPI-kpi_001-HOSP-001-DEPT-MED-20260907,HOSP-001,DEPT-MED,2026-09-07,kpi_001,EVD-706EE8AF20984AD5,AKPI-kpi_001-HOSP-001-DEPT-MED-20260907,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0F5F7EE855F5450B,IKPI-kpi_001-HOSP-001-DEPT-MED-20260908,HOSP-001,DEPT-MED,2026-09-08,kpi_001,EVD-1A749DF033E948C0,AKPI-kpi_001-HOSP-001-DEPT-MED-20260908,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D4F658E193BD4BC0,IKPI-kpi_001-HOSP-001-DEPT-MED-20260909,HOSP-001,DEPT-MED,2026-09-09,kpi_001,EVD-E919B6EC1C13481A,AKPI-kpi_001-HOSP-001-DEPT-MED-20260909,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3FFD1C24CD7E49EB,IKPI-kpi_001-HOSP-001-DEPT-MED-20260910,HOSP-001,DEPT-MED,2026-09-10,kpi_001,EVD-93DA45238B9546FB,AKPI-kpi_001-HOSP-001-DEPT-MED-20260910,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-63F6D9551B834C80,IKPI-kpi_001-HOSP-001-DEPT-MED-20260911,HOSP-001,DEPT-MED,2026-09-11,kpi_001,EVD-5E8D94D924704712,AKPI-kpi_001-HOSP-001-DEPT-MED-20260911,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-67AB9D8D1B434D95,IKPI-kpi_001-HOSP-001-DEPT-MED-20260912,HOSP-001,DEPT-MED,2026-09-12,kpi_001,EVD-762D157C65334F90,AKPI-kpi_001-HOSP-001-DEPT-MED-20260912,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-17B53132A2964D5E,IKPI-kpi_001-HOSP-001-DEPT-MED-20260913,HOSP-001,DEPT-MED,2026-09-13,kpi_001,EVD-0F38BBD05A0D4653,AKPI-kpi_001-HOSP-001-DEPT-MED-20260913,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C06DBDFDD84A41F0,IKPI-kpi_001-HOSP-001-DEPT-MED-20260914,HOSP-001,DEPT-MED,2026-09-14,kpi_001,EVD-0AE704F118DA48CC,AKPI-kpi_001-HOSP-001-DEPT-MED-20260914,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D7697237C77A4A0D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260915,HOSP-001,DEPT-MED,2026-09-15,kpi_001,EVD-D94FC5B9DD9E414B,AKPI-kpi_001-HOSP-001-DEPT-MED-20260915,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-04CAD8FE23AC4D70,IKPI-kpi_001-HOSP-001-DEPT-MED-20260916,HOSP-001,DEPT-MED,2026-09-16,kpi_001,EVD-F98974E88D144B0B,AKPI-kpi_001-HOSP-001-DEPT-MED-20260916,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A1ED5FE9C9AE4C03,IKPI-kpi_001-HOSP-001-DEPT-MED-20260917,HOSP-001,DEPT-MED,2026-09-17,kpi_001,EVD-744AF49A135C465B,AKPI-kpi_001-HOSP-001-DEPT-MED-20260917,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BBA2ABF49D9E4AF0,IKPI-kpi_001-HOSP-001-DEPT-MED-20260918,HOSP-001,DEPT-MED,2026-09-18,kpi_001,EVD-9FDA9E2222104785,AKPI-kpi_001-HOSP-001-DEPT-MED-20260918,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-292BC86B838847B0,IKPI-kpi_001-HOSP-001-DEPT-MED-20260919,HOSP-001,DEPT-MED,2026-09-19,kpi_001,EVD-F8CA7754487C4C30,AKPI-kpi_001-HOSP-001-DEPT-MED-20260919,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-67F74FF4110E40A1,IKPI-kpi_001-HOSP-001-DEPT-MED-20260920,HOSP-001,DEPT-MED,2026-09-20,kpi_001,EVD-DDA74DD5DF3F49AF,AKPI-kpi_001-HOSP-001-DEPT-MED-20260920,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6ED9D97F2C45465F,IKPI-kpi_001-HOSP-001-DEPT-MED-20260921,HOSP-001,DEPT-MED,2026-09-21,kpi_001,EVD-38077B716F7F46B8,AKPI-kpi_001-HOSP-001-DEPT-MED-20260921,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F3CA10BBCEAF454E,IKPI-kpi_001-HOSP-001-DEPT-MED-20260922,HOSP-001,DEPT-MED,2026-09-22,kpi_001,EVD-3B0D148561EA4C98,AKPI-kpi_001-HOSP-001-DEPT-MED-20260922,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A5D748C9D7ED46FA,IKPI-kpi_001-HOSP-001-DEPT-MED-20260923,HOSP-001,DEPT-MED,2026-09-23,kpi_001,EVD-833CA25B2FD04C17,AKPI-kpi_001-HOSP-001-DEPT-MED-20260923,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2E34935FFA2C4878,IKPI-kpi_001-HOSP-001-DEPT-MED-20260924,HOSP-001,DEPT-MED,2026-09-24,kpi_001,EVD-5665F5E2774847A5,AKPI-kpi_001-HOSP-001-DEPT-MED-20260924,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F6F33C693951464E,IKPI-kpi_001-HOSP-001-DEPT-MED-20260925,HOSP-001,DEPT-MED,2026-09-25,kpi_001,EVD-BE81CED9F3C34CD3,AKPI-kpi_001-HOSP-001-DEPT-MED-20260925,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BA9A20770584466D,IKPI-kpi_001-HOSP-001-DEPT-MED-20260926,HOSP-001,DEPT-MED,2026-09-26,kpi_001,EVD-F13BF82AF98A4862,AKPI-kpi_001-HOSP-001-DEPT-MED-20260926,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DA446EF4BEA94737,IKPI-kpi_001-HOSP-001-DEPT-MED-20260927,HOSP-001,DEPT-MED,2026-09-27,kpi_001,EVD-91AC6A0DC53E4C5C,AKPI-kpi_001-HOSP-001-DEPT-MED-20260927,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6E0FD19F56A4467B,IKPI-kpi_001-HOSP-001-DEPT-MED-20260928,HOSP-001,DEPT-MED,2026-09-28,kpi_001,EVD-D26728314F804904,AKPI-kpi_001-HOSP-001-DEPT-MED-20260928,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A548E49854F04722,IKPI-kpi_001-HOSP-001-DEPT-MED-20260929,HOSP-001,DEPT-MED,2026-09-29,kpi_001,EVD-C4D3486A865C435F,AKPI-kpi_001-HOSP-001-DEPT-MED-20260929,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-00FF8196051A4690,IKPI-kpi_001-HOSP-001-DEPT-MED-20260930,HOSP-001,DEPT-MED,2026-09-30,kpi_001,EVD-D66E011A8A214D24,AKPI-kpi_001-HOSP-001-DEPT-MED-20260930,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D6F1D993358D4E0B,IKPI-kpi_001-HOSP-001-DEPT-MED-20261001,HOSP-001,DEPT-MED,2026-10-01,kpi_001,EVD-0CC60A6E94184047,AKPI-kpi_001-HOSP-001-DEPT-MED-20261001,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3B526313B82C4237,IKPI-kpi_001-HOSP-001-DEPT-MED-20261002,HOSP-001,DEPT-MED,2026-10-02,kpi_001,EVD-47917D12770748AF,AKPI-kpi_001-HOSP-001-DEPT-MED-20261002,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DB775C4E66AB424D,IKPI-kpi_001-HOSP-001-DEPT-MED-20261003,HOSP-001,DEPT-MED,2026-10-03,kpi_001,EVD-7AE3398874A340D6,AKPI-kpi_001-HOSP-001-DEPT-MED-20261003,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-72875FB5E22A43FB,IKPI-kpi_001-HOSP-001-DEPT-MED-20261004,HOSP-001,DEPT-MED,2026-10-04,kpi_001,EVD-ECB7DC5A29A8412E,AKPI-kpi_001-HOSP-001-DEPT-MED-20261004,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-37CC8899093B47AC,IKPI-kpi_001-HOSP-001-DEPT-MED-20261005,HOSP-001,DEPT-MED,2026-10-05,kpi_001,EVD-74614C3E4A774EFB,AKPI-kpi_001-HOSP-001-DEPT-MED-20261005,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-350A52FB2BA248A0,IKPI-kpi_001-HOSP-001-DEPT-MED-20261006,HOSP-001,DEPT-MED,2026-10-06,kpi_001,EVD-C4DE4F56B0D74386,AKPI-kpi_001-HOSP-001-DEPT-MED-20261006,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-531AA0CDBE99427D,IKPI-kpi_001-HOSP-001-DEPT-MED-20261007,HOSP-001,DEPT-MED,2026-10-07,kpi_001,EVD-72066A221C7545B8,AKPI-kpi_001-HOSP-001-DEPT-MED-20261007,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D6187E17E8D342DD,IKPI-kpi_001-HOSP-001-DEPT-MED-20261008,HOSP-001,DEPT-MED,2026-10-08,kpi_001,EVD-3B2B919B2FB04C38,AKPI-kpi_001-HOSP-001-DEPT-MED-20261008,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3CA2EA94CD1546F9,IKPI-kpi_001-HOSP-001-DEPT-MED-20261009,HOSP-001,DEPT-MED,2026-10-09,kpi_001,EVD-63702AF671DF4EA9,AKPI-kpi_001-HOSP-001-DEPT-MED-20261009,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-085CBC0C3BB344E1,IKPI-kpi_001-HOSP-001-DEPT-MED-20261010,HOSP-001,DEPT-MED,2026-10-10,kpi_001,EVD-94A503515C264BEA,AKPI-kpi_001-HOSP-001-DEPT-MED-20261010,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F11F03275CFA49C4,IKPI-kpi_001-HOSP-001-DEPT-MED-20261011,HOSP-001,DEPT-MED,2026-10-11,kpi_001,EVD-8718C41D510C444B,AKPI-kpi_001-HOSP-001-DEPT-MED-20261011,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
