baseline_id,approval_package_id,episode_id,scenario_template_id,hospital_id,department_id,episode_start_date,episode_end_date,dominant_kpi_id,dominant_kpi_name,baseline_kpi_value,baseline_kpi_unit,supporting_kpi_values_json,baseline_required_staff,baseline_available_staff,baseline_staffing_coverage_pct,baseline_absenteeism_rate,baseline_avg_wait_min,baseline_arrivals,baseline_service_capacity,source_file_list,source_record_id_list,baseline_observation_count,baseline_data_completeness,baseline_confidence,baseline_provisional_flag,baseline_contradiction_severity,baseline_status,baseline_created_at,baseline_version,baseline_aggregation_method,baseline_reference_date,baseline_window_start,baseline_window_end
BL-3661351528228246,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,EP-HOSP-001-DEPT-OPC-kpi_001-20260107,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-01-07,2026-01-07,kpi_001,Staffing Level,70.0,Percent,{},10.0,7.0,70.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260107,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.337419,2C-2C-1.0,episode-period mean,2026-01-07,2026-01-07,2026-01-07
BL-CCE9DACA8394BB1B,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,EP-HOSP-001-DEPT-OPC-kpi_001-20260107,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-01-07,2026-01-07,kpi_001,Staffing Level,70.0,Percent,{},10.0,7.0,70.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260107,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.354699,2C-2C-1.0,episode-period mean,2026-01-07,2026-01-07,2026-01-07
BL-6A57E968F354C547,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,EP-HOSP-001-DEPT-OPC-kpi_001-20260107,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-01-07,2026-01-07,kpi_001,Staffing Level,70.0,Percent,{},10.0,7.0,70.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260107,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.374402,2C-2C-1.0,episode-period mean,2026-01-07,2026-01-07,2026-01-07
BL-2372364812028581,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,EP-HOSP-001-DEPT-OPC-kpi_001-20260122,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-01-22,2026-01-22,kpi_001,Staffing Level,83.33333333333334,Percent,{},12.0,10.0,83.33333333333334,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260122,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.398792,2C-2C-1.0,episode-period mean,2026-01-22,2026-01-22,2026-01-22
BL-30F8F80A983C578F,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,EP-HOSP-001-DEPT-OPC-kpi_001-20260122,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-01-22,2026-01-22,kpi_001,Staffing Level,83.33333333333334,Percent,{},12.0,10.0,83.33333333333334,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260122,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.418099,2C-2C-1.0,episode-period mean,2026-01-22,2026-01-22,2026-01-22
BL-4FFFBFCC3FAA6FA1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,EP-HOSP-001-DEPT-OPC-kpi_001-20260122,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-01-22,2026-01-22,kpi_001,Staffing Level,83.33333333333334,Percent,{},12.0,10.0,83.33333333333334,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260122,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.442354,2C-2C-1.0,episode-period mean,2026-01-22,2026-01-22,2026-01-22
BL-8479B65802C520CB,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,EP-HOSP-001-DEPT-OPC-kpi_001-20260305,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-03-05,2026-03-08,kpi_001,Staffing Level,81.94444444444444,Percent,{},10.5,8.5,81.94444444444444,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260305,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260306,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260307,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260308",8,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.472455,2C-2C-1.0,episode-period mean,2026-03-08,2026-03-05,2026-03-08
BL-0620D073F955070B,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,EP-HOSP-001-DEPT-OPC-kpi_001-20260305,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-03-05,2026-03-08,kpi_001,Staffing Level,81.94444444444444,Percent,{},10.5,8.5,81.94444444444444,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260305,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260306,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260307,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260308",8,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.499540,2C-2C-1.0,episode-period mean,2026-03-08,2026-03-05,2026-03-08
BL-D85D54D75B5F1EC7,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,EP-HOSP-001-DEPT-OPC-kpi_001-20260305,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-03-05,2026-03-08,kpi_001,Staffing Level,81.94444444444444,Percent,{},10.5,8.5,81.94444444444444,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260305,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260306,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260307,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260308",8,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.525751,2C-2C-1.0,episode-period mean,2026-03-08,2026-03-05,2026-03-08
BL-1140749069D8D377,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-03-14,2026-03-15,kpi_001,Staffing Level,77.74725274725276,Percent,{},13.5,10.5,77.74725274725276,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260314,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260315",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.555474,2C-2C-1.0,episode-period mean,2026-03-15,2026-03-14,2026-03-15
BL-4252681C47EC5144,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-03-14,2026-03-15,kpi_001,Staffing Level,77.74725274725276,Percent,{},13.5,10.5,77.74725274725276,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260314,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260315",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.592075,2C-2C-1.0,episode-period mean,2026-03-15,2026-03-14,2026-03-15
BL-FD947CAC0689AEA3,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-03-14,2026-03-15,kpi_001,Staffing Level,77.74725274725276,Percent,{},13.5,10.5,77.74725274725276,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260314,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260315",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.620381,2C-2C-1.0,episode-period mean,2026-03-15,2026-03-14,2026-03-15
BL-E78FD53C25AC0E44,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-03-25,2026-03-25,kpi_001,Staffing Level,83.33333333333334,Percent,{},6.0,5.0,83.33333333333334,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260325,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.639044,2C-2C-1.0,episode-period mean,2026-03-25,2026-03-25,2026-03-25
BL-019C625F78356E2C,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-03-25,2026-03-25,kpi_001,Staffing Level,83.33333333333334,Percent,{},6.0,5.0,83.33333333333334,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260325,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.658021,2C-2C-1.0,episode-period mean,2026-03-25,2026-03-25,2026-03-25
BL-A359E51F91147281,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-03-25,2026-03-25,kpi_001,Staffing Level,83.33333333333334,Percent,{},6.0,5.0,83.33333333333334,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260325,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.678338,2C-2C-1.0,episode-period mean,2026-03-25,2026-03-25,2026-03-25
BL-F868E236756EA8DC,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-03-31,2026-03-31,kpi_001,Staffing Level,71.42857142857143,Percent,{},14.0,10.0,71.42857142857143,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260331,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.694872,2C-2C-1.0,episode-period mean,2026-03-31,2026-03-31,2026-03-31
BL-E3193F8E25D0F619,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-03-31,2026-03-31,kpi_001,Staffing Level,71.42857142857143,Percent,{},14.0,10.0,71.42857142857143,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260331,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.716340,2C-2C-1.0,episode-period mean,2026-03-31,2026-03-31,2026-03-31
BL-5C765FB2AD9D0F40,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-03-31,2026-03-31,kpi_001,Staffing Level,71.42857142857143,Percent,{},14.0,10.0,71.42857142857143,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260331,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.738400,2C-2C-1.0,episode-period mean,2026-03-31,2026-03-31,2026-03-31
BL-6CE3229905C4C37E,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-04-05,2026-04-13,kpi_001,Staffing Level,83.48096348096348,Percent,{},11.777777777777779,9.777777777777779,83.48096348096348,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260405,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260406,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260407,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260408,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260409,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260410,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260411,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260412,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260413",18,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.755749,2C-2C-1.0,episode-period mean,2026-04-13,2026-04-05,2026-04-13
BL-AA7C54C98DD1D177,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-04-05,2026-04-13,kpi_001,Staffing Level,83.48096348096348,Percent,{},11.777777777777779,9.777777777777779,83.48096348096348,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260405,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260406,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260407,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260408,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260409,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260410,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260411,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260412,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260413",18,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.772378,2C-2C-1.0,episode-period mean,2026-04-13,2026-04-05,2026-04-13
BL-49010082B47CF23D,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-04-05,2026-04-13,kpi_001,Staffing Level,83.48096348096348,Percent,{},11.777777777777779,9.777777777777779,83.48096348096348,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260405,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260406,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260407,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260408,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260409,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260410,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260411,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260412,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260413",18,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.790504,2C-2C-1.0,episode-period mean,2026-04-13,2026-04-05,2026-04-13
BL-8BEBC94EF0E1BA6B,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-04-17,2026-04-17,kpi_001,Staffing Level,81.81818181818183,Percent,{},11.0,9.0,81.81818181818183,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260417,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.811822,2C-2C-1.0,episode-period mean,2026-04-17,2026-04-17,2026-04-17
BL-B2272FE31CB45E17,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-04-17,2026-04-17,kpi_001,Staffing Level,81.81818181818183,Percent,{},11.0,9.0,81.81818181818183,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260417,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.839716,2C-2C-1.0,episode-period mean,2026-04-17,2026-04-17,2026-04-17
BL-CF1CE4903BAE012D,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-04-17,2026-04-17,kpi_001,Staffing Level,81.81818181818183,Percent,{},11.0,9.0,81.81818181818183,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260417,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.869408,2C-2C-1.0,episode-period mean,2026-04-17,2026-04-17,2026-04-17
BL-38B5287806D89D1A,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-04-23,2026-04-23,kpi_001,Staffing Level,75.0,Percent,{},12.0,9.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260423,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.895730,2C-2C-1.0,episode-period mean,2026-04-23,2026-04-23,2026-04-23
BL-268F888700F2B7A1,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-04-23,2026-04-23,kpi_001,Staffing Level,75.0,Percent,{},12.0,9.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260423,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.939817,2C-2C-1.0,episode-period mean,2026-04-23,2026-04-23,2026-04-23
BL-36071D62B08CAF3B,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-04-23,2026-04-23,kpi_001,Staffing Level,75.0,Percent,{},12.0,9.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260423,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:47.989367,2C-2C-1.0,episode-period mean,2026-04-23,2026-04-23,2026-04-23
BL-A744FD30CEED2666,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-04-28,2026-05-08,kpi_001,Staffing Level,81.96581196581197,Percent,{},10.818181818181818,9.090909090909092,81.96581196581197,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260428,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260429,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260430,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260501,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260502,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260503,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260504,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260505,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260506,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260507,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260508",22,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.027845,2C-2C-1.0,episode-period mean,2026-05-08,2026-04-28,2026-05-08
BL-3928AD8BBDE8B58E,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-04-28,2026-05-08,kpi_001,Staffing Level,81.96581196581197,Percent,{},10.818181818181818,9.090909090909092,81.96581196581197,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260428,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260429,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260430,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260501,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260502,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260503,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260504,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260505,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260506,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260507,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260508",22,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.057095,2C-2C-1.0,episode-period mean,2026-05-08,2026-04-28,2026-05-08
BL-CF7523BE4F7D2781,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-04-28,2026-05-08,kpi_001,Staffing Level,81.96581196581197,Percent,{},10.818181818181818,9.090909090909092,81.96581196581197,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260428,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260429,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260430,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260501,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260502,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260503,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260504,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260505,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260506,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260507,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260508",22,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.102702,2C-2C-1.0,episode-period mean,2026-05-08,2026-04-28,2026-05-08
BL-78CE5E612B9B58BF,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-05-17,2026-05-17,kpi_001,Staffing Level,72.72727272727273,Percent,{},11.0,8.0,72.72727272727273,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260517,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.141965,2C-2C-1.0,episode-period mean,2026-05-17,2026-05-17,2026-05-17
BL-9657669AA12DB627,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-05-17,2026-05-17,kpi_001,Staffing Level,72.72727272727273,Percent,{},11.0,8.0,72.72727272727273,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260517,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.171836,2C-2C-1.0,episode-period mean,2026-05-17,2026-05-17,2026-05-17
BL-580BDC98AF42C5FB,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-05-17,2026-05-17,kpi_001,Staffing Level,72.72727272727273,Percent,{},11.0,8.0,72.72727272727273,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260517,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.221356,2C-2C-1.0,episode-period mean,2026-05-17,2026-05-17,2026-05-17
BL-E83B0DA95AD502E3,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-05-30,2026-05-30,kpi_001,Staffing Level,78.57142857142857,Percent,{},14.0,11.0,78.57142857142857,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260530,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.256175,2C-2C-1.0,episode-period mean,2026-05-30,2026-05-30,2026-05-30
BL-88FE729827A4AE38,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-05-30,2026-05-30,kpi_001,Staffing Level,78.57142857142857,Percent,{},14.0,11.0,78.57142857142857,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260530,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.285238,2C-2C-1.0,episode-period mean,2026-05-30,2026-05-30,2026-05-30
BL-58737BD37A9F174B,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-05-30,2026-05-30,kpi_001,Staffing Level,78.57142857142857,Percent,{},14.0,11.0,78.57142857142857,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260530,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.308414,2C-2C-1.0,episode-period mean,2026-05-30,2026-05-30,2026-05-30
BL-A2FC9D5B8A8AF1F9,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,EP-HOSP-001-DEPT-OPC-kpi_001-20260616,SCEN-BASE-001,HOSP-001,DEPT-OPC,2026-06-16,2026-06-18,kpi_001,Staffing Level,72.40028490028492,Percent,{},10.0,7.333333333333333,72.40028490028492,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260616,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260617,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260618",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.328167,2C-2C-1.0,episode-period mean,2026-06-18,2026-06-16,2026-06-18
BL-8E26EF7B244882DF,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,EP-HOSP-001-DEPT-OPC-kpi_001-20260616,SCEN-STAFF-001,HOSP-001,DEPT-OPC,2026-06-16,2026-06-18,kpi_001,Staffing Level,72.40028490028492,Percent,{},10.0,7.333333333333333,72.40028490028492,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260616,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260617,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260618",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.354874,2C-2C-1.0,episode-period mean,2026-06-18,2026-06-16,2026-06-18
BL-BBBDEB837201E10F,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,EP-HOSP-001-DEPT-OPC-kpi_001-20260616,SCEN-MON-001,HOSP-001,DEPT-OPC,2026-06-16,2026-06-18,kpi_001,Staffing Level,72.40028490028492,Percent,{},10.0,7.333333333333333,72.40028490028492,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-OPC-20260616,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260617,AKPI-kpi_001-HOSP-001-DEPT-OPC-20260618",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:48.378064,2C-2C-1.0,episode-period mean,2026-06-18,2026-06-16,2026-06-18
