exclusion_id,kpi_id,hospital_id,department_id,reporting_date,reason_code,reason_description,source_record_id,calculation_run_id
EXC-5B9E47D9,kpi_003,HOSP-001,DEPT-OPC,2026-10-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261022,PF-KPI-4E7933DFEF21
EXC-4AFEB705,kpi_003,HOSP-001,DEPT-OPC,2026-10-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261023,PF-KPI-4E7933DFEF21
EXC-EF616123,kpi_003,HOSP-001,DEPT-OPC,2026-10-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261024,PF-KPI-4E7933DFEF21
EXC-B85EA07C,kpi_003,HOSP-001,DEPT-OPC,2026-10-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261025,PF-KPI-4E7933DFEF21
EXC-B2915204,kpi_003,HOSP-001,DEPT-OPC,2026-10-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261026,PF-KPI-4E7933DFEF21
EXC-68BFB1C9,kpi_003,HOSP-001,DEPT-OPC,2026-10-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261027,PF-KPI-4E7933DFEF21
EXC-3640501B,kpi_003,HOSP-001,DEPT-OPC,2026-10-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261028,PF-KPI-4E7933DFEF21
EXC-104B492E,kpi_003,HOSP-001,DEPT-OPC,2026-10-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261029,PF-KPI-4E7933DFEF21
EXC-F00DD110,kpi_003,HOSP-001,DEPT-OPC,2026-10-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261030,PF-KPI-4E7933DFEF21
EXC-38088653,kpi_003,HOSP-001,DEPT-OPC,2026-10-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261031,PF-KPI-4E7933DFEF21
EXC-D37A3A2C,kpi_003,HOSP-001,DEPT-OPC,2026-11-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261101,PF-KPI-4E7933DFEF21
EXC-7E4C9D43,kpi_003,HOSP-001,DEPT-OPC,2026-11-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261102,PF-KPI-4E7933DFEF21
EXC-CFD1DE68,kpi_003,HOSP-001,DEPT-OPC,2026-11-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261103,PF-KPI-4E7933DFEF21
EXC-6CF256F4,kpi_003,HOSP-001,DEPT-OPC,2026-11-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261104,PF-KPI-4E7933DFEF21
EXC-3A1EB604,kpi_003,HOSP-001,DEPT-OPC,2026-11-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261105,PF-KPI-4E7933DFEF21
EXC-8EB8D99E,kpi_003,HOSP-001,DEPT-OPC,2026-11-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261106,PF-KPI-4E7933DFEF21
EXC-2D4FFFA6,kpi_003,HOSP-001,DEPT-OPC,2026-11-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261107,PF-KPI-4E7933DFEF21
EXC-961C2CD4,kpi_003,HOSP-001,DEPT-OPC,2026-11-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261108,PF-KPI-4E7933DFEF21
EXC-C1C8A564,kpi_003,HOSP-001,DEPT-OPC,2026-11-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261109,PF-KPI-4E7933DFEF21
EXC-C8BA5AD8,kpi_003,HOSP-001,DEPT-OPC,2026-11-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261110,PF-KPI-4E7933DFEF21
EXC-EAB64860,kpi_003,HOSP-001,DEPT-OPC,2026-11-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261111,PF-KPI-4E7933DFEF21
EXC-A2D3D752,kpi_003,HOSP-001,DEPT-OPC,2026-11-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261112,PF-KPI-4E7933DFEF21
EXC-6FD50F92,kpi_003,HOSP-001,DEPT-OPC,2026-11-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261113,PF-KPI-4E7933DFEF21
EXC-42FAA1A3,kpi_003,HOSP-001,DEPT-OPC,2026-11-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261114,PF-KPI-4E7933DFEF21
EXC-4B3549F0,kpi_003,HOSP-001,DEPT-OPC,2026-11-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261115,PF-KPI-4E7933DFEF21
EXC-DE8B6F79,kpi_003,HOSP-001,DEPT-OPC,2026-11-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261116,PF-KPI-4E7933DFEF21
EXC-898AD596,kpi_003,HOSP-001,DEPT-OPC,2026-11-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261117,PF-KPI-4E7933DFEF21
EXC-262C82E3,kpi_003,HOSP-001,DEPT-OPC,2026-11-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261118,PF-KPI-4E7933DFEF21
EXC-30322D78,kpi_003,HOSP-001,DEPT-OPC,2026-11-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261119,PF-KPI-4E7933DFEF21
EXC-AAEF5BF4,kpi_003,HOSP-001,DEPT-OPC,2026-11-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261120,PF-KPI-4E7933DFEF21
EXC-304BF760,kpi_003,HOSP-001,DEPT-OPC,2026-11-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261121,PF-KPI-4E7933DFEF21
EXC-A4D7639F,kpi_003,HOSP-001,DEPT-OPC,2026-11-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261122,PF-KPI-4E7933DFEF21
EXC-F3D0E202,kpi_003,HOSP-001,DEPT-OPC,2026-11-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261123,PF-KPI-4E7933DFEF21
EXC-4F628615,kpi_003,HOSP-001,DEPT-OPC,2026-11-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261124,PF-KPI-4E7933DFEF21
EXC-9E8EC6E6,kpi_003,HOSP-001,DEPT-OPC,2026-11-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261125,PF-KPI-4E7933DFEF21
EXC-ED743EE9,kpi_003,HOSP-001,DEPT-OPC,2026-11-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261126,PF-KPI-4E7933DFEF21
EXC-3AED3244,kpi_003,HOSP-001,DEPT-OPC,2026-11-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261127,PF-KPI-4E7933DFEF21
EXC-8EDB1DF3,kpi_003,HOSP-001,DEPT-OPC,2026-11-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261128,PF-KPI-4E7933DFEF21
EXC-69FA560F,kpi_003,HOSP-001,DEPT-OPC,2026-11-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261129,PF-KPI-4E7933DFEF21
EXC-11E3B8A3,kpi_003,HOSP-001,DEPT-OPC,2026-11-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261130,PF-KPI-4E7933DFEF21
EXC-30BA2A10,kpi_003,HOSP-001,DEPT-OPC,2026-12-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261201,PF-KPI-4E7933DFEF21
EXC-A3662F6A,kpi_003,HOSP-001,DEPT-OPC,2026-12-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261202,PF-KPI-4E7933DFEF21
EXC-C8F19EFA,kpi_003,HOSP-001,DEPT-OPC,2026-12-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261203,PF-KPI-4E7933DFEF21
EXC-C580199E,kpi_003,HOSP-001,DEPT-OPC,2026-12-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261204,PF-KPI-4E7933DFEF21
EXC-CDB52A4C,kpi_003,HOSP-001,DEPT-OPC,2026-12-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261205,PF-KPI-4E7933DFEF21
EXC-7C7BAFE4,kpi_003,HOSP-001,DEPT-OPC,2026-12-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261206,PF-KPI-4E7933DFEF21
EXC-F1341DDE,kpi_003,HOSP-001,DEPT-OPC,2026-12-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261207,PF-KPI-4E7933DFEF21
EXC-236306A2,kpi_003,HOSP-001,DEPT-OPC,2026-12-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261208,PF-KPI-4E7933DFEF21
EXC-A8E7EBBC,kpi_003,HOSP-001,DEPT-OPC,2026-12-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261209,PF-KPI-4E7933DFEF21
EXC-B8D10A87,kpi_003,HOSP-001,DEPT-OPC,2026-12-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261210,PF-KPI-4E7933DFEF21
EXC-41CDA398,kpi_003,HOSP-001,DEPT-OPC,2026-12-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261211,PF-KPI-4E7933DFEF21
EXC-2BF4F63D,kpi_003,HOSP-001,DEPT-OPC,2026-12-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261212,PF-KPI-4E7933DFEF21
EXC-46360890,kpi_003,HOSP-001,DEPT-OPC,2026-12-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261213,PF-KPI-4E7933DFEF21
EXC-646F0E7D,kpi_003,HOSP-001,DEPT-OPC,2026-12-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261214,PF-KPI-4E7933DFEF21
EXC-8127910D,kpi_003,HOSP-001,DEPT-OPC,2026-12-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261215,PF-KPI-4E7933DFEF21
EXC-EB137FC2,kpi_003,HOSP-001,DEPT-OPC,2026-12-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261216,PF-KPI-4E7933DFEF21
EXC-B19F6185,kpi_003,HOSP-001,DEPT-OPC,2026-12-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261217,PF-KPI-4E7933DFEF21
EXC-905071ED,kpi_003,HOSP-001,DEPT-OPC,2026-12-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261218,PF-KPI-4E7933DFEF21
EXC-C205BDB9,kpi_003,HOSP-001,DEPT-OPC,2026-12-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261219,PF-KPI-4E7933DFEF21
EXC-B6E60CC6,kpi_003,HOSP-001,DEPT-OPC,2026-12-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261220,PF-KPI-4E7933DFEF21
EXC-627102C2,kpi_003,HOSP-001,DEPT-OPC,2026-12-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261221,PF-KPI-4E7933DFEF21
EXC-FB8576C7,kpi_003,HOSP-001,DEPT-OPC,2026-12-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261222,PF-KPI-4E7933DFEF21
EXC-F5162F3F,kpi_003,HOSP-001,DEPT-OPC,2026-12-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261223,PF-KPI-4E7933DFEF21
EXC-728BBE63,kpi_003,HOSP-001,DEPT-OPC,2026-12-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261224,PF-KPI-4E7933DFEF21
EXC-FAE5C72C,kpi_003,HOSP-001,DEPT-OPC,2026-12-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261225,PF-KPI-4E7933DFEF21
EXC-CBFEE253,kpi_003,HOSP-001,DEPT-OPC,2026-12-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261226,PF-KPI-4E7933DFEF21
EXC-C4F39BEC,kpi_003,HOSP-001,DEPT-OPC,2026-12-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261227,PF-KPI-4E7933DFEF21
EXC-5B49F432,kpi_003,HOSP-001,DEPT-OPC,2026-12-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261228,PF-KPI-4E7933DFEF21
EXC-98D44F44,kpi_003,HOSP-001,DEPT-OPC,2026-12-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261229,PF-KPI-4E7933DFEF21
EXC-AEF4E06A,kpi_003,HOSP-001,DEPT-OPC,2026-12-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261230,PF-KPI-4E7933DFEF21
EXC-2CA78F4C,kpi_003,HOSP-001,DEPT-OPC,2026-12-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20261231,PF-KPI-4E7933DFEF21
EXC-6E67ECC5,kpi_003,HOSP-001,DEPT-PEX,2026-01-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260101,PF-KPI-4E7933DFEF21
EXC-51178255,kpi_003,HOSP-001,DEPT-PEX,2026-01-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260102,PF-KPI-4E7933DFEF21
EXC-9A47CE14,kpi_003,HOSP-001,DEPT-PEX,2026-01-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260103,PF-KPI-4E7933DFEF21
EXC-8ACEC108,kpi_003,HOSP-001,DEPT-PEX,2026-01-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260104,PF-KPI-4E7933DFEF21
EXC-EF2F97FE,kpi_003,HOSP-001,DEPT-PEX,2026-01-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260105,PF-KPI-4E7933DFEF21
EXC-B6703408,kpi_003,HOSP-001,DEPT-PEX,2026-01-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260106,PF-KPI-4E7933DFEF21
EXC-3DFA5E87,kpi_003,HOSP-001,DEPT-PEX,2026-01-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260107,PF-KPI-4E7933DFEF21
EXC-8C5C51B3,kpi_003,HOSP-001,DEPT-PEX,2026-01-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260108,PF-KPI-4E7933DFEF21
EXC-FDE76F77,kpi_003,HOSP-001,DEPT-PEX,2026-01-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260109,PF-KPI-4E7933DFEF21
EXC-AECB40A2,kpi_003,HOSP-001,DEPT-PEX,2026-01-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260110,PF-KPI-4E7933DFEF21
EXC-26C36BE3,kpi_003,HOSP-001,DEPT-PEX,2026-01-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260111,PF-KPI-4E7933DFEF21
EXC-D3F38652,kpi_003,HOSP-001,DEPT-PEX,2026-01-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260112,PF-KPI-4E7933DFEF21
EXC-43AFDCA2,kpi_003,HOSP-001,DEPT-PEX,2026-01-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260113,PF-KPI-4E7933DFEF21
EXC-AA2E53E1,kpi_003,HOSP-001,DEPT-PEX,2026-01-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260114,PF-KPI-4E7933DFEF21
EXC-F5915B7C,kpi_003,HOSP-001,DEPT-PEX,2026-01-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260115,PF-KPI-4E7933DFEF21
EXC-CEC13B4D,kpi_003,HOSP-001,DEPT-PEX,2026-01-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260116,PF-KPI-4E7933DFEF21
EXC-7D282DEC,kpi_003,HOSP-001,DEPT-PEX,2026-01-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260117,PF-KPI-4E7933DFEF21
EXC-16E9AF54,kpi_003,HOSP-001,DEPT-PEX,2026-01-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260118,PF-KPI-4E7933DFEF21
EXC-E1CEC8EF,kpi_003,HOSP-001,DEPT-PEX,2026-01-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260119,PF-KPI-4E7933DFEF21
EXC-8A745081,kpi_003,HOSP-001,DEPT-PEX,2026-01-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260120,PF-KPI-4E7933DFEF21
EXC-489DD6DA,kpi_003,HOSP-001,DEPT-PEX,2026-01-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260121,PF-KPI-4E7933DFEF21
EXC-324EA13F,kpi_003,HOSP-001,DEPT-PEX,2026-01-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260122,PF-KPI-4E7933DFEF21
EXC-B7562933,kpi_003,HOSP-001,DEPT-PEX,2026-01-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260123,PF-KPI-4E7933DFEF21
EXC-20C229AD,kpi_003,HOSP-001,DEPT-PEX,2026-01-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260124,PF-KPI-4E7933DFEF21
EXC-39D46B27,kpi_003,HOSP-001,DEPT-PEX,2026-01-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260125,PF-KPI-4E7933DFEF21
EXC-04B94098,kpi_003,HOSP-001,DEPT-PEX,2026-01-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260126,PF-KPI-4E7933DFEF21
EXC-B2EDF514,kpi_003,HOSP-001,DEPT-PEX,2026-01-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260127,PF-KPI-4E7933DFEF21
EXC-10F448E7,kpi_003,HOSP-001,DEPT-PEX,2026-01-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260128,PF-KPI-4E7933DFEF21
EXC-F3EA0317,kpi_003,HOSP-001,DEPT-PEX,2026-01-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260129,PF-KPI-4E7933DFEF21
EXC-E62B3C1C,kpi_003,HOSP-001,DEPT-PEX,2026-01-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260130,PF-KPI-4E7933DFEF21
EXC-6C3FF1DF,kpi_003,HOSP-001,DEPT-PEX,2026-01-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260131,PF-KPI-4E7933DFEF21
EXC-EFB8BAFD,kpi_003,HOSP-001,DEPT-PEX,2026-02-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260201,PF-KPI-4E7933DFEF21
EXC-5BD99074,kpi_003,HOSP-001,DEPT-PEX,2026-02-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260202,PF-KPI-4E7933DFEF21
EXC-9FB55DB0,kpi_003,HOSP-001,DEPT-PEX,2026-02-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260203,PF-KPI-4E7933DFEF21
EXC-1863595E,kpi_003,HOSP-001,DEPT-PEX,2026-02-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260204,PF-KPI-4E7933DFEF21
EXC-7A404177,kpi_003,HOSP-001,DEPT-PEX,2026-02-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260205,PF-KPI-4E7933DFEF21
EXC-254C979E,kpi_003,HOSP-001,DEPT-PEX,2026-02-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260206,PF-KPI-4E7933DFEF21
EXC-277E4729,kpi_003,HOSP-001,DEPT-PEX,2026-02-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260207,PF-KPI-4E7933DFEF21
EXC-E2ECCFB4,kpi_003,HOSP-001,DEPT-PEX,2026-02-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260208,PF-KPI-4E7933DFEF21
EXC-0E36D00D,kpi_003,HOSP-001,DEPT-PEX,2026-02-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260209,PF-KPI-4E7933DFEF21
EXC-88BC5F0D,kpi_003,HOSP-001,DEPT-PEX,2026-02-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260210,PF-KPI-4E7933DFEF21
EXC-830181C2,kpi_003,HOSP-001,DEPT-PEX,2026-02-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260211,PF-KPI-4E7933DFEF21
EXC-45E26768,kpi_003,HOSP-001,DEPT-PEX,2026-02-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260212,PF-KPI-4E7933DFEF21
EXC-12F9D134,kpi_003,HOSP-001,DEPT-PEX,2026-02-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260213,PF-KPI-4E7933DFEF21
EXC-55D7A9FA,kpi_003,HOSP-001,DEPT-PEX,2026-02-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260214,PF-KPI-4E7933DFEF21
EXC-28BDC7B1,kpi_003,HOSP-001,DEPT-PEX,2026-02-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260215,PF-KPI-4E7933DFEF21
EXC-D82FA0C1,kpi_003,HOSP-001,DEPT-PEX,2026-02-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260216,PF-KPI-4E7933DFEF21
EXC-BEC0AD06,kpi_003,HOSP-001,DEPT-PEX,2026-02-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260217,PF-KPI-4E7933DFEF21
EXC-3E53D681,kpi_003,HOSP-001,DEPT-PEX,2026-02-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260218,PF-KPI-4E7933DFEF21
EXC-3479ADC0,kpi_003,HOSP-001,DEPT-PEX,2026-02-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260219,PF-KPI-4E7933DFEF21
EXC-DD65B111,kpi_003,HOSP-001,DEPT-PEX,2026-02-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260220,PF-KPI-4E7933DFEF21
EXC-C5DF93B0,kpi_003,HOSP-001,DEPT-PEX,2026-02-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260221,PF-KPI-4E7933DFEF21
EXC-244C93F7,kpi_003,HOSP-001,DEPT-PEX,2026-02-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260222,PF-KPI-4E7933DFEF21
EXC-0BA083BB,kpi_003,HOSP-001,DEPT-PEX,2026-02-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260223,PF-KPI-4E7933DFEF21
EXC-0301B94B,kpi_003,HOSP-001,DEPT-PEX,2026-02-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260224,PF-KPI-4E7933DFEF21
EXC-478C4BD7,kpi_003,HOSP-001,DEPT-PEX,2026-02-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260225,PF-KPI-4E7933DFEF21
EXC-1DA7CF4D,kpi_003,HOSP-001,DEPT-PEX,2026-02-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260226,PF-KPI-4E7933DFEF21
EXC-145DE334,kpi_003,HOSP-001,DEPT-PEX,2026-02-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260227,PF-KPI-4E7933DFEF21
EXC-0DF4B905,kpi_003,HOSP-001,DEPT-PEX,2026-02-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260228,PF-KPI-4E7933DFEF21
EXC-BA45502C,kpi_003,HOSP-001,DEPT-PEX,2026-03-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260301,PF-KPI-4E7933DFEF21
EXC-16711065,kpi_003,HOSP-001,DEPT-PEX,2026-03-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260302,PF-KPI-4E7933DFEF21
EXC-F2E79139,kpi_003,HOSP-001,DEPT-PEX,2026-03-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260303,PF-KPI-4E7933DFEF21
EXC-19C7719B,kpi_003,HOSP-001,DEPT-PEX,2026-03-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260304,PF-KPI-4E7933DFEF21
EXC-7A31EC55,kpi_003,HOSP-001,DEPT-PEX,2026-03-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260305,PF-KPI-4E7933DFEF21
EXC-38621E36,kpi_003,HOSP-001,DEPT-PEX,2026-03-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260306,PF-KPI-4E7933DFEF21
EXC-4BFA60A8,kpi_003,HOSP-001,DEPT-PEX,2026-03-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260307,PF-KPI-4E7933DFEF21
EXC-5FFEF147,kpi_003,HOSP-001,DEPT-PEX,2026-03-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260308,PF-KPI-4E7933DFEF21
EXC-7B9718A9,kpi_003,HOSP-001,DEPT-PEX,2026-03-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260309,PF-KPI-4E7933DFEF21
EXC-87F44B7D,kpi_003,HOSP-001,DEPT-PEX,2026-03-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260310,PF-KPI-4E7933DFEF21
EXC-455C64F5,kpi_003,HOSP-001,DEPT-PEX,2026-03-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-PEX-20260311,PF-KPI-4E7933DFEF21
