evidence_id,scenario_run_id,evidence_type,source_type,source_id,source_file,link_type,recorded_at,metadata_json
EV-SR-BL-2569DB4E92EC6EB6--MON-PKG-0,SR-BL-2569DB4E92EC6EB6--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.128928,{}
EV-SR-BL-2569DB4E92EC6EB6--MON-EP-1,SR-BL-2569DB4E92EC6EB6--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20260824,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.128970,{}
EV-SR-BL-636BDA0BD5C4E696--MON-PKG-0,SR-BL-636BDA0BD5C4E696--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.131771,{}
EV-SR-BL-636BDA0BD5C4E696--MON-EP-1,SR-BL-636BDA0BD5C4E696--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20260903,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.131787,{}
EV-SR-BL-49C3E7D7102B3CC3--MON-PKG-0,SR-BL-49C3E7D7102B3CC3--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.134004,{}
EV-SR-BL-49C3E7D7102B3CC3--MON-EP-1,SR-BL-49C3E7D7102B3CC3--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20260903,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.134019,{}
EV-SR-BL-6F0492A876F347D5--MON-PKG-0,SR-BL-6F0492A876F347D5--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.135962,{}
EV-SR-BL-6F0492A876F347D5--MON-EP-1,SR-BL-6F0492A876F347D5--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20260910,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.135973,{}
EV-SR-BL-4B81A6D92E3B974F--MON-PKG-0,SR-BL-4B81A6D92E3B974F--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.137333,{}
EV-SR-BL-4B81A6D92E3B974F--MON-EP-1,SR-BL-4B81A6D92E3B974F--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20260910,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.137341,{}
EV-SR-BL-8A467F55B62CBBBC--MON-PKG-0,SR-BL-8A467F55B62CBBBC--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.138568,{}
EV-SR-BL-8A467F55B62CBBBC--MON-EP-1,SR-BL-8A467F55B62CBBBC--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261012,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.138576,{}
EV-SR-BL-3DF6014D76F01BBC--MON-PKG-0,SR-BL-3DF6014D76F01BBC--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.139997,{}
EV-SR-BL-3DF6014D76F01BBC--MON-EP-1,SR-BL-3DF6014D76F01BBC--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261012,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.140006,{}
EV-SR-BL-CA210D09FB1B6FD6--MON-PKG-0,SR-BL-CA210D09FB1B6FD6--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.142528,{}
EV-SR-BL-CA210D09FB1B6FD6--MON-EP-1,SR-BL-CA210D09FB1B6FD6--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261022,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.142546,{}
EV-SR-BL-0CEC894F0FCF58FC--MON-PKG-0,SR-BL-0CEC894F0FCF58FC--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.144430,{}
EV-SR-BL-0CEC894F0FCF58FC--MON-EP-1,SR-BL-0CEC894F0FCF58FC--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261022,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.144441,{}
EV-SR-BL-D2B05D2DACEA416E--MON-PKG-0,SR-BL-D2B05D2DACEA416E--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.145873,{}
EV-SR-BL-D2B05D2DACEA416E--MON-EP-1,SR-BL-D2B05D2DACEA416E--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261112,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.145885,{}
EV-SR-BL-7A30E9C018F8F29F--MON-PKG-0,SR-BL-7A30E9C018F8F29F--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.147201,{}
EV-SR-BL-7A30E9C018F8F29F--MON-EP-1,SR-BL-7A30E9C018F8F29F--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261112,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.147211,{}
EV-SR-BL-F7F82BC3D0A83931--MON-PKG-0,SR-BL-F7F82BC3D0A83931--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.148806,{}
EV-SR-BL-F7F82BC3D0A83931--MON-EP-1,SR-BL-F7F82BC3D0A83931--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261117,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.148817,{}
EV-SR-BL-ADAE3A8DD2425BFB--MON-PKG-0,SR-BL-ADAE3A8DD2425BFB--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.150169,{}
EV-SR-BL-ADAE3A8DD2425BFB--MON-EP-1,SR-BL-ADAE3A8DD2425BFB--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261117,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.150177,{}
EV-SR-BL-B42B9394424E6852--MON-PKG-0,SR-BL-B42B9394424E6852--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.151405,{}
EV-SR-BL-B42B9394424E6852--MON-EP-1,SR-BL-B42B9394424E6852--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261126,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.151414,{}
EV-SR-BL-53DDBC2FB657BFD3--MON-PKG-0,SR-BL-53DDBC2FB657BFD3--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.152548,{}
EV-SR-BL-53DDBC2FB657BFD3--MON-EP-1,SR-BL-53DDBC2FB657BFD3--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261126,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.152556,{}
EV-SR-BL-9B6A1F4988C53FFC--MON-PKG-0,SR-BL-9B6A1F4988C53FFC--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.153634,{}
EV-SR-BL-9B6A1F4988C53FFC--MON-EP-1,SR-BL-9B6A1F4988C53FFC--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261205,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.153642,{}
EV-SR-BL-A92F6FE2EABA14FB--MON-PKG-0,SR-BL-A92F6FE2EABA14FB--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.154714,{}
EV-SR-BL-A92F6FE2EABA14FB--MON-EP-1,SR-BL-A92F6FE2EABA14FB--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261205,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.154723,{}
EV-SR-BL-D5F48E34D9FD4548--MON-PKG-0,SR-BL-D5F48E34D9FD4548--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.155989,{}
EV-SR-BL-D5F48E34D9FD4548--MON-EP-1,SR-BL-D5F48E34D9FD4548--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261216,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.156000,{}
EV-SR-BL-B5D38D1A0370C883--MON-PKG-0,SR-BL-B5D38D1A0370C883--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.157426,{}
EV-SR-BL-B5D38D1A0370C883--MON-EP-1,SR-BL-B5D38D1A0370C883--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261216,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.157437,{}
EV-SR-BL-5CD977DC1A655C83--MON-PKG-0,SR-BL-5CD977DC1A655C83--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.159832,{}
EV-SR-BL-5CD977DC1A655C83--MON-EP-1,SR-BL-5CD977DC1A655C83--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261220,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.159844,{}
EV-SR-BL-EFC3FA39D9C619C5--MON-PKG-0,SR-BL-EFC3FA39D9C619C5--MON,Approval Package,Package,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.161369,{}
EV-SR-BL-EFC3FA39D9C619C5--MON-EP-1,SR-BL-EFC3FA39D9C619C5--MON,Episode,Episode,EP-HOSP-001-DEPT-ICU-kpi_006-20261220,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.161380,{}
EV-SR-BL-EAA08A205B779039-COMP-BASE-001-BASE-0,SR-BL-EAA08A205B779039-COMP-BASE-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.167222,{}
EV-SR-BL-EAA08A205B779039-COMP-BASE-001-REC-1,SR-BL-EAA08A205B779039-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260116,,Contributed To,2026-07-28T14:59:03.167229,{}
EV-SR-BL-EAA08A205B779039-COMP-BASE-001-RECID-2,SR-BL-EAA08A205B779039-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260116-OPT1,,Approved By,2026-07-28T14:59:03.167233,{}
EV-SR-BL-EAA08A205B779039-COMP-BASE-001-COMP-3,SR-BL-EAA08A205B779039-COMP-BASE-001,Comparator Configuration,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.167238,{}
EV-SR-BL-EAA08A205B779039-COMP-BASE-001-PKG-4,SR-BL-EAA08A205B779039-COMP-BASE-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.167241,{}
EV-SR-BL-EAA08A205B779039-COMP-BASE-001-EP-5,SR-BL-EAA08A205B779039-COMP-BASE-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.167245,{}
EV-SR-BL-EAA08A205B779039-COMP-CONS-001-BASE-0,SR-BL-EAA08A205B779039-COMP-CONS-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.171425,{}
EV-SR-BL-EAA08A205B779039-COMP-CONS-001-REC-1,SR-BL-EAA08A205B779039-COMP-CONS-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260116,,Contributed To,2026-07-28T14:59:03.171432,{}
EV-SR-BL-EAA08A205B779039-COMP-CONS-001-RECID-2,SR-BL-EAA08A205B779039-COMP-CONS-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260116-OPT1,,Approved By,2026-07-28T14:59:03.171439,{}
EV-SR-BL-EAA08A205B779039-COMP-CONS-001-COMP-3,SR-BL-EAA08A205B779039-COMP-CONS-001,Comparator Configuration,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.171445,{}
EV-SR-BL-EAA08A205B779039-COMP-CONS-001-PKG-4,SR-BL-EAA08A205B779039-COMP-CONS-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.171451,{}
EV-SR-BL-EAA08A205B779039-COMP-CONS-001-EP-5,SR-BL-EAA08A205B779039-COMP-CONS-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.171457,{}
EV-SR-BL-EAA08A205B779039-COMP-EXP-001-BASE-0,SR-BL-EAA08A205B779039-COMP-EXP-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.181703,{}
EV-SR-BL-EAA08A205B779039-COMP-EXP-001-REC-1,SR-BL-EAA08A205B779039-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260116,,Contributed To,2026-07-28T14:59:03.181710,{}
EV-SR-BL-EAA08A205B779039-COMP-EXP-001-RECID-2,SR-BL-EAA08A205B779039-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260116-OPT1,,Approved By,2026-07-28T14:59:03.181715,{}
EV-SR-BL-EAA08A205B779039-COMP-EXP-001-COMP-3,SR-BL-EAA08A205B779039-COMP-EXP-001,Comparator Configuration,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.181719,{}
EV-SR-BL-EAA08A205B779039-COMP-EXP-001-PKG-4,SR-BL-EAA08A205B779039-COMP-EXP-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.181723,{}
EV-SR-BL-EAA08A205B779039-COMP-EXP-001-EP-5,SR-BL-EAA08A205B779039-COMP-EXP-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.181727,{}
EV-SR-BL-EAA08A205B779039-COMP-HIGH-001-BASE-0,SR-BL-EAA08A205B779039-COMP-HIGH-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.185857,{}
EV-SR-BL-EAA08A205B779039-COMP-HIGH-001-REC-1,SR-BL-EAA08A205B779039-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260116,,Contributed To,2026-07-28T14:59:03.185863,{}
EV-SR-BL-EAA08A205B779039-COMP-HIGH-001-RECID-2,SR-BL-EAA08A205B779039-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260116-OPT1,,Approved By,2026-07-28T14:59:03.185868,{}
EV-SR-BL-EAA08A205B779039-COMP-HIGH-001-COMP-3,SR-BL-EAA08A205B779039-COMP-HIGH-001,Comparator Configuration,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.185872,{}
EV-SR-BL-EAA08A205B779039-COMP-HIGH-001-PKG-4,SR-BL-EAA08A205B779039-COMP-HIGH-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.185875,{}
EV-SR-BL-EAA08A205B779039-COMP-HIGH-001-EP-5,SR-BL-EAA08A205B779039-COMP-HIGH-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260116,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.185879,{}
EV-SR-BL-D4DCAB2419572533-COMP-BASE-001-BASE-0,SR-BL-D4DCAB2419572533-COMP-BASE-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.195701,{}
EV-SR-BL-D4DCAB2419572533-COMP-BASE-001-REC-1,SR-BL-D4DCAB2419572533-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260208,,Contributed To,2026-07-28T14:59:03.195707,{}
EV-SR-BL-D4DCAB2419572533-COMP-BASE-001-RECID-2,SR-BL-D4DCAB2419572533-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260208-OPT1,,Approved By,2026-07-28T14:59:03.195712,{}
EV-SR-BL-D4DCAB2419572533-COMP-BASE-001-COMP-3,SR-BL-D4DCAB2419572533-COMP-BASE-001,Comparator Configuration,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.195717,{}
EV-SR-BL-D4DCAB2419572533-COMP-BASE-001-PKG-4,SR-BL-D4DCAB2419572533-COMP-BASE-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.195721,{}
EV-SR-BL-D4DCAB2419572533-COMP-BASE-001-EP-5,SR-BL-D4DCAB2419572533-COMP-BASE-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.195724,{}
EV-SR-BL-D4DCAB2419572533-COMP-CONS-001-BASE-0,SR-BL-D4DCAB2419572533-COMP-CONS-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.200066,{}
EV-SR-BL-D4DCAB2419572533-COMP-CONS-001-REC-1,SR-BL-D4DCAB2419572533-COMP-CONS-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260208,,Contributed To,2026-07-28T14:59:03.200071,{}
EV-SR-BL-D4DCAB2419572533-COMP-CONS-001-RECID-2,SR-BL-D4DCAB2419572533-COMP-CONS-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260208-OPT1,,Approved By,2026-07-28T14:59:03.200075,{}
EV-SR-BL-D4DCAB2419572533-COMP-CONS-001-COMP-3,SR-BL-D4DCAB2419572533-COMP-CONS-001,Comparator Configuration,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.200080,{}
EV-SR-BL-D4DCAB2419572533-COMP-CONS-001-PKG-4,SR-BL-D4DCAB2419572533-COMP-CONS-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.200083,{}
EV-SR-BL-D4DCAB2419572533-COMP-CONS-001-EP-5,SR-BL-D4DCAB2419572533-COMP-CONS-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.200087,{}
EV-SR-BL-D4DCAB2419572533-COMP-EXP-001-BASE-0,SR-BL-D4DCAB2419572533-COMP-EXP-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.204182,{}
EV-SR-BL-D4DCAB2419572533-COMP-EXP-001-REC-1,SR-BL-D4DCAB2419572533-COMP-EXP-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260208,,Contributed To,2026-07-28T14:59:03.204188,{}
EV-SR-BL-D4DCAB2419572533-COMP-EXP-001-RECID-2,SR-BL-D4DCAB2419572533-COMP-EXP-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260208-OPT1,,Approved By,2026-07-28T14:59:03.204192,{}
EV-SR-BL-D4DCAB2419572533-COMP-EXP-001-COMP-3,SR-BL-D4DCAB2419572533-COMP-EXP-001,Comparator Configuration,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.204196,{}
EV-SR-BL-D4DCAB2419572533-COMP-EXP-001-PKG-4,SR-BL-D4DCAB2419572533-COMP-EXP-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.204200,{}
EV-SR-BL-D4DCAB2419572533-COMP-EXP-001-EP-5,SR-BL-D4DCAB2419572533-COMP-EXP-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.204204,{}
EV-SR-BL-D4DCAB2419572533-COMP-HIGH-001-BASE-0,SR-BL-D4DCAB2419572533-COMP-HIGH-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.210214,{}
EV-SR-BL-D4DCAB2419572533-COMP-HIGH-001-REC-1,SR-BL-D4DCAB2419572533-COMP-HIGH-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260208,,Contributed To,2026-07-28T14:59:03.210225,{}
EV-SR-BL-D4DCAB2419572533-COMP-HIGH-001-RECID-2,SR-BL-D4DCAB2419572533-COMP-HIGH-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260208-OPT1,,Approved By,2026-07-28T14:59:03.210234,{}
EV-SR-BL-D4DCAB2419572533-COMP-HIGH-001-COMP-3,SR-BL-D4DCAB2419572533-COMP-HIGH-001,Comparator Configuration,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.210242,{}
EV-SR-BL-D4DCAB2419572533-COMP-HIGH-001-PKG-4,SR-BL-D4DCAB2419572533-COMP-HIGH-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.210249,{}
EV-SR-BL-D4DCAB2419572533-COMP-HIGH-001-EP-5,SR-BL-D4DCAB2419572533-COMP-HIGH-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260208,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.210256,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-BASE-0,SR-BL-2868AD907B99788E-COMP-BASE-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.217256,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-REC-1,SR-BL-2868AD907B99788E-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260330,,Contributed To,2026-07-28T14:59:03.217262,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-REC-2,SR-BL-2868AD907B99788E-COMP-BASE-001,Source Record,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-MED-20260331,,Contributed To,2026-07-28T14:59:03.217266,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-RECID-3,SR-BL-2868AD907B99788E-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260330-OPT1,,Approved By,2026-07-28T14:59:03.217270,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-RECID-4,SR-BL-2868AD907B99788E-COMP-BASE-001,Recommendation,Recommendation,REC-CASE-DEPT-MED-20260331-OPT1,,Approved By,2026-07-28T14:59:03.217273,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-COMP-5,SR-BL-2868AD907B99788E-COMP-BASE-001,Comparator Configuration,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:03.217277,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-PKG-6,SR-BL-2868AD907B99788E-COMP-BASE-001,Approval Package,Package,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:03.217280,{}
EV-SR-BL-2868AD907B99788E-COMP-BASE-001-EP-7,SR-BL-2868AD907B99788E-COMP-BASE-001,Episode,Episode,EP-HOSP-001-DEPT-MED-kpi_001-20260330,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:03.217284,{}
EV-SR-BL-2868AD907B99788E-COMP-CONS-001-BASE-0,SR-BL-2868AD907B99788E-COMP-CONS-001,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:03.221960,{}
