issue_id,severity,issue_type,kpi_id,hospital_id,department_id,reporting_date,message,source_dataset,source_record_id,calculation_run_id,_source_domain,integration_issue_id,source_issue_id,issue_origin,integration_run_id
ISS-kpi_006-304D6BDD,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-ICU,2026-07-20,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260720,PEX-KPI-DCF120177644,patient_experience,IISS-85C8154F,ISS-kpi_006-304D6BDD,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-9D8C62A8,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-21,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260721,PEX-KPI-DCF120177644,patient_experience,IISS-0DB780F4,ISS-kpi_005-9D8C62A8,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-2800F132,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-22,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260722,PEX-KPI-DCF120177644,patient_experience,IISS-C016A3CF,ISS-kpi_005-2800F132,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-45019F2E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-23,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260723,PEX-KPI-DCF120177644,patient_experience,IISS-9EBB22D9,ISS-kpi_005-45019F2E,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-CC8368DA,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-24,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260724,PEX-KPI-DCF120177644,patient_experience,IISS-22716756,ISS-kpi_005-CC8368DA,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-672992A7,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-25,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260725,PEX-KPI-DCF120177644,patient_experience,IISS-D27A040A,ISS-kpi_005-672992A7,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-B0561BC4,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-ICU,2026-07-26,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260726,PEX-KPI-DCF120177644,patient_experience,IISS-833F6810,ISS-kpi_005-B0561BC4,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-2CE97DC2,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-ICU,2026-07-26,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260726,PEX-KPI-DCF120177644,patient_experience,IISS-A76C8FAF,ISS-kpi_006-2CE97DC2,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-01A6AB39,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-27,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260727,PEX-KPI-DCF120177644,patient_experience,IISS-65865E27,ISS-kpi_005-01A6AB39,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-3A546AF7,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-28,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260728,PEX-KPI-DCF120177644,patient_experience,IISS-E3DA949A,ISS-kpi_005-3A546AF7,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-FFF0FD82,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-29,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260729,PEX-KPI-DCF120177644,patient_experience,IISS-73481555,ISS-kpi_005-FFF0FD82,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-22078264,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-30,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260730,PEX-KPI-DCF120177644,patient_experience,IISS-106C6570,ISS-kpi_005-22078264,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-0B084865,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-07-31,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260731,PEX-KPI-DCF120177644,patient_experience,IISS-3C80F380,ISS-kpi_005-0B084865,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-E9E90130,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-01,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260801,PEX-KPI-DCF120177644,patient_experience,IISS-D4193C80,ISS-kpi_005-E9E90130,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-74651CA6,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-02,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260802,PEX-KPI-DCF120177644,patient_experience,IISS-9F240E12,ISS-kpi_005-74651CA6,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-89D1AB69,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-ICU,2026-08-03,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260803,PEX-KPI-DCF120177644,patient_experience,IISS-A649884B,ISS-kpi_005-89D1AB69,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-DFB2C232,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-ICU,2026-08-03,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260803,PEX-KPI-DCF120177644,patient_experience,IISS-66C36DFA,ISS-kpi_006-DFB2C232,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-120937CD,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-04,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260804,PEX-KPI-DCF120177644,patient_experience,IISS-F85A822F,ISS-kpi_005-120937CD,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-529A7F8A,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-05,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260805,PEX-KPI-DCF120177644,patient_experience,IISS-8F0343E3,ISS-kpi_005-529A7F8A,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-0A7E1BCF,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-ICU,2026-08-05,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260805,PEX-KPI-DCF120177644,patient_experience,IISS-63F1BBB2,ISS-kpi_006-0A7E1BCF,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-C5BFDE94,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-06,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260806,PEX-KPI-DCF120177644,patient_experience,IISS-96D82DFE,ISS-kpi_005-C5BFDE94,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-3E79E452,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-07,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260807,PEX-KPI-DCF120177644,patient_experience,IISS-06C862AC,ISS-kpi_005-3E79E452,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-3A7220F4,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-08,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260808,PEX-KPI-DCF120177644,patient_experience,IISS-8A387554,ISS-kpi_005-3A7220F4,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-6A75B90F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-09,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260809,PEX-KPI-DCF120177644,patient_experience,IISS-950DF857,ISS-kpi_005-6A75B90F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-D736F28F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-10,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260810,PEX-KPI-DCF120177644,patient_experience,IISS-FF91EBE1,ISS-kpi_005-D736F28F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-BE9E4000,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-11,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260811,PEX-KPI-DCF120177644,patient_experience,IISS-6CA17E31,ISS-kpi_005-BE9E4000,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-1B22BB65,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-12,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260812,PEX-KPI-DCF120177644,patient_experience,IISS-98181238,ISS-kpi_005-1B22BB65,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-392FD154,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-13,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260813,PEX-KPI-DCF120177644,patient_experience,IISS-513A5F21,ISS-kpi_005-392FD154,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-B4743AF1,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-14,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260814,PEX-KPI-DCF120177644,patient_experience,IISS-0D56EA6C,ISS-kpi_005-B4743AF1,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-4FAC5D14,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-15,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260815,PEX-KPI-DCF120177644,patient_experience,IISS-A3B3C09C,ISS-kpi_005-4FAC5D14,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-2F1E35DB,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-16,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260816,PEX-KPI-DCF120177644,patient_experience,IISS-2F1E633E,ISS-kpi_005-2F1E35DB,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-00E8E8D2,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-ICU,2026-08-16,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260816,PEX-KPI-DCF120177644,patient_experience,IISS-BAE1D4BD,ISS-kpi_006-00E8E8D2,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-9E1DC932,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-ICU,2026-08-17,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260817,PEX-KPI-DCF120177644,patient_experience,IISS-268DC187,ISS-kpi_005-9E1DC932,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-7A79CD3F,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-ICU,2026-08-17,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260817,PEX-KPI-DCF120177644,patient_experience,IISS-8204ABAB,ISS-kpi_006-7A79CD3F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-88EFAF96,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-18,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260818,PEX-KPI-DCF120177644,patient_experience,IISS-C5D3AEEB,ISS-kpi_005-88EFAF96,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-2FC1F6BC,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-19,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260819,PEX-KPI-DCF120177644,patient_experience,IISS-B1A388D7,ISS-kpi_005-2FC1F6BC,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-8887535E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-20,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260820,PEX-KPI-DCF120177644,patient_experience,IISS-D0D2DBA1,ISS-kpi_005-8887535E,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-4EB17295,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-21,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260821,PEX-KPI-DCF120177644,patient_experience,IISS-DD5B9F9C,ISS-kpi_005-4EB17295,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-C37E9291,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-ICU,2026-08-21,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260821,PEX-KPI-DCF120177644,patient_experience,IISS-09142F6D,ISS-kpi_006-C37E9291,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-6F2EC450,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-22,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260822,PEX-KPI-DCF120177644,patient_experience,IISS-A345DADC,ISS-kpi_005-6F2EC450,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-0EDCA105,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-23,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260823,PEX-KPI-DCF120177644,patient_experience,IISS-DE5D0395,ISS-kpi_005-0EDCA105,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-27D808DD,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-24,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260824,PEX-KPI-DCF120177644,patient_experience,IISS-2A625190,ISS-kpi_005-27D808DD,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-1018191D,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-25,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260825,PEX-KPI-DCF120177644,patient_experience,IISS-AD9557B6,ISS-kpi_005-1018191D,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-53F53721,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-26,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260826,PEX-KPI-DCF120177644,patient_experience,IISS-2BE02650,ISS-kpi_005-53F53721,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-EAA72CE7,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-ICU,2026-08-27,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260827,PEX-KPI-DCF120177644,patient_experience,IISS-DB0A90D6,ISS-kpi_005-EAA72CE7,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-E4461EE7,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-ICU,2026-08-27,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260827,PEX-KPI-DCF120177644,patient_experience,IISS-1B72DD7F,ISS-kpi_006-E4461EE7,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-A3A6D764,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-28,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260828,PEX-KPI-DCF120177644,patient_experience,IISS-0644B7A2,ISS-kpi_005-A3A6D764,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-38D17187,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-ICU,2026-08-28,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260828,PEX-KPI-DCF120177644,patient_experience,IISS-06EAE2DB,ISS-kpi_006-38D17187,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-B5758B2F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-29,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260829,PEX-KPI-DCF120177644,patient_experience,IISS-3F290F91,ISS-kpi_005-B5758B2F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-8360F73A,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-08-30,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260830,PEX-KPI-DCF120177644,patient_experience,IISS-2E4D9D67,ISS-kpi_005-8360F73A,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-9D5EE15D,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-ICU,2026-08-30,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260830,PEX-KPI-DCF120177644,patient_experience,IISS-666CDF8E,ISS-kpi_006-9D5EE15D,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-C2876ED1,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-ICU,2026-08-31,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260831,PEX-KPI-DCF120177644,patient_experience,IISS-D5CBC185,ISS-kpi_005-C2876ED1,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-3A055B8B,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-ICU,2026-08-31,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260831,PEX-KPI-DCF120177644,patient_experience,IISS-5801D871,ISS-kpi_006-3A055B8B,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-AE8098B3,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-01,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260901,PEX-KPI-DCF120177644,patient_experience,IISS-70D034C5,ISS-kpi_005-AE8098B3,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-CAA0827C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-02,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260902,PEX-KPI-DCF120177644,patient_experience,IISS-2A238D9F,ISS-kpi_005-CAA0827C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-2EED36A8,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-03,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260903,PEX-KPI-DCF120177644,patient_experience,IISS-94EE9B55,ISS-kpi_005-2EED36A8,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-CD30D375,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-04,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260904,PEX-KPI-DCF120177644,patient_experience,IISS-0C7F967B,ISS-kpi_005-CD30D375,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-E62D96EB,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-05,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260905,PEX-KPI-DCF120177644,patient_experience,IISS-DFC1860C,ISS-kpi_005-E62D96EB,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-7E729ECB,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-06,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260906,PEX-KPI-DCF120177644,patient_experience,IISS-061D94ED,ISS-kpi_005-7E729ECB,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-1E7FB8AE,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-07,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260907,PEX-KPI-DCF120177644,patient_experience,IISS-71F820E3,ISS-kpi_005-1E7FB8AE,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-9F2BC810,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-ICU,2026-09-08,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260908,PEX-KPI-DCF120177644,patient_experience,IISS-37F18295,ISS-kpi_005-9F2BC810,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-6A895882,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-ICU,2026-09-08,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260908,PEX-KPI-DCF120177644,patient_experience,IISS-54F75627,ISS-kpi_006-6A895882,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-61588E30,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-09,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260909,PEX-KPI-DCF120177644,patient_experience,IISS-78A53416,ISS-kpi_005-61588E30,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-9084FF9F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-10,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260910,PEX-KPI-DCF120177644,patient_experience,IISS-1F2758FA,ISS-kpi_005-9084FF9F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-AA5A6684,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-11,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260911,PEX-KPI-DCF120177644,patient_experience,IISS-8F191710,ISS-kpi_005-AA5A6684,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-4BD62D9C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-12,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260912,PEX-KPI-DCF120177644,patient_experience,IISS-F868CC48,ISS-kpi_005-4BD62D9C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-E3BE1494,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-13,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260913,PEX-KPI-DCF120177644,patient_experience,IISS-DE09C6DA,ISS-kpi_005-E3BE1494,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-678A0C32,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-14,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260914,PEX-KPI-DCF120177644,patient_experience,IISS-0B3372F7,ISS-kpi_005-678A0C32,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-8931A6BD,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-ICU,2026-09-15,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260915,PEX-KPI-DCF120177644,patient_experience,IISS-560B7CCD,ISS-kpi_005-8931A6BD,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-D0F62B4D,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-ICU,2026-09-15,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260915,PEX-KPI-DCF120177644,patient_experience,IISS-D41F2468,ISS-kpi_006-D0F62B4D,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-FCE3BCA5,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-16,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260916,PEX-KPI-DCF120177644,patient_experience,IISS-37B9C405,ISS-kpi_005-FCE3BCA5,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-87641B0B,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-ICU,2026-09-16,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260916,PEX-KPI-DCF120177644,patient_experience,IISS-0B59E4CC,ISS-kpi_006-87641B0B,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-CFEA0571,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-17,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260917,PEX-KPI-DCF120177644,patient_experience,IISS-1EB37752,ISS-kpi_005-CFEA0571,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-9F8955C6,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-18,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260918,PEX-KPI-DCF120177644,patient_experience,IISS-98BF961F,ISS-kpi_005-9F8955C6,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-4B85561C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ICU,2026-09-19,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ICU-20260919,PEX-KPI-DCF120177644,patient_experience,IISS-E753B41E,ISS-kpi_005-4B85561C,source_engine,SIX-KPI-8EC2F4190438
