episode_id,hospital_id,department_id,department_name,episode_start_date,episode_end_date,linked_case_count,maximum_risk_score,maximum_urgency,priority_tiers,dominant_kpi_id,dominant_kpi_name,representative_recommendation,representative_recommendation_id,persistence_summary,episode_grouping_basis,episode_grouping_kpi_id
EP-HOSP-001-DEPT-ICU-kpi_003-20260428,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-04-28,2026-05-01,2,38.78,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260501-OPT1,Dominant KPI Bed Occupancy Rate persisted across 2 reporting date(s) from 2026-04-28 to 2026-05-01. Max risk: 38.8. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260527,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-05-27,2026-05-29,2,70.28,Immediate Review,"Elevated, High",kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260527-OPT1,Dominant KPI Bed Occupancy Rate persisted across 2 reporting date(s) from 2026-05-27 to 2026-05-29. Max risk: 70.3. Max urgency: Immediate Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260604,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-04,2026-06-14,8,79.64,Immediate Review,"Critical, High",kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260607-OPT1,Dominant KPI Bed Occupancy Rate persisted across 8 reporting date(s) from 2026-06-04 to 2026-06-14. Max risk: 79.6. Max urgency: Immediate Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260620,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-20,2026-07-03,10,84.33,Immediate Review,"Critical, Elevated, High",kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260622-OPT1,Dominant KPI Bed Occupancy Rate persisted across 10 reporting date(s) from 2026-06-20 to 2026-07-03. Max risk: 84.3. Max urgency: Immediate Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260708,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-07-08,2026-07-29,14,84.33,Immediate Review,"Critical, Elevated, High",kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260714-OPT1,Dominant KPI Bed Occupancy Rate persisted across 14 reporting date(s) from 2026-07-08 to 2026-07-29. Max risk: 84.3. Max urgency: Immediate Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260804,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-08-04,2026-08-04,1,37.67,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260804-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-08-04 to 2026-08-04. Max risk: 37.7. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260821,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-08-21,2026-08-23,2,36.72,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260821-OPT1,Dominant KPI Bed Occupancy Rate persisted across 2 reporting date(s) from 2026-08-21 to 2026-08-23. Max risk: 36.7. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260828,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-08-28,2026-08-28,1,42.47,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260828-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-08-28 to 2026-08-28. Max risk: 42.5. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260901,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-09-01,2026-09-01,1,36.78,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260901-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-09-01 to 2026-09-01. Max risk: 36.8. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260912,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-09-12,2026-09-12,1,37.67,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260912-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-09-12 to 2026-09-12. Max risk: 37.7. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20260926,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-09-26,2026-09-26,1,38.15,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20260926-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-09-26 to 2026-09-26. Max risk: 38.1. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261001,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-01,2026-10-03,2,36.72,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261001-OPT1,Dominant KPI Bed Occupancy Rate persisted across 2 reporting date(s) from 2026-10-01 to 2026-10-03. Max risk: 36.7. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261007,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-07,2026-10-07,1,37.91,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261007-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-10-07 to 2026-10-07. Max risk: 37.9. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261020,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-20,2026-10-20,1,38.87,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261020-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-10-20 to 2026-10-20. Max risk: 38.9. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261025,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-25,2026-10-25,1,41.51,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261025-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-10-25 to 2026-10-25. Max risk: 41.5. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261101,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-01,2026-11-01,1,41.27,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261101-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-11-01 to 2026-11-01. Max risk: 41.3. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261109,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-09,2026-11-15,4,37.39,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261113-OPT1,Dominant KPI Bed Occupancy Rate persisted across 4 reporting date(s) from 2026-11-09 to 2026-11-15. Max risk: 37.4. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261125,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-25,2026-11-25,1,37.91,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261125-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-11-25 to 2026-11-25. Max risk: 37.9. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261202,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-02,2026-12-02,1,41.66,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261202-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-12-02 to 2026-12-02. Max risk: 41.7. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261211,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-11,2026-12-11,1,35.3,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261211-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-12-11 to 2026-12-11. Max risk: 35.3. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261215,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-15,2026-12-15,1,39.87,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261215-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-12-15 to 2026-12-15. Max risk: 39.9. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261219,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-19,2026-12-19,1,37.39,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261219-OPT1,Dominant KPI Bed Occupancy Rate persisted across 1 reporting date(s) from 2026-12-19 to 2026-12-19. Max risk: 37.4. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_003-20261224,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-24,2026-12-25,2,36.8,Prompt Review,Elevated,kpi_003,Bed Occupancy Rate,Validate Bed Capacity Status and Adjust Admission Planning,REC-CASE-DEPT-ICU-20261224-OPT1,Dominant KPI Bed Occupancy Rate persisted across 2 reporting date(s) from 2026-12-24 to 2026-12-25. Max risk: 36.8. Max urgency: Prompt Review.,dominant_kpi,kpi_003
EP-HOSP-001-DEPT-ICU-kpi_006-20260215,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-02-15,2026-02-15,1,63.34,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260215-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-02-15 to 2026-02-15. Max risk: 63.3. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260403,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-04-03,2026-04-03,1,61.84,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260403-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-04-03 to 2026-04-03. Max risk: 61.8. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260411,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-04-11,2026-04-13,2,75.36,Immediate Review,"Critical, Elevated",kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260413-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-04-11 to 2026-04-13. Max risk: 75.4. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260509,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-05-09,2026-05-09,1,56.25,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260509-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-05-09 to 2026-05-09. Max risk: 56.3. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260515,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-05-15,2026-05-15,1,52.01,Prompt Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260515-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-05-15 to 2026-05-15. Max risk: 52.0. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260603,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-03,2026-06-08,3,61.58,Immediate Review,"Elevated, High",kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260603-OPT1,Dominant KPI Patient Satisfaction Score persisted across 3 reporting date(s) from 2026-06-03 to 2026-06-08. Max risk: 61.6. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260619,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-19,2026-06-19,1,55.4,Prompt Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260619-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-06-19 to 2026-06-19. Max risk: 55.4. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260623,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-23,2026-06-23,1,83.31,Immediate Review,Critical,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260623-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-06-23 to 2026-06-23. Max risk: 83.3. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260628,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-28,2026-06-28,1,83.75,Immediate Review,Critical,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260628-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-06-28 to 2026-06-28. Max risk: 83.8. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260716,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-07-16,2026-07-16,1,79.94,Immediate Review,Critical,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260716-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-07-16 to 2026-07-16. Max risk: 79.9. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260725,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-07-25,2026-07-25,1,93.09,Immediate Review,Critical,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260725-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-07-25 to 2026-07-25. Max risk: 93.1. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260730,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-07-30,2026-07-31,2,62.57,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260731-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-07-30 to 2026-07-31. Max risk: 62.6. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260809,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-08-09,2026-08-13,3,56.08,Immediate Review,"Elevated, High",kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260809-OPT1,Dominant KPI Patient Satisfaction Score persisted across 3 reporting date(s) from 2026-08-09 to 2026-08-13. Max risk: 56.1. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260824,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-08-24,2026-08-26,2,60.27,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260826-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-08-24 to 2026-08-26. Max risk: 60.3. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260903,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-09-03,2026-09-03,1,45.68,Prompt Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260903-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-09-03 to 2026-09-03. Max risk: 45.7. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20260910,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-09-10,2026-09-10,1,39.05,Prompt Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20260910-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-09-10 to 2026-09-10. Max risk: 39.0. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261012,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-12,2026-10-12,1,60.19,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261012-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-10-12 to 2026-10-12. Max risk: 60.2. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261022,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-22,2026-10-22,1,49.25,Prompt Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261022-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-10-22 to 2026-10-22. Max risk: 49.3. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261112,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-12,2026-11-12,1,59.17,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261112-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-11-12 to 2026-11-12. Max risk: 59.2. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261117,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-17,2026-11-17,1,41.45,Prompt Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261117-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-11-17 to 2026-11-17. Max risk: 41.5. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261126,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-26,2026-11-26,1,52.89,Immediate Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261126-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-11-26 to 2026-11-26. Max risk: 52.9. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261205,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-05,2026-12-06,2,77.78,Immediate Review,Critical,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261206-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-12-05 to 2026-12-06. Max risk: 77.8. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261216,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-16,2026-12-16,1,74.54,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261216-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-12-16 to 2026-12-16. Max risk: 74.5. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ICU-kpi_006-20261220,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-20,2026-12-22,2,64.12,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-ICU-20261220-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-12-20 to 2026-12-22. Max risk: 64.1. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-MED-kpi_001-20260116,HOSP-001,DEPT-MED,Medical Ward,2026-01-16,2026-01-16,1,55.93,Prompt Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260116-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-01-16 to 2026-01-16. Max risk: 55.9. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260208,HOSP-001,DEPT-MED,Medical Ward,2026-02-08,2026-02-08,1,46.49,Prompt Review,Elevated,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260208-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-02-08 to 2026-02-08. Max risk: 46.5. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260330,HOSP-001,DEPT-MED,Medical Ward,2026-03-30,2026-03-31,2,76.81,Immediate Review,"Critical, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260331-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-03-30 to 2026-03-31. Max risk: 76.8. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260408,HOSP-001,DEPT-MED,Medical Ward,2026-04-08,2026-04-08,1,56.19,Prompt Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260408-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-04-08 to 2026-04-08. Max risk: 56.2. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260421,HOSP-001,DEPT-MED,Medical Ward,2026-04-21,2026-04-21,1,59.35,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260421-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-04-21 to 2026-04-21. Max risk: 59.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260502,HOSP-001,DEPT-MED,Medical Ward,2026-05-02,2026-05-02,1,60.11,Prompt Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260502-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-02 to 2026-05-02. Max risk: 60.1. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260605,HOSP-001,DEPT-MED,Medical Ward,2026-06-05,2026-06-05,1,79.26,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260605-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-06-05 to 2026-06-05. Max risk: 79.3. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260616,HOSP-001,DEPT-MED,Medical Ward,2026-06-16,2026-06-18,2,97.25,Immediate Review,"Critical, Elevated",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260616-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-06-16 to 2026-06-18. Max risk: 97.3. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260717,HOSP-001,DEPT-MED,Medical Ward,2026-07-17,2026-07-17,1,67.53,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260717-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-07-17 to 2026-07-17. Max risk: 67.5. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260723,HOSP-001,DEPT-MED,Medical Ward,2026-07-23,2026-07-24,2,84.79,Immediate Review,"Critical, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260723-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-07-23 to 2026-07-24. Max risk: 84.8. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260728,HOSP-001,DEPT-MED,Medical Ward,2026-07-28,2026-07-28,1,89.76,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260728-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-07-28 to 2026-07-28. Max risk: 89.8. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-MED-kpi_001-20260916,HOSP-001,DEPT-MED,Medical Ward,2026-09-16,2026-09-23,4,59.93,Immediate Review,"Elevated, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-MED-20260918-OPT1,Dominant KPI Staffing Level persisted across 4 reporting date(s) from 2026-09-16 to 2026-09-23. Max risk: 59.9. Max urgency: Immediate Review.,dominant_kpi,kpi_001
