lineage_id,scenario_run_id,approval_package_id,upstream_phase,upstream_file,upstream_field,downstream_phase,downstream_file,transformation,governance_warning
LIN-FIN-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002-Replacement Coverage,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002-Contingency Overtime,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002-Avoided Replacement ,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002-Monitoring Cost,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002-Implementation Labou,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002-Project Management C,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-C4AEEC540CB8E385-COMP-HIGH-002-Administrative Burde,SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002-Replacement Coverage,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002-Contingency Overtime,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002-Avoided Replacement ,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002-Monitoring Cost,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002-Implementation Labou,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002-Project Management C,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-CONS-002-Administrative Burde,SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002-Replacement Coverage,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002-Contingency Overtime,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002-Avoided Replacement ,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002-Monitoring Cost,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002-Implementation Labou,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002-Project Management C,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-EXP-002-Administrative Burde,SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002-Replacement Coverage,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002-Contingency Overtime,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002-Avoided Replacement ,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002-Monitoring Cost,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002-Implementation Labou,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002-Project Management C,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002-Administrative Burde,SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-CONS-002-Replacement Coverage,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-CONS-002-Contingency Overtime,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-CONS-002-Avoided Replacement ,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-CONS-002-Monitoring Cost,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-CONS-002-Implementation Labou,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-CONS-002-Project Management C,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-CONS-002-Administrative Burde,SR-BL-4B7B4E3F76390408-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-EXP-002-Replacement Coverage,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-EXP-002-Contingency Overtime,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-EXP-002-Avoided Replacement ,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-EXP-002-Monitoring Cost,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-EXP-002-Implementation Labou,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-EXP-002-Project Management C,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-EXP-002-Administrative Burde,SR-BL-4B7B4E3F76390408-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-HIGH-002-Replacement Coverage,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-HIGH-002-Contingency Overtime,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-HIGH-002-Avoided Replacement ,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-HIGH-002-Monitoring Cost,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-HIGH-002-Implementation Labou,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-HIGH-002-Project Management C,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-4B7B4E3F76390408-COMP-HIGH-002-Administrative Burde,SR-BL-4B7B4E3F76390408-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-CONS-002-Replacement Coverage,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-CONS-002-Contingency Overtime,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-CONS-002-Avoided Replacement ,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-CONS-002-Monitoring Cost,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-CONS-002-Implementation Labou,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-CONS-002-Project Management C,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-CONS-002-Administrative Burde,SR-BL-6D36E4CD902A03C3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-Replacement Coverage,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-Contingency Overtime,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-Avoided Replacement ,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-Monitoring Cost,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-Implementation Labou,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-Project Management C,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-Administrative Burde,SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-Replacement Coverage,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-Contingency Overtime,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-Avoided Replacement ,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-Monitoring Cost,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-Implementation Labou,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-Project Management C,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-Administrative Burde,SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-231E7FD07C8E239E-COMP-CONS-002-Replacement Coverage,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-231E7FD07C8E239E-COMP-CONS-002-Contingency Overtime,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-231E7FD07C8E239E-COMP-CONS-002-Avoided Replacement ,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-231E7FD07C8E239E-COMP-CONS-002-Monitoring Cost,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-231E7FD07C8E239E-COMP-CONS-002-Implementation Labou,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-231E7FD07C8E239E-COMP-CONS-002-Project Management C,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-231E7FD07C8E239E-COMP-CONS-002-Administrative Burde,SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
