scenario_run_id,approval_package_id,cost_component_name,financial_input_id,base_cost,base_rate,uncertainty_eligibility,uncertainty_status,governance_warning
SR-BL-F6B2E5E23B8A7322-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-F6B2E5E23B8A7322-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-7FB2C8C6F74E5FEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-0AD930E0AC51BA76-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-3865B4B4B991BFF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-41190B74CBFF97DC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-365F3CDA682E06AB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-365F3CDA682E06AB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-365F3CDA682E06AB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
