management_scenario_package_id,approval_package_id,financial_readiness,Baseline,Conservative,Expected,Higher Intensity,total_estimated_benefit,net_financial_impact,cost_completeness,benefit_completeness,roi_status,roi_percent,payback_status,payback_period,affordability,uncertainty_range,primary_financial_driver,primary_financial_risk,financial_confidence,required_confirmation,management_action_required,approval_status,governance_warning
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Ready for Financial Comparison,,24990.0,51250.0,102420.0,44310.0,-134350.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-75.3735284924263,Calculated,4.061862844757582,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Ready for Financial Comparison,,24990.0,51250.0,102420.0,44310.0,-134350.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-75.3735284924263,Calculated,4.061862844757582,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Ready for Financial Comparison,,24990.0,51250.0,102420.0,44310.0,-134350.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-75.3735284924263,Calculated,4.061862844757582,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Ready for Financial Comparison,,6410.0,24820.0,47580.0,6030.0,-72780.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-90.67361531464734,Calculated,11.799384056222962,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Ready for Financial Comparison,,46290.0,82180.0,124280.0,31500.0,-221250.0,Complete with Governed Assumptions,Partial,ROI Calculated — Governed Inputs,-87.73620991493108,Calculated,8.178201058201058,Budget Availability Unknown,Low-High,Workforce cost,Missing actual cost rates,Low,Management review required,Compare Financial Impacts;Validate Cost Inputs,Pending Management Review,Draft analytical estimates — no actual cost data used
