management_scenario_package_id,approval_package_id,scenario_family,financial_review_required,cost_completeness_status,total_scenario_cost,benefit_completeness_status,total_estimated_benefit,financial_readiness,financial_readiness_reason,governance_warning
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
