issue_id,scenario_run_id,approval_package_id,issue_type,description,severity,governance_warning,reconciliation_classification,affects_cost,affects_benefit,affects_net_impact,affects_roi_eligibility,resolution_status,resolution_reason,action_taken,evidence_reference,lineage_reference,reconciliation_timestamp
DC-BEN-SR-BL-01366CC1CEC217CC-COMP-CONS-001-Avoided Temporary St,SR-BL-01366CC1CEC217CC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-87C8776C5C8CAC38-COMP-EXP-001-Avoided Temporary St,SR-BL-87C8776C5C8CAC38-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-87C8776C5C8CAC38-COMP-HIGH-001-Avoided Temporary St,SR-BL-87C8776C5C8CAC38-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-88FE729827A4AE38-COMP-CONS-001-Avoided Temporary St,SR-BL-88FE729827A4AE38-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-88FE729827A4AE38-COMP-EXP-001-Avoided Temporary St,SR-BL-88FE729827A4AE38-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-88FE729827A4AE38-COMP-HIGH-001-Avoided Temporary St,SR-BL-88FE729827A4AE38-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8967EE194089397D-COMP-CONS-001-Avoided Temporary St,SR-BL-8967EE194089397D-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260116,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8967EE194089397D-COMP-EXP-001-Avoided Temporary St,SR-BL-8967EE194089397D-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260116,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8967EE194089397D-COMP-HIGH-001-Avoided Temporary St,SR-BL-8967EE194089397D-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260116,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-89DD22282A56088C-COMP-CONS-001-Avoided Temporary St,SR-BL-89DD22282A56088C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-89DD22282A56088C-COMP-EXP-001-Avoided Temporary St,SR-BL-89DD22282A56088C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-89DD22282A56088C-COMP-HIGH-001-Avoided Temporary St,SR-BL-89DD22282A56088C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8A83D7DA100E5D02-COMP-CONS-001-Avoided Temporary St,SR-BL-8A83D7DA100E5D02-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Avoided Temporary St,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Avoided Temporary St,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Avoided Temporary St,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Avoided Temporary St,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Avoided Temporary St,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8E0C244E3C833C85-COMP-CONS-001-Avoided Temporary St,SR-BL-8E0C244E3C833C85-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8E0C244E3C833C85-COMP-EXP-001-Avoided Temporary St,SR-BL-8E0C244E3C833C85-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8E0C244E3C833C85-COMP-HIGH-001-Avoided Temporary St,SR-BL-8E0C244E3C833C85-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8E26EF7B244882DF-COMP-CONS-001-Avoided Temporary St,SR-BL-8E26EF7B244882DF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8E26EF7B244882DF-COMP-EXP-001-Avoided Temporary St,SR-BL-8E26EF7B244882DF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-8E26EF7B244882DF-COMP-HIGH-001-Avoided Temporary St,SR-BL-8E26EF7B244882DF-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-907FDA5ECAB588F6-COMP-CONS-001-Avoided Temporary St,SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-907FDA5ECAB588F6-COMP-EXP-001-Avoided Temporary St,SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-907FDA5ECAB588F6-COMP-HIGH-001-Avoided Temporary St,SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-93DB6F1285221796-COMP-CONS-001-Avoided Temporary St,SR-BL-93DB6F1285221796-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-93DB6F1285221796-COMP-EXP-001-Avoided Temporary St,SR-BL-93DB6F1285221796-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-93DB6F1285221796-COMP-HIGH-001-Avoided Temporary St,SR-BL-93DB6F1285221796-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9657669AA12DB627-COMP-CONS-001-Avoided Temporary St,SR-BL-9657669AA12DB627-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-9657669AA12DB627-COMP-EXP-001-Avoided Temporary St,SR-BL-9657669AA12DB627-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
