evidence_id,scenario_run_id,approval_package_id,evidence_type,evidence_description,source_file,source_field,validation_status,assumption_flag,governance_warning
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Additional Staff Cos,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Temporary Staff Cost,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Avoided Overtime Val,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Additional Shift Cos,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Monitoring Cost,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Implementation Labou,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Project Management C,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-EXP-001-Administrative Burde,SR-BL-EAA08A205B779039-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Additional Staff Cos,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Temporary Staff Cost,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Avoided Overtime Val,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Additional Shift Cos,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Monitoring Cost,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Implementation Labou,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Project Management C,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-EAA08A205B779039-COMP-HIGH-001-Administrative Burde,SR-BL-EAA08A205B779039-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Additional Staff Cos,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Temporary Staff Cost,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Avoided Overtime Val,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Additional Shift Cos,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Monitoring Cost,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Implementation Labou,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Project Management C,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Administrative Burde,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Additional Staff Cos,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Temporary Staff Cost,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Avoided Overtime Val,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Additional Shift Cos,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Monitoring Cost,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Implementation Labou,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Project Management C,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Administrative Burde,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Additional Staff Cos,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Temporary Staff Cost,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Avoided Overtime Val,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Additional Shift Cos,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Monitoring Cost,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Implementation Labou,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Project Management C,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Administrative Burde,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Additional Staff Cos,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Temporary Staff Cost,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Avoided Overtime Val,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Additional Shift Cos,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Monitoring Cost,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Implementation Labou,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Project Management C,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-CONS-001-Administrative Burde,SR-BL-2868AD907B99788E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Additional Staff Cos,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Temporary Staff Cost,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Avoided Overtime Val,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Additional Shift Cos,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Monitoring Cost,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Implementation Labou,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Project Management C,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-EXP-001-Administrative Burde,SR-BL-2868AD907B99788E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Additional Staff Cos,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Temporary Staff Cost,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Avoided Overtime Val,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Additional Shift Cos,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Monitoring Cost,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Implementation Labou,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Project Management C,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2868AD907B99788E-COMP-HIGH-001-Administrative Burde,SR-BL-2868AD907B99788E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Additional Staff Cos,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Temporary Staff Cost,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Avoided Overtime Val,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Additional Shift Cos,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Monitoring Cost,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Implementation Labou,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Project Management C,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-CONS-001-Administrative Burde,SR-BL-992093454AB2494C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-EXP-001-Additional Staff Cos,SR-BL-992093454AB2494C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Additional Staff Cost calculated using additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-EXP-001-Temporary Staff Cost,SR-BL-992093454AB2494C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Temporary Staff Cost calculated using temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-EXP-001-Avoided Overtime Val,SR-BL-992093454AB2494C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Avoided Overtime Value calculated using uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-EXP-001-Additional Shift Cos,SR-BL-992093454AB2494C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Additional Shift Cost calculated using additional_shift_count * cost_per_shift,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-EXP-001-Monitoring Cost,SR-BL-992093454AB2494C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-992093454AB2494C-COMP-EXP-001-Implementation Labou,SR-BL-992093454AB2494C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
