warning_id,hospital,department,department_code,kpi_id,kpi_name,forecast_year,forecast_month,point_forecast,lower_bound,upper_bound,forecast_status,latest_actual_status,expected_status_change,warning_level,warning_reason,horizon_months_ahead,forecast_quality,suggested_action_id,suggested_action_text,action_source,action_readiness,outstanding_condition,recommendation_limit,approval_status
WARN_HOSP-001_DEPT-ICU_kpi_006_2025_10,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2025,10,2.433502,2.420698,2.446307,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_006_2025_11,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2025,11,2.292383,2.279579,2.305188,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_006_2025_12,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2025,12,2.151264,2.13846,2.164069,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_006_2025_08,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2025,8,2.677839,2.571041,2.784637,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_006_2025_09,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2025,9,2.533561,2.426763,2.640359,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_006_2025_10,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2025,10,2.389284,2.282486,2.496082,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_006_2025_11,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2025,11,2.245006,2.138209,2.351804,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_006_2025_12,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2025,12,2.100729,1.993931,2.207527,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_005_2025_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2025,8,8.98742,7.636044,10.338796,Green,Green,Green to Green,Monitoring,Status stable at Green,1,LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_005_2025_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2025,9,8.98742,7.636044,10.338796,Green,Green,Green to Green,Monitoring,Status stable at Green,2,LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_005_2025_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2025,10,8.98742,7.636044,10.338796,Green,Green,Green to Green,Monitoring,Status stable at Green,3,LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_005_2025_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2025,11,8.98742,7.636044,10.338796,Green,Green,Green to Green,Monitoring,Status stable at Green,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_005_2025_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2025,12,8.98742,7.636044,10.338796,Green,Green,Green to Green,Monitoring,Status stable at Green,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_006_2025_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2025,8,2.838969,2.699829,2.978109,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_006_2025_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2025,9,2.733624,2.594484,2.872764,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_006_2025_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2025,10,2.62828,2.489139,2.76742,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_006_2025_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2025,11,2.522935,2.383795,2.662075,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_006_2025_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2025,12,2.41759,2.27845,2.556731,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-PEX_kpi_006_2025_08,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2025,8,3.004163,2.806876,3.201451,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-PEX_kpi_006_2025_09,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2025,9,3.004163,2.806876,3.201451,Green,Green,Green to Green,Monitoring,Status stable at Green,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-PEX_kpi_006_2025_10,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2025,10,3.004163,2.806876,3.201451,Green,Green,Green to Green,Monitoring,Status stable at Green,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-PEX_kpi_006_2025_11,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2025,11,3.004163,2.806876,3.201451,Green,Green,Green to Green,Monitoring,Status stable at Green,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-PEX_kpi_006_2025_12,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2025,12,3.004163,2.806876,3.201451,Green,Green,Green to Green,Monitoring,Status stable at Green,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_006_2025_08,HOSP-001,Surgical Ward,DEPT-SURG,kpi_006,Patient Satisfaction Score,2025,8,2.914596,2.881029,2.948162,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_006_2025_09,HOSP-001,Surgical Ward,DEPT-SURG,kpi_006,Patient Satisfaction Score,2025,9,2.823364,2.789798,2.856931,Green,Green,Green to Green,Monitoring,Status stable at Green,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_006_2025_10,HOSP-001,Surgical Ward,DEPT-SURG,kpi_006,Patient Satisfaction Score,2025,10,2.732133,2.698566,2.7657,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_006_2025_11,HOSP-001,Surgical Ward,DEPT-SURG,kpi_006,Patient Satisfaction Score,2025,11,2.640902,2.607335,2.674468,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_006_2025_12,HOSP-001,Surgical Ward,DEPT-SURG,kpi_006,Patient Satisfaction Score,2025,12,2.54967,2.516104,2.583237,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
