forecast_id,hospital,department,department_code,kpi_id,kpi_name,forecast_year,forecast_month,forecast_period_start,forecast_period_end,point_forecast,lower_bound,upper_bound,unit,selected_method,validation_mae,validation_rmse,forecast_quality,eligibility_status,limitation,raw_forecast,constraint_applied,constraint_reason,horizon_months_ahead,horizon_risk,uncertainty_note,forecast_generated_at,training_start_date,training_end_date,training_observation_count,training_month_count,source_actual_file,model_version,approval_status,disclaimer,forecast_status,threshold_rule,threshold_direction,threshold_version
HOSP-001_DEPT-ICU_kpi_003_2026_08,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2026,8,2026-08-01,2026-08-31,104.761905,102.486212,104.761905,Percent,Holt Linear Trend,2.275693,2.275693,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,109.98079,Maximum bound,Above KPI maximum (104.761905),1,nearest indicative horizon,Indicative uncertainty range ±2.28,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-ICU_kpi_003_2026_09,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2026,9,2026-09-01,2026-09-30,104.761905,102.486212,104.761905,Percent,Holt Linear Trend,2.275693,2.275693,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,114.285125,Maximum bound,Above KPI maximum (104.761905),2,short indicative horizon,Indicative uncertainty range ±2.28,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-ICU_kpi_003_2026_10,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2026,10,2026-10-01,2026-10-31,104.761905,102.486212,104.761905,Percent,Holt Linear Trend,2.275693,2.275693,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,118.589461,Maximum bound,Above KPI maximum (104.761905),3,medium indicative horizon,Indicative uncertainty range ±2.28,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-ICU_kpi_003_2026_11,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2026,11,2026-11-01,2026-11-30,104.761905,102.486212,104.761905,Percent,Holt Linear Trend,2.275693,2.275693,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,122.893797,Maximum bound,Above KPI maximum (104.761905),4,extended indicative horizon,Indicative uncertainty range ±2.28,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-ICU_kpi_003_2026_12,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2026,12,2026-12-01,2026-12-31,104.761905,102.486212,104.761905,Percent,Holt Linear Trend,2.275693,2.275693,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,127.198132,Maximum bound,Above KPI maximum (104.761905),5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±2.28,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-MED_kpi_003_2026_08,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2026,8,2026-08-01,2026-08-31,104.761905,103.308706,104.761905,Percent,Linear Trend,1.453199,2.294511,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,112.17968,Maximum bound,Above KPI maximum (104.761905),1,nearest indicative horizon,Indicative uncertainty range ±1.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-MED_kpi_003_2026_09,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2026,9,2026-09-01,2026-09-30,104.761905,103.308706,104.761905,Percent,Linear Trend,1.453199,2.294511,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,116.456299,Maximum bound,Above KPI maximum (104.761905),2,short indicative horizon,Indicative uncertainty range ±1.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-MED_kpi_003_2026_10,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2026,10,2026-10-01,2026-10-31,104.761905,103.308706,104.761905,Percent,Linear Trend,1.453199,2.294511,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,120.732918,Maximum bound,Above KPI maximum (104.761905),3,medium indicative horizon,Indicative uncertainty range ±1.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-MED_kpi_003_2026_11,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2026,11,2026-11-01,2026-11-30,104.761905,103.308706,104.761905,Percent,Linear Trend,1.453199,2.294511,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,125.009537,Maximum bound,Above KPI maximum (104.761905),4,extended indicative horizon,Indicative uncertainty range ±1.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-MED_kpi_003_2026_12,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2026,12,2026-12-01,2026-12-31,104.761905,103.308706,104.761905,Percent,Linear Trend,1.453199,2.294511,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,129.286157,Maximum bound,Above KPI maximum (104.761905),5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±1.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-SURG_kpi_003_2026_08,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2026,8,2026-08-01,2026-08-31,104.761905,101.090496,104.761905,Percent,Holt Linear Trend,3.671409,3.671409,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,110.414959,Maximum bound,Above KPI maximum (104.761905),1,nearest indicative horizon,Indicative uncertainty range ±3.67,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-SURG_kpi_003_2026_09,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2026,9,2026-09-01,2026-09-30,104.761905,101.090496,104.761905,Percent,Holt Linear Trend,3.671409,3.671409,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,114.461726,Maximum bound,Above KPI maximum (104.761905),2,short indicative horizon,Indicative uncertainty range ±3.67,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-SURG_kpi_003_2026_10,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2026,10,2026-10-01,2026-10-31,104.761905,101.090496,104.761905,Percent,Holt Linear Trend,3.671409,3.671409,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,118.508494,Maximum bound,Above KPI maximum (104.761905),3,medium indicative horizon,Indicative uncertainty range ±3.67,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-SURG_kpi_003_2026_11,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2026,11,2026-11-01,2026-11-30,104.761905,101.090496,104.761905,Percent,Holt Linear Trend,3.671409,3.671409,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,122.555261,Maximum bound,Above KPI maximum (104.761905),4,extended indicative horizon,Indicative uncertainty range ±3.67,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-SURG_kpi_003_2026_12,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2026,12,2026-12-01,2026-12-31,104.761905,101.090496,104.761905,Percent,Holt Linear Trend,3.671409,3.671409,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,126.602029,Maximum bound,Above KPI maximum (104.761905),5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±3.67,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-DIAG_kpi_004_2026_08,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2026,8,2026-08-01,2026-08-31,60.507783,58.576628,62.438939,Minutes,Holt Linear Trend,1.931156,1.931156,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,60.507783,None,,1,nearest indicative horizon,Indicative uncertainty range ±1.93,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_004_2026_09,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2026,9,2026-09-01,2026-09-30,64.957855,63.026699,66.889011,Minutes,Holt Linear Trend,1.931156,1.931156,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,64.957855,None,,2,short indicative horizon,Indicative uncertainty range ±1.93,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_004_2026_10,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2026,10,2026-10-01,2026-10-31,69.407926,67.47677,71.339082,Minutes,Holt Linear Trend,1.931156,1.931156,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,69.407926,None,,3,medium indicative horizon,Indicative uncertainty range ±1.93,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_004_2026_11,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2026,11,2026-11-01,2026-11-30,73.857998,71.926842,75.789154,Minutes,Holt Linear Trend,1.931156,1.931156,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,73.857998,None,,4,extended indicative horizon,Indicative uncertainty range ±1.93,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_004_2026_12,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2026,12,2026-12-01,2026-12-31,78.308069,76.376913,80.239225,Minutes,Holt Linear Trend,1.931156,1.931156,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,78.308069,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±1.93,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-ED_kpi_004_2026_08,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2026,8,2026-08-01,2026-08-31,59.897654,57.797814,61.997494,Minutes,Holt Linear Trend,2.09984,2.09984,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,59.897654,None,,1,nearest indicative horizon,Indicative uncertainty range ±2.10,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-ED_kpi_004_2026_09,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2026,9,2026-09-01,2026-09-30,64.197445,62.097604,66.297285,Minutes,Holt Linear Trend,2.09984,2.09984,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,64.197445,None,,2,short indicative horizon,Indicative uncertainty range ±2.10,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-ED_kpi_004_2026_10,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2026,10,2026-10-01,2026-10-31,68.497236,66.397395,70.597076,Minutes,Holt Linear Trend,2.09984,2.09984,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,68.497236,None,,3,medium indicative horizon,Indicative uncertainty range ±2.10,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-ED_kpi_004_2026_11,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2026,11,2026-11-01,2026-11-30,72.797026,70.697186,74.896867,Minutes,Holt Linear Trend,2.09984,2.09984,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,72.797026,None,,4,extended indicative horizon,Indicative uncertainty range ±2.10,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-ED_kpi_004_2026_12,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2026,12,2026-12-01,2026-12-31,77.096817,74.996977,79.196658,Minutes,Holt Linear Trend,2.09984,2.09984,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,77.096817,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±2.10,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-OPC_kpi_004_2026_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2026,8,2026-08-01,2026-08-31,60.275695,56.462663,64.088728,Minutes,Linear Trend,3.813033,3.934013,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,60.275695,None,,1,nearest indicative horizon,Indicative uncertainty range ±3.81,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-OPC_kpi_004_2026_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2026,9,2026-09-01,2026-09-30,64.602059,60.789027,68.415092,Minutes,Linear Trend,3.813033,3.934013,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,64.602059,None,,2,short indicative horizon,Indicative uncertainty range ±3.81,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-OPC_kpi_004_2026_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2026,10,2026-10-01,2026-10-31,68.928423,65.11539,72.741456,Minutes,Linear Trend,3.813033,3.934013,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,68.928423,None,,3,medium indicative horizon,Indicative uncertainty range ±3.81,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-OPC_kpi_004_2026_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2026,11,2026-11-01,2026-11-30,73.254787,69.441754,77.06782,Minutes,Linear Trend,3.813033,3.934013,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,73.254787,None,,4,extended indicative horizon,Indicative uncertainty range ±3.81,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-OPC_kpi_004_2026_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2026,12,2026-12-01,2026-12-31,77.581151,73.768118,81.394183,Minutes,Linear Trend,3.813033,3.934013,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,77.581151,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±3.81,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-ADM_kpi_006_2026_08,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2026,8,2026-08-01,2026-08-31,2.882216,2.771481,2.99295,Score (1-5 scale),Holt Linear Trend,0.110735,0.110735,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.882216,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-ADM_kpi_006_2026_09,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2026,9,2026-09-01,2026-09-30,2.794768,2.684033,2.905503,Score (1-5 scale),Holt Linear Trend,0.110735,0.110735,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.794768,None,,2,short indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ADM_kpi_006_2026_10,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2026,10,2026-10-01,2026-10-31,2.70732,2.596585,2.818055,Score (1-5 scale),Holt Linear Trend,0.110735,0.110735,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.70732,None,,3,medium indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ADM_kpi_006_2026_11,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2026,11,2026-11-01,2026-11-30,2.619872,2.509138,2.730607,Score (1-5 scale),Holt Linear Trend,0.110735,0.110735,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.619872,None,,4,extended indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ADM_kpi_006_2026_12,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2026,12,2026-12-01,2026-12-31,2.532424,2.42169,2.643159,Score (1-5 scale),Holt Linear Trend,0.110735,0.110735,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.532424,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_005_2026_08,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2026,8,2026-08-01,2026-08-31,18.126093,17.138743,19.113444,Complaints per 1000 encounters,Holt Linear Trend,0.987351,0.987351,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,18.126093,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.99,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,188,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-provisional-approved
HOSP-001_DEPT-DIAG_kpi_005_2026_09,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2026,9,2026-09-01,2026-09-30,19.928145,18.940795,20.915496,Complaints per 1000 encounters,Holt Linear Trend,0.987351,0.987351,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,19.928145,None,,2,short indicative horizon,Indicative uncertainty range ±0.99,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,188,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-DIAG_kpi_005_2026_10,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2026,10,2026-10-01,2026-10-31,21.730197,20.742847,22.717548,Complaints per 1000 encounters,Holt Linear Trend,0.987351,0.987351,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,21.730197,None,,3,medium indicative horizon,Indicative uncertainty range ±0.99,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,188,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-DIAG_kpi_005_2026_11,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2026,11,2026-11-01,2026-11-30,23.532249,22.544899,24.5196,Complaints per 1000 encounters,Holt Linear Trend,0.987351,0.987351,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,23.532249,None,,4,extended indicative horizon,Indicative uncertainty range ±0.99,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,188,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
