approval_package_id,episode_id,hospital_id,department_id,dominant_kpi_id,scenario_family,closure_category,validation_status,package_readiness,contradiction_severity,provisional_warning,comparator_consistency,scorecard_band,evidence_id,lineage_id,comparator_validation_status,has_completed,has_blocked,has_monitoring
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,EP-HOSP-001-DEPT-ICU-kpi_006-20260628,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,EP-HOSP-001-DEPT-ICU-kpi_006-20260716,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,EP-HOSP-001-DEPT-ICU-kpi_006-20260725,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,EP-HOSP-001-DEPT-ICU-kpi_006-20260730,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,EP-HOSP-001-DEPT-ICU-kpi_006-20260809,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,EP-HOSP-001-DEPT-ICU-kpi_006-20260824,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,EP-HOSP-001-DEPT-ICU-kpi_006-20260903,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,EP-HOSP-001-DEPT-ICU-kpi_006-20260910,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,EP-HOSP-001-DEPT-ICU-kpi_006-20261012,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,EP-HOSP-001-DEPT-ICU-kpi_006-20261022,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,EP-HOSP-001-DEPT-ICU-kpi_006-20261112,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,EP-HOSP-001-DEPT-ICU-kpi_006-20261117,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,EP-HOSP-001-DEPT-ICU-kpi_006-20261126,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,EP-HOSP-001-DEPT-ICU-kpi_006-20261205,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,EP-HOSP-001-DEPT-ICU-kpi_006-20261216,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,EP-HOSP-001-DEPT-ICU-kpi_006-20261220,HOSP-001,DEPT-ICU,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,EP-HOSP-001-DEPT-MED-kpi_001-20260116,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,EP-HOSP-001-DEPT-MED-kpi_001-20260208,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,EP-HOSP-001-DEPT-MED-kpi_001-20260330,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,EP-HOSP-001-DEPT-MED-kpi_001-20260408,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,EP-HOSP-001-DEPT-MED-kpi_001-20260421,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,EP-HOSP-001-DEPT-MED-kpi_001-20260502,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,EP-HOSP-001-DEPT-MED-kpi_001-20260605,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,EP-HOSP-001-DEPT-MED-kpi_001-20260616,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,EP-HOSP-001-DEPT-MED-kpi_001-20260717,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,EP-HOSP-001-DEPT-MED-kpi_001-20260723,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,EP-HOSP-001-DEPT-MED-kpi_001-20260728,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,EP-HOSP-001-DEPT-MED-kpi_001-20260916,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,EP-HOSP-001-DEPT-MED-kpi_001-20261008,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,EP-HOSP-001-DEPT-MED-kpi_001-20261102,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,EP-HOSP-001-DEPT-MED-kpi_001-20261107,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,HOSP-001,DEPT-MED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,EP-HOSP-001-DEPT-MED-kpi_002-20260709,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,EP-HOSP-001-DEPT-MED-kpi_002-20260802,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,EP-HOSP-001-DEPT-MED-kpi_002-20261111,HOSP-001,DEPT-MED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,EP-HOSP-001-DEPT-MED-kpi_003-20260405,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,EP-HOSP-001-DEPT-MED-kpi_003-20260412,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,EP-HOSP-001-DEPT-MED-kpi_003-20260429,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,EP-HOSP-001-DEPT-MED-kpi_003-20260506,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,EP-HOSP-001-DEPT-MED-kpi_003-20260510,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,EP-HOSP-001-DEPT-MED-kpi_003-20260519,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,EP-HOSP-001-DEPT-MED-kpi_003-20260527,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,EP-HOSP-001-DEPT-MED-kpi_003-20260621,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,EP-HOSP-001-DEPT-MED-kpi_003-20260626,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,EP-HOSP-001-DEPT-MED-kpi_003-20260704,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,EP-HOSP-001-DEPT-MED-kpi_003-20260711,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,EP-HOSP-001-DEPT-MED-kpi_003-20260715,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,EP-HOSP-001-DEPT-MED-kpi_003-20260722,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,EP-HOSP-001-DEPT-MED-kpi_003-20260731,HOSP-001,DEPT-MED,kpi_003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,EP-HOSP-001-DEPT-MED-kpi_006-20260224,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,EP-HOSP-001-DEPT-MED-kpi_006-20260313,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,EP-HOSP-001-DEPT-MED-kpi_006-20260410,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,EP-HOSP-001-DEPT-MED-kpi_006-20260418,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,EP-HOSP-001-DEPT-MED-kpi_006-20260428,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,EP-HOSP-001-DEPT-MED-kpi_006-20260503,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,EP-HOSP-001-DEPT-MED-kpi_006-20260522,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,EP-HOSP-001-DEPT-MED-kpi_006-20260603,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,EP-HOSP-001-DEPT-MED-kpi_006-20260619,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,EP-HOSP-001-DEPT-MED-kpi_006-20260629,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,EP-HOSP-001-DEPT-MED-kpi_006-20260703,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,EP-HOSP-001-DEPT-MED-kpi_006-20260710,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,EP-HOSP-001-DEPT-MED-kpi_006-20260719,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,EP-HOSP-001-DEPT-MED-kpi_006-20260726,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,EP-HOSP-001-DEPT-MED-kpi_006-20260903,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,EP-HOSP-001-DEPT-MED-kpi_006-20261001,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,EP-HOSP-001-DEPT-MED-kpi_006-20261012,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,EP-HOSP-001-DEPT-MED-kpi_006-20261025,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,EP-HOSP-001-DEPT-MED-kpi_006-20261120,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,EP-HOSP-001-DEPT-MED-kpi_006-20261125,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,EP-HOSP-001-DEPT-MED-kpi_006-20261129,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,EP-HOSP-001-DEPT-MED-kpi_006-20261212,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,EP-HOSP-001-DEPT-MED-kpi_006-20261216,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,EP-HOSP-001-DEPT-MED-kpi_006-20261226,HOSP-001,DEPT-MED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
