scenario_run_id,approval_package_id,episode_id,comparator_id,comparator_type,scenario_template_id,baseline_id,primary_kpi_id,assumption_version,assumption_set_id,baseline_source,evidence_id,lineage_id,overall_validation_status,governance_warning,closure_status
SR-BL-6D36E4CD902A03C3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,COMP-EXP-002,Expected,SCEN-ABS-001,BL-6D36E4CD902A03C3,kpi_002,,absenteeism-default,BL-6D36E4CD902A03C3,EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-BASE-0;EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-REC-1;EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-RECID-2;EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-RECID-3;EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-COMP-4;EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-PKG-5;EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-EP-6,LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-REC-1;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-EXP-002-EP-6,,,Closed — Requires Revision
SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,COMP-HIGH-002,Higher Intensity,SCEN-ABS-001,BL-6D36E4CD902A03C3,kpi_002,,absenteeism-default,BL-6D36E4CD902A03C3,EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-BASE-0;EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-REC-1;EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-RECID-2;EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-RECID-3;EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-COMP-4;EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-PKG-5;EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-6D36E4CD902A03C3-COMP-HIGH-002-EP-6,,,Closed — Requires Revision
SR-BL-8915CDDECD19E6FD-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,-BLOCKED,Baseline,,BL-8915CDDECD19E6FD,kpi_002,,,BL-8915CDDECD19E6FD,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-70BF0FCD0690B901-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,-BLOCKED,Baseline,,BL-70BF0FCD0690B901,kpi_002,,,BL-70BF0FCD0690B901,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-231E7FD07C8E239E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,COMP-BASE-002,Baseline,SCEN-ABS-001,BL-231E7FD07C8E239E,kpi_002,,absenteeism-default,BL-231E7FD07C8E239E,EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-BASE-0;EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-REC-1;EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-RECID-2;EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-RECID-3;EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-COMP-4;EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-PKG-5;EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-EP-6,LIN-EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-REC-1;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-BASE-002-EP-6,,,Closed — Requires Revision
SR-BL-231E7FD07C8E239E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,COMP-CONS-002,Conservative,SCEN-ABS-001,BL-231E7FD07C8E239E,kpi_002,,absenteeism-default,BL-231E7FD07C8E239E,EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-BASE-0;EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-REC-1;EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-RECID-2;EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-RECID-3;EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-COMP-4;EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-PKG-5;EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-EP-6,LIN-EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-REC-1;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-CONS-002-EP-6,,,Closed — Requires Revision
SR-BL-231E7FD07C8E239E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,COMP-EXP-002,Expected,SCEN-ABS-001,BL-231E7FD07C8E239E,kpi_002,,absenteeism-default,BL-231E7FD07C8E239E,EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-BASE-0;EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-REC-1;EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-RECID-2;EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-RECID-3;EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-COMP-4;EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-PKG-5;EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-EP-6,LIN-EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-REC-1;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-EXP-002-EP-6,,,Closed — Requires Revision
SR-BL-231E7FD07C8E239E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,COMP-HIGH-002,Higher Intensity,SCEN-ABS-001,BL-231E7FD07C8E239E,kpi_002,,absenteeism-default,BL-231E7FD07C8E239E,EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-BASE-0;EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-REC-1;EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-RECID-2;EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-RECID-3;EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-COMP-4;EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-PKG-5;EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-231E7FD07C8E239E-COMP-HIGH-002-EP-6,,,Closed — Requires Revision
SR-BL-FC1AC1EBB03BC6F0-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,-BLOCKED,Baseline,,BL-FC1AC1EBB03BC6F0,kpi_002,,,BL-FC1AC1EBB03BC6F0,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-7F5AD461E4FBD92A-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,-BLOCKED,Baseline,,BL-7F5AD461E4FBD92A,kpi_002,,,BL-7F5AD461E4FBD92A,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-38833579398C04FA-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,COMP-BASE-002,Baseline,SCEN-ABS-001,BL-38833579398C04FA,kpi_002,,absenteeism-default,BL-38833579398C04FA,EV-SR-BL-38833579398C04FA-COMP-BASE-002-BASE-0;EV-SR-BL-38833579398C04FA-COMP-BASE-002-REC-1;EV-SR-BL-38833579398C04FA-COMP-BASE-002-RECID-2;EV-SR-BL-38833579398C04FA-COMP-BASE-002-RECID-3;EV-SR-BL-38833579398C04FA-COMP-BASE-002-COMP-4;EV-SR-BL-38833579398C04FA-COMP-BASE-002-PKG-5;EV-SR-BL-38833579398C04FA-COMP-BASE-002-EP-6,LIN-EV-SR-BL-38833579398C04FA-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-38833579398C04FA-COMP-BASE-002-REC-1;LIN-EV-SR-BL-38833579398C04FA-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-38833579398C04FA-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-38833579398C04FA-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-38833579398C04FA-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-38833579398C04FA-COMP-BASE-002-EP-6,,,Closed — Requires Revision
SR-BL-38833579398C04FA-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,COMP-CONS-002,Conservative,SCEN-ABS-001,BL-38833579398C04FA,kpi_002,,absenteeism-default,BL-38833579398C04FA,EV-SR-BL-38833579398C04FA-COMP-CONS-002-BASE-0;EV-SR-BL-38833579398C04FA-COMP-CONS-002-REC-1;EV-SR-BL-38833579398C04FA-COMP-CONS-002-RECID-2;EV-SR-BL-38833579398C04FA-COMP-CONS-002-RECID-3;EV-SR-BL-38833579398C04FA-COMP-CONS-002-COMP-4;EV-SR-BL-38833579398C04FA-COMP-CONS-002-PKG-5;EV-SR-BL-38833579398C04FA-COMP-CONS-002-EP-6,LIN-EV-SR-BL-38833579398C04FA-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-38833579398C04FA-COMP-CONS-002-REC-1;LIN-EV-SR-BL-38833579398C04FA-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-38833579398C04FA-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-38833579398C04FA-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-38833579398C04FA-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-38833579398C04FA-COMP-CONS-002-EP-6,,,Closed — Requires Revision
SR-BL-38833579398C04FA-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,COMP-EXP-002,Expected,SCEN-ABS-001,BL-38833579398C04FA,kpi_002,,absenteeism-default,BL-38833579398C04FA,EV-SR-BL-38833579398C04FA-COMP-EXP-002-BASE-0;EV-SR-BL-38833579398C04FA-COMP-EXP-002-REC-1;EV-SR-BL-38833579398C04FA-COMP-EXP-002-RECID-2;EV-SR-BL-38833579398C04FA-COMP-EXP-002-RECID-3;EV-SR-BL-38833579398C04FA-COMP-EXP-002-COMP-4;EV-SR-BL-38833579398C04FA-COMP-EXP-002-PKG-5;EV-SR-BL-38833579398C04FA-COMP-EXP-002-EP-6,LIN-EV-SR-BL-38833579398C04FA-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-38833579398C04FA-COMP-EXP-002-REC-1;LIN-EV-SR-BL-38833579398C04FA-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-38833579398C04FA-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-38833579398C04FA-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-38833579398C04FA-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-38833579398C04FA-COMP-EXP-002-EP-6,,,Closed — Requires Revision
SR-BL-38833579398C04FA-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,COMP-HIGH-002,Higher Intensity,SCEN-ABS-001,BL-38833579398C04FA,kpi_002,,absenteeism-default,BL-38833579398C04FA,EV-SR-BL-38833579398C04FA-COMP-HIGH-002-BASE-0;EV-SR-BL-38833579398C04FA-COMP-HIGH-002-REC-1;EV-SR-BL-38833579398C04FA-COMP-HIGH-002-RECID-2;EV-SR-BL-38833579398C04FA-COMP-HIGH-002-RECID-3;EV-SR-BL-38833579398C04FA-COMP-HIGH-002-COMP-4;EV-SR-BL-38833579398C04FA-COMP-HIGH-002-PKG-5;EV-SR-BL-38833579398C04FA-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-38833579398C04FA-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-38833579398C04FA-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-38833579398C04FA-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-38833579398C04FA-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-38833579398C04FA-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-38833579398C04FA-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-38833579398C04FA-COMP-HIGH-002-EP-6,,,Closed — Requires Revision
SR-BL-3190E9165BC71227-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,-BLOCKED,Baseline,,BL-3190E9165BC71227,kpi_002,,,BL-3190E9165BC71227,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-EEAA1D23E41AC049-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,-BLOCKED,Baseline,,BL-EEAA1D23E41AC049,kpi_002,,,BL-EEAA1D23E41AC049,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-41656BD47109AE63-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,COMP-BASE-002,Baseline,SCEN-ABS-001,BL-41656BD47109AE63,kpi_002,,absenteeism-default,BL-41656BD47109AE63,EV-SR-BL-41656BD47109AE63-COMP-BASE-002-BASE-0;EV-SR-BL-41656BD47109AE63-COMP-BASE-002-REC-1;EV-SR-BL-41656BD47109AE63-COMP-BASE-002-RECID-2;EV-SR-BL-41656BD47109AE63-COMP-BASE-002-RECID-3;EV-SR-BL-41656BD47109AE63-COMP-BASE-002-COMP-4;EV-SR-BL-41656BD47109AE63-COMP-BASE-002-PKG-5;EV-SR-BL-41656BD47109AE63-COMP-BASE-002-EP-6,LIN-EV-SR-BL-41656BD47109AE63-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-41656BD47109AE63-COMP-BASE-002-REC-1;LIN-EV-SR-BL-41656BD47109AE63-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-41656BD47109AE63-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-41656BD47109AE63-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-41656BD47109AE63-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-41656BD47109AE63-COMP-BASE-002-EP-6,,,Closed — Requires Revision
SR-BL-41656BD47109AE63-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,COMP-CONS-002,Conservative,SCEN-ABS-001,BL-41656BD47109AE63,kpi_002,,absenteeism-default,BL-41656BD47109AE63,EV-SR-BL-41656BD47109AE63-COMP-CONS-002-BASE-0;EV-SR-BL-41656BD47109AE63-COMP-CONS-002-REC-1;EV-SR-BL-41656BD47109AE63-COMP-CONS-002-RECID-2;EV-SR-BL-41656BD47109AE63-COMP-CONS-002-RECID-3;EV-SR-BL-41656BD47109AE63-COMP-CONS-002-COMP-4;EV-SR-BL-41656BD47109AE63-COMP-CONS-002-PKG-5;EV-SR-BL-41656BD47109AE63-COMP-CONS-002-EP-6,LIN-EV-SR-BL-41656BD47109AE63-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-41656BD47109AE63-COMP-CONS-002-REC-1;LIN-EV-SR-BL-41656BD47109AE63-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-41656BD47109AE63-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-41656BD47109AE63-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-41656BD47109AE63-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-41656BD47109AE63-COMP-CONS-002-EP-6,,,Closed — Requires Revision
SR-BL-41656BD47109AE63-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,COMP-EXP-002,Expected,SCEN-ABS-001,BL-41656BD47109AE63,kpi_002,,absenteeism-default,BL-41656BD47109AE63,EV-SR-BL-41656BD47109AE63-COMP-EXP-002-BASE-0;EV-SR-BL-41656BD47109AE63-COMP-EXP-002-REC-1;EV-SR-BL-41656BD47109AE63-COMP-EXP-002-RECID-2;EV-SR-BL-41656BD47109AE63-COMP-EXP-002-RECID-3;EV-SR-BL-41656BD47109AE63-COMP-EXP-002-COMP-4;EV-SR-BL-41656BD47109AE63-COMP-EXP-002-PKG-5;EV-SR-BL-41656BD47109AE63-COMP-EXP-002-EP-6,LIN-EV-SR-BL-41656BD47109AE63-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-41656BD47109AE63-COMP-EXP-002-REC-1;LIN-EV-SR-BL-41656BD47109AE63-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-41656BD47109AE63-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-41656BD47109AE63-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-41656BD47109AE63-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-41656BD47109AE63-COMP-EXP-002-EP-6,,,Closed — Requires Revision
SR-BL-41656BD47109AE63-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,COMP-HIGH-002,Higher Intensity,SCEN-ABS-001,BL-41656BD47109AE63,kpi_002,,absenteeism-default,BL-41656BD47109AE63,EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-BASE-0;EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-REC-1;EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-RECID-2;EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-RECID-3;EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-COMP-4;EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-PKG-5;EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-41656BD47109AE63-COMP-HIGH-002-EP-6,,,Closed — Requires Revision
SR-BL-E9E7A34915777B53-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,-BLOCKED,Baseline,,BL-E9E7A34915777B53,kpi_002,,,BL-E9E7A34915777B53,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-0496FCE3D4A9283C-,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,-BLOCKED,Baseline,,BL-0496FCE3D4A9283C,kpi_002,,,BL-0496FCE3D4A9283C,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-8A4D8FC38A2271AD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,EP-HOSP-001-DEPT-MED-kpi_002-20260701,COMP-BASE-002,Baseline,SCEN-ABS-001,BL-8A4D8FC38A2271AD,kpi_002,,absenteeism-default,BL-8A4D8FC38A2271AD,EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-BASE-0;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-1;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-2;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-3;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-4;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-5;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-6;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-7;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-8;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-9;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-10;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-11;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-COMP-12;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-PKG-13;EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-EP-14,LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-1;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-2;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-3;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-4;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-REC-5;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-6;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-7;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-8;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-9;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-10;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-RECID-11;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-COMP-12;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-PKG-13;LIN-EV-SR-BL-8A4D8FC38A2271AD-COMP-BASE-002-EP-14,,,Closed — Requires Revision
