approval_package_id,episode_id,scenario_family,current_readiness,closure_status,reason,missing_requirement,required_next_action,responsible_role,future_reassessment_condition,governance_warning
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,EP-HOSP-001-DEPT-MED-kpi_006-20260710,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,EP-HOSP-001-DEPT-MED-kpi_006-20260719,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,EP-HOSP-001-DEPT-MED-kpi_006-20260726,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,EP-HOSP-001-DEPT-MED-kpi_006-20260903,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,EP-HOSP-001-DEPT-MED-kpi_006-20261001,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,EP-HOSP-001-DEPT-MED-kpi_006-20261012,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,EP-HOSP-001-DEPT-MED-kpi_006-20261025,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,EP-HOSP-001-DEPT-MED-kpi_006-20261120,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,EP-HOSP-001-DEPT-MED-kpi_006-20261125,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,EP-HOSP-001-DEPT-MED-kpi_006-20261129,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,EP-HOSP-001-DEPT-MED-kpi_006-20261212,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,EP-HOSP-001-DEPT-MED-kpi_006-20261216,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,EP-HOSP-001-DEPT-MED-kpi_006-20261226,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,EP-HOSP-001-DEPT-OPC-kpi_001-20260122,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,EP-HOSP-001-DEPT-OPC-kpi_001-20260305,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,EP-HOSP-001-DEPT-OPC-kpi_001-20260823,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,EP-HOSP-001-DEPT-OPC-kpi_001-20260830,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,EP-HOSP-001-DEPT-OPC-kpi_001-20261008,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,EP-HOSP-001-DEPT-OPC-kpi_001-20261029,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,EP-HOSP-001-DEPT-OPC-kpi_001-20261116,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,EP-HOSP-001-DEPT-OPC-kpi_001-20261214,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
