management_scenario_package_id,approval_package_id,episode_id,hospital_id,department_id,department_name,scenario_family,dominant_kpi_id,dominant_kpi_name,observed_problem,risk_score,priority_tier,urgency,representative_recommendation,contradiction_severity,provisional_warning,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,comparator_completeness,comparator_consistency,primary_kpi_effects,supporting_kpi_effects,tradeoff_summary,displacement_summary,sensitivity_summary,dominance_summary,baseline_validity,assumption_plausibility,numerical_validity,final_scenario_confidence,scenario_validation_status,validation_scorecard_band,package_readiness,management_questions,required_confirmation,monitoring_requirements,scenario_limitations,management_action_required,financial_review_required,financial_input_requirements,approval_status
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,EP-HOSP-001-DEPT-ICU-kpi_002-20261213,HOSP-001,DEPT-ICU,Intensive Care Unit,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 18.181818181818183,Estimated impact: -9.999999999999991%,Estimated impact: -20.0%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,EP-HOSP-001-DEPT-ICU-kpi_002-20261217,HOSP-001,DEPT-ICU,Intensive Care Unit,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 27.27272727272727,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,EP-HOSP-001-DEPT-ICU-kpi_002-20261231,HOSP-001,DEPT-ICU,Intensive Care Unit,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 15.384615384615383,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,EP-HOSP-001-DEPT-MED-kpi_001-20260116,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 83.33333333333334,Estimated impact: 11.1111111111111%,Estimated impact: 16.666666666666657%,Estimated impact: 16.666666666666657%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,EP-HOSP-001-DEPT-MED-kpi_001-20260208,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 83.33333333333334,Estimated impact: 8.333333333333314%,Estimated impact: 16.666666666666657%,Estimated impact: 16.666666666666657%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,EP-HOSP-001-DEPT-MED-kpi_001-20260330,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 80.46218487394958,Estimated impact: 13.08620222282461%,Estimated impact: 19.53781512605042%,Estimated impact: 19.53781512605042%,4/4 present,Consistent,Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,EP-HOSP-001-DEPT-MED-kpi_001-20260408,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 82.35294117647058,Estimated impact: 11.764705882352942%,Estimated impact: 17.64705882352942%,Estimated impact: 17.64705882352942%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,EP-HOSP-001-DEPT-MED-kpi_001-20260421,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 75.0,Estimated impact: 12.5%,Estimated impact: 25.0%,Estimated impact: 25.0%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,EP-HOSP-001-DEPT-MED-kpi_001-20260502,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 82.35294117647058,Estimated impact: 11.764705882352942%,Estimated impact: 17.64705882352942%,Estimated impact: 17.64705882352942%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,EP-HOSP-001-DEPT-MED-kpi_001-20260605,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 77.77777777777779,Estimated impact: 11.1111111111111%,Estimated impact: 22.22222222222221%,Estimated impact: 22.22222222222221%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,EP-HOSP-001-DEPT-MED-kpi_001-20260616,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 82.38968633705475,Estimated impact: 10.063143851624488%,Estimated impact: 17.610313662945245%,Estimated impact: 17.610313662945245%,4/4 present,Consistent,Decrease; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,EP-HOSP-001-DEPT-MED-kpi_001-20260717,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 57.89473684210527,Estimated impact: 10.526315789473678%,Estimated impact: 26.3157894736842%,Estimated impact: 42.10526315789473%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,EP-HOSP-001-DEPT-MED-kpi_001-20260723,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 77.52100840336135,Estimated impact: 12.801572241799931%,Estimated impact: 22.47899159663865%,Estimated impact: 22.47899159663865%,4/4 present,Consistent,Decrease; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,EP-HOSP-001-DEPT-MED-kpi_001-20260728,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 61.53846153846154,Estimated impact: 15.384615384615394%,Estimated impact: 38.46153846153846%,Estimated impact: 38.46153846153846%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,EP-HOSP-001-DEPT-MED-kpi_001-20260916,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 85.51645658263305,Estimated impact: 12.17585110967464%,Estimated impact: 14.483543417366946%,Estimated impact: 14.483543417366946%,4/4 present,Consistent,Decrease; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,EP-HOSP-001-DEPT-MED-kpi_001-20261008,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 78.94736842105263,Estimated impact: 10.526315789473683%,Estimated impact: 21.05263157894737%,Estimated impact: 21.05263157894737%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,EP-HOSP-001-DEPT-MED-kpi_001-20261102,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 72.22222222222221,Estimated impact: 11.111111111111128%,Estimated impact: 27.777777777777786%,Estimated impact: 27.777777777777786%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,EP-HOSP-001-DEPT-MED-kpi_001-20261107,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 82.35294117647058,Estimated impact: 11.764705882352942%,Estimated impact: 17.64705882352942%,Estimated impact: 17.64705882352942%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 86.30952380952381,Estimated impact: 11.023809523809533%,Estimated impact: 13.69047619047619%,Estimated impact: 13.69047619047619%,4/4 present,Consistent,Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_001,Kpi 001,,,,,,No Contradiction,False,Baseline value: 77.77777777777779,Estimated impact: 11.1111111111111%,Estimated impact: 22.22222222222221%,Estimated impact: 22.22222222222221%,4/4 present,Consistent,No Change; Increase,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 23.809523809523807,Estimated impact: -9.999999999999996%,Estimated impact: -19.99999999999999%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 22.22222222222222,Estimated impact: -9.999999999999996%,Estimated impact: -19.999999999999996%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 20.869565217391305,Estimated impact: -9.999999999999991%,Estimated impact: -20.000000000000004%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 15.789473684210526,Estimated impact: -10.000000000000004%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 20.833333333333336,Estimated impact: -9.999999999999991%,Estimated impact: -20.000000000000004%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,EP-HOSP-001-DEPT-MED-kpi_002-20260601,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,EP-HOSP-001-DEPT-MED-kpi_002-20260608,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 22.22222222222222,Estimated impact: -9.999999999999996%,Estimated impact: -19.999999999999996%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,EP-HOSP-001-DEPT-MED-kpi_002-20260617,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 25.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,EP-HOSP-001-DEPT-MED-kpi_002-20260624,HOSP-001,DEPT-MED,Medical Ward,No-Action or Baseline Comparator,kpi_002,Kpi 002,,,,,,No Contradiction,False,Baseline value: 25.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,4/4 present,Consistent,No Change; Decrease,,No trade-offs,Displacement risk flagged,,,Valid,Assumed valid,Valid,Insufficient Evidence,Valid with Conditions,Acceptable with Conditions,Ready with Conditions,Are assumptions realistic? Is baseline data complete?,Management review required before any decision.,Monitor KPI trends during any trial.,Analytical scenario only. Not confirmed. No financial impact calculated.,Compare Scenarios;Send to Financial Review,Yes,Cost inputs required for financial-impact analysis.,Pending Management Review
