issue_id,severity,issue_type,kpi_id,hospital_id,department_id,reporting_date,message,source_dataset,source_record_id,calculation_run_id
ISS-kpi_005-8642DBE1,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-14,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261114,PEX-KPI-DCF120177644
ISS-kpi_005-33F847D2,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-15,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261115,PEX-KPI-DCF120177644
ISS-kpi_005-2457342E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-16,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261116,PEX-KPI-DCF120177644
ISS-kpi_006-0D3C18C8,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-MED,2026-11-16,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261116,PEX-KPI-DCF120177644
ISS-kpi_005-53283527,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-17,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261117,PEX-KPI-DCF120177644
ISS-kpi_005-A204402E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-18,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261118,PEX-KPI-DCF120177644
ISS-kpi_005-FF7D74E7,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-19,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261119,PEX-KPI-DCF120177644
ISS-kpi_006-0B52ECB1,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-MED,2026-11-19,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261119,PEX-KPI-DCF120177644
ISS-kpi_005-7DCB687E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-20,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261120,PEX-KPI-DCF120177644
ISS-kpi_005-A7CAF1FF,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-21,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261121,PEX-KPI-DCF120177644
ISS-kpi_006-76B04F27,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-MED,2026-11-21,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261121,PEX-KPI-DCF120177644
ISS-kpi_005-65F7023E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-22,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261122,PEX-KPI-DCF120177644
ISS-kpi_005-72BF4070,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-MED,2026-11-23,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261123,PEX-KPI-DCF120177644
ISS-kpi_006-4A965C03,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-MED,2026-11-23,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261123,PEX-KPI-DCF120177644
ISS-kpi_005-18BD9DE4,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-24,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261124,PEX-KPI-DCF120177644
ISS-kpi_005-F56D46C8,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-25,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261125,PEX-KPI-DCF120177644
ISS-kpi_005-9A7B3F1E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-26,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261126,PEX-KPI-DCF120177644
ISS-kpi_005-44499A75,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-27,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261127,PEX-KPI-DCF120177644
ISS-kpi_005-20ED531B,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-MED,2026-11-28,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261128,PEX-KPI-DCF120177644
ISS-kpi_006-FF4A010E,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-MED,2026-11-28,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261128,PEX-KPI-DCF120177644
ISS-kpi_005-9382AA52,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-29,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261129,PEX-KPI-DCF120177644
ISS-kpi_005-03E4A3EE,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-11-30,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261130,PEX-KPI-DCF120177644
ISS-kpi_006-2ADD584D,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-MED,2026-11-30,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261130,PEX-KPI-DCF120177644
ISS-kpi_005-1899050B,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-01,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261201,PEX-KPI-DCF120177644
ISS-kpi_005-4D287F11,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-02,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261202,PEX-KPI-DCF120177644
ISS-kpi_005-AC2281AA,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-MED,2026-12-03,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261203,PEX-KPI-DCF120177644
ISS-kpi_006-5594A61E,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-MED,2026-12-03,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261203,PEX-KPI-DCF120177644
ISS-kpi_005-877D4C8E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-04,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261204,PEX-KPI-DCF120177644
ISS-kpi_005-A9A88CF4,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-05,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261205,PEX-KPI-DCF120177644
ISS-kpi_005-C289FE0A,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-06,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261206,PEX-KPI-DCF120177644
ISS-kpi_005-12E82575,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-MED,2026-12-07,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261207,PEX-KPI-DCF120177644
ISS-kpi_006-9848C1CF,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-MED,2026-12-07,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261207,PEX-KPI-DCF120177644
ISS-kpi_005-1BBE57F6,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-08,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261208,PEX-KPI-DCF120177644
ISS-kpi_005-C23E928F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-09,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261209,PEX-KPI-DCF120177644
ISS-kpi_005-7CAE7D26,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-10,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261210,PEX-KPI-DCF120177644
ISS-kpi_005-CCF13E15,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-11,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261211,PEX-KPI-DCF120177644
ISS-kpi_005-AB44AAF9,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-12,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261212,PEX-KPI-DCF120177644
ISS-kpi_005-02272280,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-13,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261213,PEX-KPI-DCF120177644
ISS-kpi_006-6BB66373,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-MED,2026-12-13,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261213,PEX-KPI-DCF120177644
ISS-kpi_005-EA1A64F7,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-14,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261214,PEX-KPI-DCF120177644
ISS-kpi_005-4478B5D6,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-15,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261215,PEX-KPI-DCF120177644
ISS-kpi_005-336919A1,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-16,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261216,PEX-KPI-DCF120177644
ISS-kpi_005-8D3C6B79,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-17,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261217,PEX-KPI-DCF120177644
ISS-kpi_005-F7A9EE4B,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-18,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261218,PEX-KPI-DCF120177644
ISS-kpi_005-2744BD17,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-19,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261219,PEX-KPI-DCF120177644
ISS-kpi_005-1E3B0716,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-20,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261220,PEX-KPI-DCF120177644
ISS-kpi_005-D84155F1,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-21,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261221,PEX-KPI-DCF120177644
ISS-kpi_006-E08E6660,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-MED,2026-12-21,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261221,PEX-KPI-DCF120177644
ISS-kpi_005-52B71834,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-22,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261222,PEX-KPI-DCF120177644
ISS-kpi_005-B11695AD,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-23,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261223,PEX-KPI-DCF120177644
ISS-kpi_005-0617F51C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-24,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261224,PEX-KPI-DCF120177644
ISS-kpi_005-68958F70,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-25,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261225,PEX-KPI-DCF120177644
ISS-kpi_005-AC28C7F5,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-26,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261226,PEX-KPI-DCF120177644
ISS-kpi_005-1D1C3D18,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-MED,2026-12-27,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261227,PEX-KPI-DCF120177644
ISS-kpi_006-64BF308E,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-MED,2026-12-27,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261227,PEX-KPI-DCF120177644
ISS-kpi_005-5AE3C2E0,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-28,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261228,PEX-KPI-DCF120177644
ISS-kpi_005-90892ECF,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-29,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261229,PEX-KPI-DCF120177644
ISS-kpi_005-7D4C7356,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-30,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261230,PEX-KPI-DCF120177644
ISS-kpi_005-C68D3A80,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-MED,2026-12-31,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-MED-20261231,PEX-KPI-DCF120177644
ISS-kpi_005-22CE8972,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-01,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260101,PEX-KPI-DCF120177644
ISS-kpi_005-F55A01EC,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-02,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260102,PEX-KPI-DCF120177644
ISS-kpi_005-97A16D01,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-03,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260103,PEX-KPI-DCF120177644
ISS-kpi_005-4BF3E7FF,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-04,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260104,PEX-KPI-DCF120177644
ISS-kpi_006-EAD89DFA,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-OPC,2026-01-04,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260104,PEX-KPI-DCF120177644
ISS-kpi_005-179D9786,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-05,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260105,PEX-KPI-DCF120177644
ISS-kpi_005-53BAAA15,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-06,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260106,PEX-KPI-DCF120177644
ISS-kpi_005-85100758,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-07,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260107,PEX-KPI-DCF120177644
ISS-kpi_005-5E0F8B13,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-08,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260108,PEX-KPI-DCF120177644
ISS-kpi_005-FB127680,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-09,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260109,PEX-KPI-DCF120177644
ISS-kpi_005-491E99C5,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-10,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260110,PEX-KPI-DCF120177644
ISS-kpi_006-6E5D0308,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-OPC,2026-01-10,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260110,PEX-KPI-DCF120177644
ISS-kpi_005-2335A3BF,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-11,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260111,PEX-KPI-DCF120177644
ISS-kpi_005-72F42E1D,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-12,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260112,PEX-KPI-DCF120177644
ISS-kpi_005-7FA7C046,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-13,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260113,PEX-KPI-DCF120177644
ISS-kpi_005-DC6F0840,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-14,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260114,PEX-KPI-DCF120177644
ISS-kpi_005-BCFE3EB0,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-15,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260115,PEX-KPI-DCF120177644
ISS-kpi_005-F7D54017,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-16,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260116,PEX-KPI-DCF120177644
ISS-kpi_005-91E76FD1,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-17,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260117,PEX-KPI-DCF120177644
ISS-kpi_005-87683A05,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-18,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260118,PEX-KPI-DCF120177644
ISS-kpi_005-8159E31E,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-19,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260119,PEX-KPI-DCF120177644
ISS-kpi_005-B41F7743,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-20,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260120,PEX-KPI-DCF120177644
ISS-kpi_005-0A1D76B2,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-21,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260121,PEX-KPI-DCF120177644
ISS-kpi_005-2471FD29,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-22,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260122,PEX-KPI-DCF120177644
ISS-kpi_005-AF0BBDD1,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-23,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260123,PEX-KPI-DCF120177644
ISS-kpi_005-33B97E7F,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-24,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260124,PEX-KPI-DCF120177644
ISS-kpi_005-3762516D,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-25,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260125,PEX-KPI-DCF120177644
ISS-kpi_005-D7E5D935,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-26,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260126,PEX-KPI-DCF120177644
ISS-kpi_005-2377B41C,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-27,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260127,PEX-KPI-DCF120177644
ISS-kpi_005-DBAA5050,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-28,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260128,PEX-KPI-DCF120177644
ISS-kpi_005-13715281,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-29,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260129,PEX-KPI-DCF120177644
ISS-kpi_005-8BAB76F8,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-30,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260130,PEX-KPI-DCF120177644
ISS-kpi_005-BD94A141,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-01-31,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260131,PEX-KPI-DCF120177644
ISS-kpi_005-0F1E9EF9,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-01,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260201,PEX-KPI-DCF120177644
ISS-kpi_005-A4BF45AD,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-02,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260202,PEX-KPI-DCF120177644
ISS-kpi_005-2259D746,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-03,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260203,PEX-KPI-DCF120177644
ISS-kpi_005-694CF2C9,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-OPC,2026-02-04,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260204,PEX-KPI-DCF120177644
ISS-kpi_006-6942DA71,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-OPC,2026-02-04,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260204,PEX-KPI-DCF120177644
ISS-kpi_005-CD163DBF,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-05,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260205,PEX-KPI-DCF120177644
ISS-kpi_005-D4854F02,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-06,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260206,PEX-KPI-DCF120177644
ISS-kpi_006-110312DD,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-OPC,2026-02-06,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260206,PEX-KPI-DCF120177644
ISS-kpi_005-557A7A9D,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-07,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260207,PEX-KPI-DCF120177644
ISS-kpi_005-59411B3A,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-08,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260208,PEX-KPI-DCF120177644
ISS-kpi_005-EA2FF1FD,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-09,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260209,PEX-KPI-DCF120177644
ISS-kpi_005-88347D24,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-10,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260210,PEX-KPI-DCF120177644
ISS-kpi_005-828F3F72,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-OPC,2026-02-11,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-OPC-20260211,PEX-KPI-DCF120177644
