hospital,department,department_code,year,month,kpi_id,kpi_name,period_type,chart_value,card_value,values_match,source_file,source_record_id,forecast_quality,warning_level,validation_note
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-ADM,DEPT-ADM,2026,1,kpi_001,kpi_001,ACTUAL,90.8,90.8,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_001_2026_01,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,2,kpi_001,kpi_001,ACTUAL,92.0,92.0,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_001_2026_02,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,3,kpi_001,kpi_001,ACTUAL,92.5,92.5,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_001_2026_03,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,4,kpi_001,kpi_001,ACTUAL,88.6,88.6,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_001_2026_04,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,5,kpi_001,kpi_001,ACTUAL,91.3,91.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_001_2026_05,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,6,kpi_001,kpi_001,ACTUAL,89.2,89.2,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_001_2026_06,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,7,kpi_001,kpi_001,ACTUAL,87.9,87.9,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_001_2026_07,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_001,kpi_001,FORECAST,88.1,88.1,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_08,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_001,kpi_001,FORECAST,87.6,87.6,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_09,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_001,kpi_001,FORECAST,87.0,87.0,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_10,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_001,kpi_001,FORECAST,86.5,86.5,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_11,VERY LOW INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_001,kpi_001,FORECAST,85.9,85.9,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_12,VERY LOW INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,1,kpi_002,kpi_002,ACTUAL,5.1,5.1,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_002_2026_01,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,2,kpi_002,kpi_002,ACTUAL,8.0,8.0,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_002_2026_02,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,3,kpi_002,kpi_002,ACTUAL,7.0,7.0,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_002_2026_03,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,4,kpi_002,kpi_002,ACTUAL,11.1,11.1,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_002_2026_04,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,5,kpi_002,kpi_002,ACTUAL,9.2,9.2,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_002_2026_05,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,6,kpi_002,kpi_002,ACTUAL,11.5,11.5,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_002_2026_06,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,7,kpi_002,kpi_002,ACTUAL,12.5,12.5,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_002_2026_07,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_002,kpi_002,FORECAST,13.7,13.7,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_08,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_002,kpi_002,FORECAST,14.8,14.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_09,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_002,kpi_002,FORECAST,15.9,15.9,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_10,MODERATE INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_002,kpi_002,FORECAST,17.1,17.1,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_11,VERY LOW INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_002,kpi_002,FORECAST,18.2,18.2,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_12,VERY LOW INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,1,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,2,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,3,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,4,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,5,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,6,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,7,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,1,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,2,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,3,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,4,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,5,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,6,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,7,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,1,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,2,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,3,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,4,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,5,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,6,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,7,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,1,kpi_006,kpi_006,ACTUAL,3.4,3.4,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_006_2026_01,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,2,kpi_006,kpi_006,ACTUAL,3.5,3.5,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_006_2026_02,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,3,kpi_006,kpi_006,ACTUAL,3.4,3.4,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_006_2026_03,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,4,kpi_006,kpi_006,ACTUAL,3.1,3.1,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_006_2026_04,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,5,kpi_006,kpi_006,ACTUAL,3.3,3.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_006_2026_05,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,6,kpi_006,kpi_006,ACTUAL,2.9,2.9,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_006_2026_06,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,7,kpi_006,kpi_006,ACTUAL,3.0,3.0,True,kpi_daily (monthly actual),monthly_actual_DEPT-ADM_kpi_006_2026_07,,,actual period
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_006,kpi_006,FORECAST,2.9,2.9,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_08,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_006,kpi_006,FORECAST,2.8,2.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_09,MODERATE INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_006,kpi_006,FORECAST,2.7,2.7,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_10,MODERATE INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_006,kpi_006,FORECAST,2.6,2.6,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_11,VERY LOW INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_006,kpi_006,FORECAST,2.5,2.5,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_12,VERY LOW INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
